 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.88061583	0.11882476	0.00044682648	8.0458645e-05	2.7326081e-05	4.724584e-06	2.1548024e-07
i	0.6748757	0.2818107	0.041296933	0.0004075847	0.00037185088	0.001235508	1.7663024e-06
k	0.42833722	0.53481424	0.03297949	0.0014106559	0.0003671844	0.0011778347	0.0009134536
à	0.042619534	0.91422105	0.03404945	0.0004289011	0.00041182633	0.00826714	2.032131e-06
n	0.17995015	0.76277846	0.03533061	0.0019252998	0.0016454493	0.00739642	0.010973612
n	0.06491839	0.90430355	0.028509269	0.00093148835	0.0003985262	0.0006877331	0.00025092915
i	0.08543719	0.4380101	0.4497321	0.004933682	0.008624351	0.0130654955	0.00019702493
e	0.008477153	0.3867453	0.5545749	0.028441157	0.003489805	0.015260896	0.0030108497
A	0.00051793456	0.056320816	0.8726867	0.06296627	0.003053469	0.0031478796	0.0013069923
n	0.015644832	0.044762317	0.83685863	0.05220523	0.006609747	0.015875898	0.028043326
n	0.007859029	0.032738585	0.8913485	0.03403638	0.011935559	0.018738719	0.0033432834
a	0.032744944	0.040188912	0.67291665	0.00986894	0.06644661	0.1774375	0.0003963714
o	0.00012884835	0.00033506978	0.044809658	0.89082617	0.031504598	0.029644942	0.0027507273
s	1.6084845e-05	5.680059e-05	0.031271745	0.9325425	0.029769232	0.0055925422	0.0007510392
à	0.010145038	0.020249065	0.29352242	0.21253863	0.21897604	0.24440567	0.0001631071
m	0.00082024455	0.0020676013	0.05265352	0.37944892	0.4114698	0.10859299	0.04494695
b	0.002600087	0.0037919923	0.14352056	0.49938866	0.2513015	0.09847858	0.0009187112
a	0.0011508253	0.0031253002	0.05896874	0.042867832	0.4201074	0.47375602	2.3922708e-05
p	6.853698e-05	0.00011689775	0.0007173387	0.06881482	0.17405145	0.7528903	0.0033406338
o	0.0048967334	0.009727458	0.010763823	0.007765915	0.053067967	0.91376394	1.4172337e-05
r	3.0981242e-05	3.2900698e-05	0.0001786067	0.028904047	0.11944988	0.8170602	0.034343448
n	0.007639181	0.009511141	0.010713711	0.001977746	0.02600768	0.94405186	9.870996e-05
ò	0.016319986	0.016838826	0.03152003	0.017969131	0.067337126	0.8497647	0.00025022007
</S>	5.7547386e-05	9.389333e-05	0.0012617119	0.042325485	0.1627058	0.7375243	0.05603126
