 	i	bambini	non	si	vestono	da	soli	</S>
t	0.98425716	0.012286376	0.0021458464	0.00074240833	0.00034862178	0.0001765023	4.1601015e-05	1.5076239e-06
a	0.99696535	0.0008221811	0.00037554165	0.0004342874	0.00064781675	0.0003650366	0.0003793377	1.0370787e-05
p	0.9667113	0.023605581	0.006369688	0.0019395453	0.00032303674	0.00035053538	6.226432e-05	0.00063809816
e	0.9092841	0.0015274629	0.0033825508	0.0042500678	0.032809	0.0064972076	0.04198733	0.0002622288
t	0.8773923	0.05822886	0.043298557	0.010577216	0.003660254	0.0018366436	0.00041747888	0.0045887046
ì	0.94705844	0.009086828	0.008625286	0.00628189	0.010240182	0.0035014572	0.015026204	0.00017964024
a	0.19647664	0.47670633	0.095859714	0.06641604	0.010801512	0.012903646	0.004862571	0.13597356
e	0.021791097	0.2479862	0.38624436	0.24697252	0.044769164	0.028111292	0.0026165398	0.021508897
n	0.000503169	0.2440779	0.55312794	0.18304577	0.013066424	0.004856865	0.00037034648	0.0009515903
i	0.09563781	0.02191263	0.2590158	0.30928844	0.24004853	0.010623535	0.062405657	0.0010676263
n	0.0007045404	0.048384488	0.5210158	0.37333387	0.0510495	0.0041381237	0.0005189447	0.0008547608
d	0.18208419	0.016007531	0.03145228	0.24349017	0.40431792	0.030569956	0.09007686	0.0020010453
ì	0.1478353	0.034334652	0.033599574	0.2109397	0.4921954	0.030162413	0.04478847	0.0061444794
n	0.007754753	0.026583064	0.0529972	0.21857022	0.5527356	0.06954231	0.020492958	0.051323853
n	0.0041932757	0.0018528341	0.029313734	0.3621847	0.53736055	0.042356744	0.008998752	0.013739437
o	0.065746054	0.0023959419	0.003732968	0.04321974	0.4379425	0.10840281	0.2814784	0.05708147
t	0.00017771989	0.020133799	0.04115745	0.095720544	0.35528883	0.3739626	0.08345427	0.030104786
t	0.011068036	0.0025943369	0.0036077003	0.02369611	0.68899333	0.10852745	0.16139883	0.00011422541
e	0.011733765	0.0067169806	0.002309004	0.017567141	0.5579933	0.08475837	0.3187073	0.0002140872
m	9.940463e-05	0.01208755	0.018093962	0.03764465	0.11958621	0.48198712	0.29451147	0.03598967
a	0.0016638489	0.0005737591	0.00022893079	0.0038358902	0.4428573	0.16876943	0.38202178	4.9128685e-05
n	1.4717425e-05	0.0009866994	0.0012466919	0.0057212515	0.03285603	0.22426528	0.727068	0.0078413
e	0.020412644	0.004609557	0.0007283925	0.0023648017	0.13381879	0.029152475	0.80815345	0.00075983995
c	3.1615702e-05	0.00324428	0.0041462025	0.0073995437	0.007313441	0.1156122	0.8123137	0.04993904
h	3.986474e-05	3.6943296e-05	5.3541393e-05	0.0006864942	0.032372132	0.2946222	0.67174596	0.00044282747
à	6.952321e-06	0.00020721888	0.0002069412	0.0019193119	0.026467958	0.021251261	0.94990325	3.7072627e-05
t	4.4255128e-05	0.0013572706	0.003344231	0.0038123615	0.015627997	0.044048034	0.8886029	0.04316292
u	0.013407131	0.05190306	0.03012051	0.03532725	0.06844539	0.060056057	0.6903484	0.050392296
</S>	2.7529784e-05	0.00026830158	0.00045293878	0.001425371	0.0013906995	0.0543581	0.40730843	0.53476864
