 	il	ladro	poteva	entrare	da	qui	</S>
o	0.95910823	0.03953174	0.0012908555	5.6850968e-05	6.9464177e-06	5.3288836e-06	4.4521773e-08
l	0.85256034	0.1418486	0.0032044346	0.00017688706	0.00030710248	0.00033390766	0.0015687901
à	0.037167918	0.90022403	0.034643482	0.003661886	0.0016836475	0.022587664	3.133025e-05
d	0.06942038	0.62640715	0.26733622	0.02773097	0.00084437546	0.0006808029	0.007580007
r	0.045000296	0.8127504	0.12848423	0.0122894915	0.00044998707	0.00041795225	0.00060770474
o	0.053536445	0.83127457	0.09363208	0.0075519118	0.0015486156	0.012348967	0.00010738251
ì	0.0795358	0.29166865	0.58006155	0.027047856	0.0065613026	0.010708298	0.0044165594
s	0.002355353	0.024180584	0.88812566	0.08071729	0.0013582322	0.00044845222	0.0028143898
o	0.010668087	0.04795178	0.82066745	0.0739895	0.020564334	0.024981022	0.0011778449
z	0.006001585	0.00741146	0.48209128	0.36851275	0.09634122	0.02417377	0.015467947
e	0.014699482	0.056436263	0.14227585	0.5580593	0.07966444	0.14870195	0.00016271339
è	0.0046185427	0.0026445733	0.08082167	0.35296106	0.44688106	0.09584535	0.016227752
m	0.0013185865	0.0006818234	0.09323645	0.8044988	0.08559737	0.0032822231	0.011384811
b	0.0015027395	0.0015309673	0.036021236	0.8040652	0.14513153	0.011612376	0.00013603174
i	0.00047152975	0.0014073667	0.025438894	0.8797435	0.08576126	0.007171887	5.5230075e-06
a	0.00013859384	0.00039675058	0.00031194082	0.007822715	0.70961195	0.265781	0.01593703
p	3.8821363e-05	9.0767186e-05	3.6003912e-05	0.00030341677	0.33548972	0.6392162	0.024825057
ò	0.007384332	0.03550721	0.011818914	0.017031576	0.22774267	0.7002896	0.00022570208
t	3.220513e-05	6.146987e-05	0.00085312687	0.007203729	0.02737589	0.8788275	0.08564609
t	0.0005323815	0.00150766	0.0008507717	0.0023267246	0.045040622	0.9224711	0.027270729
u	0.004461627	0.015351807	0.022624478	0.020955775	0.09875626	0.8364395	0.001410598
</S>	0.00010895893	0.00016531385	2.0588646e-05	1.0130072e-05	0.0037353649	0.36093977	0.6350199
