 	il	ladro	è	entrato	da	qui	</S>
o	0.9703504	0.029568214	2.6192174e-05	3.4102475e-05	9.535837e-06	1.1604687e-05	5.8801668e-08
l	0.94068235	0.05243798	0.004895438	5.2761552e-05	0.0002908574	0.0004644742	0.0011761573
à	0.05274252	0.8812041	0.002603533	0.016733674	0.004456174	0.04222803	3.189027e-05
d	0.08404786	0.86288726	0.025223436	0.007243449	0.0020131546	0.0016421818	0.016942574
r	0.054225575	0.88807553	0.006189729	0.048014127	0.001405262	0.001206892	0.0008828838
o	0.04542925	0.7952847	0.009281296	0.1138976	0.0049995505	0.030882472	0.0002251331
i	0.03300176	0.04790473	0.6568114	0.10401977	0.08872164	0.06123466	0.0083059305
m	0.0008815275	0.0035384276	0.87199444	0.068981186	0.04718592	0.0065122154	0.0009062054
b	0.0031899211	0.018281048	0.0037612203	0.94485587	0.022820167	0.007089687	2.0043728e-06
ì	0.017488852	0.14578068	0.07628828	0.6297993	0.12368176	0.0069589335	2.165762e-06
k	0.0026462697	0.0104109505	0.027177222	0.13781185	0.6835884	0.13146679	0.006898446
e	0.0025574006	0.019421726	0.0057725757	0.8460121	0.108993776	0.016783204	0.00045913452
a	0.00037804784	0.00039030754	0.0046146316	0.0059076576	0.6202182	0.3595922	0.008899
p	2.2070273e-05	9.615402e-05	0.0013475227	0.0014601395	0.07752451	0.9167158	0.0028338146
ò	0.0025207603	0.017690469	0.001341891	0.0039717006	0.070221044	0.9039174	0.00033672186
t	8.40561e-05	0.00010357433	0.0012542676	0.0013993394	0.009337087	0.9410714	0.04675024
t	0.00023975295	0.00047366755	0.000984275	0.0023827464	0.029768188	0.93834096	0.02781037
u	0.0013236164	0.018284405	0.0017450454	0.013028987	0.09222381	0.8720295	0.0013647308
</S>	0.00013682408	0.00034703806	0.00013900048	7.76135e-05	0.0037408548	0.33919087	0.6563677
