 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.99039865	0.009172268	0.00025090977	5.6780424e-05	0.00012102903	4.4105025e-07
c	0.9630933	0.011362013	0.0021196366	0.003266233	0.0026217566	0.017537082
h	0.39773488	0.60053194	0.001475675	9.0002926e-05	2.8022943e-05	0.00013952295
e	0.7116721	0.17708704	0.0640511	0.030620473	0.016243579	0.00032572483
p	0.09452635	0.8812354	0.01997021	0.0010794471	0.00078024034	0.0024083778
o	0.12961385	0.4731484	0.26565227	0.0093563385	0.12217202	5.7078953e-05
l	0.028351806	0.8919272	0.0564069	0.0053056167	0.0053855195	0.012622872
e	0.04797767	0.5817556	0.30621943	0.0043966137	0.059598867	5.181702e-05
m	0.004829181	0.5605149	0.3331161	0.047675617	0.030219262	0.023644943
ì	0.019205082	0.58940953	0.35977486	0.003447681	0.028109504	5.331009e-05
s	0.0035829805	0.8061815	0.17384018	0.0078064566	0.00228432	0.006304552
o	0.0053408197	0.3025866	0.66191655	0.018047215	0.0051707793	0.0069381087
n	0.00013601134	0.0041735447	0.48203266	0.41959238	0.062106546	0.03195885
t	0.009753266	0.013440407	0.888261	0.03578446	0.052675698	8.510357e-05
a	0.01826003	0.047146328	0.84882456	0.015381664	0.07035429	3.3052485e-05
ò	2.3463444e-05	0.00016442187	0.21826768	0.62249994	0.150696	0.008348431
l	0.00029737488	0.033890948	0.36978686	0.48670325	0.01174098	0.09758058
i	0.00054248585	0.006363225	0.48890126	0.4678807	0.03412197	0.002190346
t	1.1539409e-05	1.0247802e-05	0.000652905	0.78614575	0.20383903	0.009340538
i	0.009128114	0.0026129973	0.02181679	0.3403535	0.6258972	0.00019133084
n	3.2771218e-06	1.8478571e-06	0.00010203377	0.15414041	0.8432431	0.002509199
a	0.00509976	0.0018354548	0.006230232	0.08558367	0.9009388	0.00031214085
d	3.3511033e-06	1.779357e-06	3.666036e-05	0.027669832	0.96727866	0.005009659
d	0.010274466	0.0062269014	0.01593661	0.01263388	0.9537745	0.0011536021
o	0.011904459	0.012648928	0.026812127	0.021130007	0.92614824	0.0013562149
m	7.356994e-06	4.3574987e-06	9.643938e-05	0.016796382	0.94461054	0.03848492
à	1.8513285e-05	0.0002523623	0.0034437256	0.013199362	0.98239774	0.00068829337
d	3.202605e-05	0.00021539313	0.004657697	0.081870526	0.73372364	0.1795008
a	0.0011530721	0.029411877	0.019937964	0.036315702	0.4269312	0.4862501
</S>	0.00033260978	0.00021323435	0.0008954338	0.010158794	0.5108648	0.47753513
