 	non	aveva	dove	aveva	per	stare	</S>
e	0.9638688	0.035406694	0.0005895499	6.191716e-05	2.9015755e-05	4.369544e-05	1.7503987e-07
n	0.96393406	0.029451406	0.005243325	0.00010126122	0.0001967016	0.00015760427	0.0009155874
ì	0.0067927856	0.9132241	0.066591755	0.006780792	0.0016146117	0.0049845176	1.1542234e-05
c	0.01558568	0.88319063	0.06146931	0.01339155	0.0011094898	0.0007199415	0.024533393
h	0.015239436	0.9642433	0.010947481	0.009147198	1.5542324e-05	1.6159333e-05	0.0003907927
e	0.004165381	0.95729655	0.012388124	0.025917923	5.1485695e-05	0.00013559371	4.4923756e-05
p	0.010325055	0.06602929	0.8400473	0.076826125	0.0033324948	0.0017589834	0.0016807354
u	0.014489751	0.05974273	0.4756218	0.4090243	0.023204317	0.017908707	8.364853e-06
ì	0.03525129	0.018589344	0.32826653	0.4594004	0.09753757	0.047683112	0.013271666
c	0.010471709	0.011637153	0.032564055	0.88888484	0.034307726	0.0039941	0.01814044
h	0.0120162545	0.008959031	0.118131906	0.85437393	0.005882894	0.0005738613	6.212999e-05
e	0.004733487	0.010256579	0.025596287	0.9227221	0.027769009	0.008888859	3.3646436e-05
n	0.00010676283	0.00017167	0.0044066943	0.010423703	0.5567211	0.41932738	0.008842656
a	0.0013933616	0.0059563112	0.014022443	0.027279852	0.6211306	0.33020225	1.519338e-05
s	2.6690812e-05	1.10358e-05	0.00010008239	4.7529044e-05	0.07318614	0.9078127	0.01881586
t	0.0011328212	0.0014985388	0.0053307377	0.005590189	0.25134438	0.73505133	5.1976207e-05
a	0.0011418257	0.006312346	0.008588696	0.011127219	0.12791367	0.8448698	4.6412628e-05
t	1.0832666e-05	4.0347945e-06	3.2279877e-05	5.917978e-06	0.016311452	0.9585023	0.025133185
ì	0.0005948455	0.0018535473	0.004994346	0.0030081163	0.076485306	0.91287977	0.00018410417
</S>	0.00046973844	0.00025947383	0.001504225	0.017504308	0.009701828	0.34355843	0.627002
