 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.9060784	0.09348774	0.00036403866	3.712939e-05	2.020011e-05	8.6445525e-06	3.7003067e-06	6.404248e-08
t	0.63402206	0.33385134	0.0077296393	0.003003937	0.0010773179	0.007051145	0.009151465	0.0041131475
è	0.029522039	0.9531436	0.011767585	0.0014885974	0.00373959	0.00025935675	4.3881137e-05	3.5284647e-05
l	0.017350458	0.93416184	0.014418531	0.0032249196	0.0031334232	0.004827701	0.002017042	0.02086605
i	0.003361939	0.98156655	0.011834127	0.0020045517	0.0008734984	4.8266797e-05	5.3874057e-05	0.00025729908
f	0.037966974	0.39252186	0.5411081	0.013677121	0.004971765	0.00094030343	0.0061242846	0.0026896608
a	0.09046907	0.07441237	0.6957211	0.030356072	0.10517551	0.0035074784	0.00028031622	7.810893e-05
m	0.0056923004	0.033271473	0.8747331	0.05983005	0.0066197915	0.0014355091	0.015855549	0.0025622828
è	0.062010713	0.026572527	0.76547927	0.04966106	0.09283678	0.0029988894	0.0003876303	5.316715e-05
n	0.0020742218	0.034887142	0.6797711	0.23844898	0.0325546	0.001624207	0.006080295	0.004559508
o	0.0018669193	0.017674204	0.43272662	0.3463058	0.18184163	0.01078769	0.0018894664	0.0069077606
o	0.00011908117	0.00014878802	0.106343344	0.7511588	0.08084202	0.009019349	0.04969987	0.0026686734
l	0.00011231746	9.177099e-05	0.055928644	0.65824205	0.22619973	0.01823896	0.040245377	0.00094119064
i	0.0068727527	0.0028296704	0.017766414	0.08063023	0.881837	0.009379329	0.00043524872	0.00024938065
m	0.00015104572	4.6234825e-05	0.011234705	0.17133959	0.26691484	0.27246752	0.27402532	0.003820732
i	0.00081254175	0.0008710054	0.017547596	0.023890711	0.9523201	0.004426027	0.00011375213	1.8253373e-05
a	9.495019e-05	6.615015e-05	0.013046487	0.038621914	0.26850754	0.5712798	0.100209825	0.008173335
f	1.0182268e-05	1.579877e-05	0.0007126485	0.014031176	0.05814577	0.76396525	0.15183754	0.011281632
o	0.0022295157	0.010246319	0.009207446	0.013119646	0.5988692	0.3551179	0.008587385	0.0026225531
r	1.1892524e-05	1.2298653e-05	0.00067213975	0.0039304304	0.0029961064	0.4068828	0.5661137	0.01938064
à	0.0012052708	0.014063153	0.014936664	0.016736217	0.1725271	0.5936994	0.16204545	0.024786664
</S>	9.109143e-05	0.00044582013	0.0261264	0.17858914	0.052104633	0.06694066	0.41536963	0.26033267
