 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.7162669	0.2529644	0.028799204	0.0010156701	0.00046442272	0.00010160804	3.2299147e-05	7.9718855e-05	0.00013515471	9.375867e-05	2.2272716e-05	2.4434632e-05	1.7998539e-07
n	0.88266593	0.09894788	0.011256072	0.0003339287	0.00048226424	0.00036238422	0.0005043681	0.0024024313	0.0006486799	0.0013068458	0.00012937306	0.00013123805	0.0008286815
ì	0.020892248	0.56786394	0.40003553	0.006926227	0.0017266525	0.00012715865	9.4309755e-05	0.00029221832	0.0006380091	0.00018024522	0.00055290066	0.00065567973	1.4981687e-05
c	0.009678819	0.3645572	0.42460725	0.016093722	0.006545149	0.007943334	0.01898397	0.0269824	0.037534066	0.033307828	0.005822417	0.002571054	0.045372758
h	0.10555484	0.55487466	0.3252782	0.0034655677	0.0018630256	0.00093213975	0.0035272245	0.00058173126	0.00092775514	0.00040344568	0.00019801546	2.4544714e-05	0.002368908
a	0.1392637	0.2207788	0.53862256	0.018354893	0.006387267	0.005044054	0.014781079	0.018956603	0.014668748	0.01083581	0.010314796	0.0010544722	0.0009372947
n	0.0044217655	0.378424	0.31926817	0.2609006	0.022280997	0.0013681253	0.0007499204	0.0013338937	0.007140003	0.0022840905	0.00030944278	0.00024837218	0.0012705891
d	0.0042331186	0.025944203	0.75870425	0.18379983	0.021696057	0.0005147388	0.00014566904	0.0004265227	0.0011117754	0.00034764063	0.0012545504	0.001814869	6.6685816e-06
ì	0.05144607	0.05543423	0.5304031	0.33191207	0.013931598	0.0008532413	0.00043412257	0.0022563078	0.005666042	0.0028955159	0.002992522	0.0017306972	4.4527806e-05
s	0.0078072427	0.023511173	0.15658502	0.33007035	0.37960893	0.01777025	0.005186808	0.005120136	0.052006796	0.014038691	0.001738966	0.00060750917	0.0059481678
o	0.025489315	0.018232312	0.3105477	0.37601298	0.16860227	0.028972754	0.038664784	0.014284063	0.0027158463	0.004315123	0.0038965598	0.0011351462	0.0071311924
n	0.00071606005	0.001065581	0.0031746228	0.19794334	0.74005574	0.044192284	0.003081556	0.0037533108	0.002792423	0.0019560952	0.00014692101	0.000119584074	0.0010024691
t	0.0036949574	0.0042206026	0.045278326	0.5195576	0.3945107	0.019645803	0.0015226677	0.0015736566	0.0025007627	0.0008792042	0.0025362612	0.0040574665	2.1961238e-05
a	0.0026771748	0.017054616	0.04953853	0.71146375	0.11715894	0.0063574617	0.0016092433	0.004855529	0.04764242	0.009928572	0.018700095	0.01293951	7.42055e-05
i	0.00029511633	0.00040181968	0.0002010606	0.06014675	0.6194807	0.29164994	0.010464365	0.009056058	0.0031562916	0.0031976844	0.00039240136	0.0005794266	0.0009783673
k	0.00012095718	0.00017023715	0.00011468051	0.02401835	0.62340844	0.3005071	0.016760858	0.020514928	0.0047170473	0.008634442	0.00033906236	0.0001665396	0.0005272829
i	0.0047149914	0.026154174	0.11834111	0.27955443	0.3712512	0.07240922	0.020783471	0.026005566	0.026280837	0.0065019187	0.021958293	0.024934312	0.0011104064
a	7.243882e-05	0.00010155946	4.187227e-05	0.003967303	0.10583466	0.81261754	0.043301158	0.02434341	0.0047452818	0.0037457808	0.00028364043	0.00042007279	0.0005253352
t	2.0890513e-05	3.9377734e-05	1.1975826e-05	0.002772941	0.11823263	0.69896597	0.1021098	0.0560988	0.008204474	0.011208791	0.00066897634	0.0003805806	0.0012846703
è	0.008500693	0.02280147	0.13316509	0.1101879	0.12450503	0.22395416	0.1621317	0.10297005	0.068363614	0.013103575	0.012157895	0.016858442	0.0013003406
r	0.00033467606	0.00015911239	0.00013902457	0.00023042182	0.010385368	0.10941827	0.51496774	0.16524439	0.15501696	0.036115795	0.0011054504	9.9211036e-05	0.0067835664
a	0.0015796762	0.000673187	0.0004467829	0.0028748142	0.0075053866	0.10058227	0.8224217	0.047437266	0.006161775	0.003341433	0.003296692	0.0004277988	0.0032510676
m	9.714026e-06	2.1514094e-05	6.682359e-06	6.233603e-05	0.001450008	0.14257035	0.40621096	0.39936367	0.018989129	0.020007879	0.0024628472	0.0025477477	0.006297203
u	0.00013762258	0.0034062653	0.00850445	0.019439388	0.01202138	0.013845261	0.06881846	0.14980616	0.33418956	0.04675816	0.15781723	0.18496896	0.0002870734
t	8.909723e-07	3.0235808e-06	1.0799021e-06	5.6056808e-05	0.00080241676	0.043161083	0.2719739	0.5630273	0.06489443	0.050274	0.0023315055	0.0027293358	0.0007450052
i	0.000667474	0.008440402	0.014601215	0.007830791	0.0055250777	0.0048510265	0.0366447	0.20730329	0.540108	0.04858664	0.07149481	0.05382145	0.0001251623
n	1.8378909e-06	7.185279e-06	2.5160718e-06	5.1930496e-05	0.00051578856	0.02488937	0.13696022	0.59216523	0.10179447	0.12676781	0.006997463	0.008577788	0.0012683129
ì	0.0017938963	0.013217848	0.019573426	0.008996767	0.0039580283	0.0024631282	0.0195425	0.13484313	0.48020983	0.09697374	0.12861496	0.08949859	0.00031414948
