 	lo	sentii	che	viene	</S>
t	0.99953866	0.00010691174	0.00035263805	1.6486944e-06	1.6023452e-07
o	0.9449424	0.0036407432	0.05073156	0.0005286745	0.00015672647
n	0.78414154	0.11002562	0.08274369	0.013139904	0.00994931
ì	0.8127692	0.029916236	0.15719599	7.034132e-05	4.8234077e-05
k	0.13577656	0.2661408	0.1409991	0.16159707	0.29548648
u	0.92148256	0.0510693	0.019209815	0.0010457361	0.007192649
s	0.0024226673	0.8017361	0.18746443	0.0047687204	0.0036082424
a	0.04779693	0.056075983	0.8959571	0.00013499253	3.5078483e-05
n	0.0009658062	0.05464492	0.8443384	0.0959523	0.0040985355
a	0.034624424	0.010619873	0.9540151	0.00055262644	0.00018797256
r	0.0001832717	0.009104651	0.12781712	0.8504738	0.012421071
t	0.14695852	0.019070813	0.82866824	0.0018463902	0.0034559616
i	0.09070443	0.023657717	0.8801236	0.0026890012	0.0028252339
</S>	0.00041612503	0.07367287	0.339258	0.45265922	0.13399377
