 	la	pasta	vuole	sale	</S>
i	0.9986527	0.0009126783	0.00042507364	9.529487e-06	4.7144244e-08
p	0.9660383	0.026520994	0.0045285076	0.0023278967	0.0005843915
à	0.03569428	0.9519759	0.0071300715	0.005197681	2.0282414e-06
s	0.12067224	0.8062841	0.063186005	0.0063245953	0.0035331026
t	0.052730687	0.7770126	0.16307367	0.0069399267	0.00024315207
a	0.017670808	0.78139025	0.04503551	0.15588567	1.7782966e-05
t	0.0076141898	0.077253126	0.8853179	0.026376452	0.0034383545
è	0.017222371	0.12573802	0.8212703	0.03574747	2.1959337e-05
l	0.0024106367	0.007697983	0.89792967	0.08069264	0.011269114
i	0.0028696437	0.013591061	0.89687884	0.086214535	0.00044599854
à	0.00045113938	0.0009041975	0.45578504	0.44888932	0.09397027
l	0.0003460556	0.00022861517	0.14492907	0.7987087	0.055787615
a	0.00033325236	0.0012528916	0.05495687	0.94090897	0.0025480888
</S>	9.0367066e-05	9.954143e-05	0.0022331376	0.33870885	0.6588681
