 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.79187477	0.19752042	0.0038740947	0.0015093605	0.0008858141	0.00051113253	0.00021376825	0.00015012558	0.0021765758	0.00034090292	0.0003329986	0.00019053818	0.00015719289	0.00011170887	0.00012486984	2.0243175e-05	5.493906e-06
ò	0.8745392	0.06396932	0.018906843	0.0154392645	0.0016105399	0.006771243	3.2075135e-05	6.486434e-05	0.014277364	0.0011009343	0.00029616046	0.0020861183	0.00011144542	0.00041705457	5.9271868e-05	0.0003181167	2.327071e-07
t	0.9824462	0.016119469	0.0009449367	5.99414e-05	1.4869357e-05	2.6998518e-05	8.327862e-06	7.629551e-06	0.00024763835	1.1327491e-05	8.646659e-06	1.18682665e-05	7.024289e-06	1.0516988e-05	8.776804e-06	2.442891e-05	4.151394e-05
t	0.86008346	0.1342376	0.0029220644	0.0013404301	0.00021645807	0.0003666077	2.7303442e-05	2.1274145e-05	0.00028758496	0.000101604935	0.00011044921	7.176458e-05	5.816536e-05	4.1203148e-05	5.1002302e-05	2.686789e-05	3.615391e-05
e	0.12686588	0.38381523	0.11205199	0.19777192	0.011415805	0.05552565	0.00085965684	0.0008493654	0.08435774	0.0026786826	0.0020864347	0.012335473	0.0010762018	0.0035577628	0.00098287	0.0037158804	5.3516997e-05
j	0.07875034	0.85585463	0.052777983	0.004583155	0.0007942049	0.00090439845	8.084735e-05	5.3829914e-05	0.005037321	0.00035460113	0.00015357869	0.00015730319	4.5101355e-05	4.251431e-05	3.882981e-05	9.0470596e-05	0.0002807556
è	0.009228982	0.71980685	0.14918478	0.034025125	0.010282721	0.02651583	0.00132059	0.004155617	0.0057763075	0.007986561	0.0025600453	0.008689991	0.0014312166	0.00556135	0.0005866071	0.012867052	2.0327338e-05
n	0.0808981	0.8871376	0.02701481	0.0008000526	0.00013687534	0.00018738568	3.763261e-05	3.0730076e-05	0.0031745888	7.793427e-05	6.510472e-05	6.942746e-05	3.8295766e-05	4.0335064e-05	4.413747e-05	5.626483e-05	0.00019076563
n	0.016857924	0.9228461	0.038930528	0.013120027	0.000920497	0.0023421284	0.00030019096	0.0002018705	0.0024152223	0.00019420251	0.00031028886	0.00042200126	0.00024200283	0.00023213669	0.00022933638	0.00018662261	0.00024909523
o	0.010989817	0.32824606	0.25122055	0.19020101	0.021036303	0.07186492	0.003042228	0.003049807	0.07953371	0.004373799	0.0039415187	0.018380206	0.001743343	0.0057538254	0.001389534	0.0050765756	0.00015672164
m	0.0021829884	0.35106397	0.5562518	0.060382463	0.007271051	0.0062341937	0.00039934108	0.0002094432	0.010404795	0.0022386461	0.0009918289	0.0007979394	0.00024899322	0.0001780087	0.0001927608	0.0002982559	0.0006535454
e	0.0026518817	0.12275357	0.7728755	0.022419222	0.008526094	0.01835004	0.0016354636	0.0060151485	0.0022787359	0.011825461	0.0028739572	0.005050204	0.0017273015	0.0057467935	0.000642736	0.014619551	8.37739e-06
v	0.00055846095	0.30615863	0.5927161	0.07646893	0.0056777173	0.005527741	0.00021333512	0.00012004302	0.008599878	0.0015641095	0.0006365276	0.0005815454	0.00019642485	0.00016512151	0.00015585011	0.0003940769	0.00026551227
è	0.0020656933	0.066990376	0.90209085	0.019223766	0.0006179322	0.0047699874	6.198436e-05	0.00016522007	0.0016390204	0.00045362936	0.0001164319	0.0004001849	9.320924e-05	0.0002495565	4.972411e-05	0.0010078154	4.651865e-06
k	0.0043941103	0.3041032	0.6473786	0.013739163	0.0017525349	0.0021311217	0.00035407563	0.00029036275	0.020382006	0.0006486625	0.00074377103	0.0007054116	0.00038016503	0.00033254176	0.0004932089	0.00041887228	0.0017521848
k	0.009334088	0.50134176	0.47414008	0.008881246	0.0005877724	0.0021054419	0.00011547007	0.000110695866	0.0012169007	0.000130684	0.0002708885	0.0002878483	0.00013293287	0.00010123644	0.00035401198	0.0001472355	0.00074173603
