 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.8297106	0.16764604	0.0021049972	0.00040756946	9.5917305e-05	2.444125e-05	1.0411422e-05
ò	0.5124194	0.40036032	0.08568493	0.0006056556	7.593526e-05	0.00085193594	1.806453e-06
p	0.9842763	0.013494574	0.00061165914	0.00026246713	0.00012317764	0.0002472479	0.000984532
u	0.8615605	0.13214865	0.004918227	0.00069215125	7.519158e-05	0.0004519718	0.0001533193
o	0.2725972	0.6543971	0.050585695	0.013386293	0.00061458116	0.001142401	0.0072767762
G	0.032350034	0.8512591	0.1036984	0.0049229357	0.0014618624	0.0006670543	0.0056405175
i	0.00950757	0.8646305	0.10949772	0.006142068	0.002035161	0.008184525	2.4603628e-06
o	0.017074423	0.95611644	0.025290785	0.00079989317	4.957325e-05	0.00061388774	5.4900425e-05
v	0.00089785305	0.42979318	0.5445243	0.023083307	0.0009822036	0.00030736366	0.00041188742
à	0.0058055487	0.41794908	0.5571408	0.005012113	0.0009867892	0.013074461	3.1174714e-05
n	0.013365012	0.76664245	0.16607931	0.031217925	0.0032545174	0.0063183885	0.0131223425
n	0.03539942	0.66410166	0.27754828	0.018524159	0.0010191902	0.0024555444	0.00095184654
i	0.09115139	0.17397949	0.6181151	0.049102	0.010498861	0.054355625	0.002797453
j	0.00036561285	0.0051578907	0.86945003	0.09348832	0.0133726	0.0139835775	0.0041819573
ù	0.0015497674	0.016756158	0.76502025	0.1837832	0.0090264	0.023834934	2.9403835e-05
r	0.00046132697	0.013149041	0.58266807	0.34685838	0.030050106	0.018786002	0.0080271
i	0.018238869	0.028226588	0.38590756	0.47136602	0.0237332	0.06761179	0.004915938
s	0.0010272494	0.0024028195	0.10578472	0.49760664	0.2612964	0.10731736	0.024564853
e	0.0007827047	0.0028157262	0.049814265	0.786228	0.11471051	0.04561198	3.6803856e-05
è	0.0001991554	0.00033403962	0.019543998	0.10981469	0.62074304	0.23443349	0.0149316
s	0.00020621055	0.00029623098	0.010454444	0.1381308	0.5988821	0.22012435	0.03190586
s	0.00088588806	0.0015775833	0.0035154866	0.1251955	0.49363303	0.37365922	0.0015332559
u	0.0052290885	0.007105323	0.014158517	0.08826916	0.37486404	0.51026404	0.00010985257
</S>	0.0006544667	0.0003669888	0.0013531817	0.0006703851	0.13444771	0.76682526	0.09568205
