 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.92497677	0.07294702	0.0019504457	3.5363202e-05	7.17049e-05	1.8470604e-05	8.1758266e-08
m	0.77378094	0.17421307	0.03189602	0.0017312822	0.009116542	0.001703389	0.0075586243
à	0.10285595	0.8216216	0.02048343	0.0063164174	0.01914597	0.029538224	3.8387407e-05
k	0.4110197	0.5635238	0.009278543	0.0021541137	0.0034501567	0.0013070577	0.009266664
i	0.4545551	0.39958984	0.11328872	0.0050866334	0.021519985	0.0009262675	0.0050333976
n	0.0138725815	0.96644086	0.014329491	0.0017447197	0.0010494703	0.00035241133	0.0022104112
a	0.027557166	0.792812	0.16073133	0.004038061	0.009138683	0.0056946664	2.8046183e-05
t	0.004830559	0.7073451	0.27638298	0.0041680895	0.002897697	0.0005192144	0.003856237
è	0.026251396	0.41312897	0.5142385	0.0072439206	0.029070009	0.009875634	0.00019159153
l	0.008460302	0.0360456	0.90766704	0.017545147	0.0059083975	0.0008831678	0.023490408
i	0.0027633437	0.009953623	0.8856753	0.05900834	0.03943035	0.00068348786	0.0024854268
s	0.00014006645	0.002865049	0.2581998	0.6662087	0.041600853	0.012915211	0.018070294
t	0.015526093	0.04664271	0.6443287	0.20269059	0.073247	0.017330423	0.00023439988
i	0.04454519	0.14678249	0.09888439	0.21353161	0.27218854	0.2239229	0.00014482836
a	1.7721764e-05	0.0004920875	0.026127396	0.9309243	0.032134887	0.008692047	0.0016117236
m	4.284083e-05	0.0008900579	0.027943062	0.88358897	0.08018379	0.005079391	0.0022719465
m	0.00781167	0.010827118	0.012348551	0.78917986	0.114709795	0.065006584	0.000116418516
è	0.0072009363	0.041880634	0.04733489	0.6760101	0.1957874	0.03175521	3.0769323e-05
n	6.7683345e-06	5.54546e-05	0.0034290245	0.7472103	0.22466174	0.01800589	0.0066307965
i	0.0013865404	0.003050514	0.010239979	0.18544462	0.781727	0.009670196	0.008481019
à	8.7010354e-05	0.00029871796	0.0016882662	0.13751416	0.4897111	0.33508518	0.0356155
t	1.6743717e-05	7.0762435e-05	0.0048874854	0.03402616	0.90691006	0.026307335	0.027781494
t	0.00082503445	0.0004657414	0.002996848	0.064353034	0.9052451	0.022315895	0.0037982939
o	0.02038878	0.025254168	0.018245108	0.032513883	0.57760996	0.3203129	0.0056752423
m	1.9117795e-05	5.3620814e-05	0.0001362977	0.002352109	0.088201016	0.8549425	0.05429527
e	0.008739714	0.010210396	0.00069053564	0.0053624175	0.13818282	0.83671445	9.964906e-05
k	4.1102544e-06	1.223564e-05	3.8918246e-05	0.0015231683	0.087402664	0.8826902	0.028328715
k	0.008911267	0.018255355	0.00071359065	0.0007665653	0.035565067	0.9356855	0.000102597485
à	0.0011384453	0.0014068263	0.0004754621	0.0165294	0.025877064	0.9545559	1.6803755e-05
n	6.6693497e-06	2.2908156e-05	0.0015537005	0.12881067	0.2442944	0.47421247	0.15109925
i	0.0042409785	0.009752799	0.04484502	0.03767284	0.41083184	0.3992528	0.09340369
k	7.7595636e-05	0.0001615373	0.000693047	0.0032271217	0.020566514	0.6181805	0.35709366
o	0.019101402	0.03809935	0.004202012	0.0011472465	0.028646285	0.90820783	0.00059594755
</S>	8.220602e-05	0.00014614263	0.00022157261	0.0009794561	0.0064327205	0.66279674	0.32934117
