 	forse	stanno	ancora	svegli	</S>
f	0.99658895	0.0033422671	4.0645427e-05	2.788348e-05	2.755308e-07
ò	0.970829	0.025284499	0.0019401974	0.0019392075	7.1052254e-06
r	0.43579713	0.06094125	0.0212847	0.009316374	0.47266054
s	0.16806407	0.8276089	0.0013807977	0.001872526	0.0010737099
i	0.3529761	0.53953326	0.065438084	0.041675616	0.00037697237
s	0.15590137	0.8179947	0.01001255	0.00197828	0.014113066
t	0.18501376	0.788746	0.017813949	0.008294359	0.00013195134
è	0.5757625	0.41255397	0.0056336867	0.0060373466	1.254083e-05
o	0.019755282	0.8563203	0.008904153	0.005512603	0.109507665
n	0.0008590776	0.4713285	0.49800774	0.012653605	0.017151095
e	0.08535418	0.19598417	0.6594443	0.05849798	0.0007193501
a	0.0036084575	0.036415763	0.9047461	0.022571122	0.03265859
n	0.0014736324	0.018250844	0.93486303	0.035388518	0.0100240875
k	0.026018348	0.021127889	0.900715	0.051671028	0.00046768083
ò	0.07353702	0.0162875	0.7510962	0.13009308	0.02898618
r	0.00036265343	0.010839069	0.2361424	0.07923758	0.6734183
a	0.06401226	0.037916668	0.24746197	0.26593217	0.3846769
a	0.010536783	0.011106487	0.035635542	0.12424313	0.81847805
t	0.06428419	0.0030288205	0.12152311	0.76433015	0.046833776
s	0.11513288	0.0056908634	0.02316291	0.7985544	0.057458915
ù	0.2679953	0.190496	0.041440107	0.4615804	0.038488094
n	0.00047584952	0.03604735	0.092660405	0.48738798	0.38342848
n	0.0034562827	0.024841037	0.06792104	0.8257733	0.078008324
i	0.20112395	0.33849064	0.042081892	0.38995197	0.028351584
t	0.0075459015	0.09372283	0.17036377	0.6986027	0.029764848
i	0.071412876	0.012079735	0.13062535	0.7419511	0.043930963
</S>	0.012141712	0.08303444	0.108852275	0.5964846	0.19948697
