 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.85155916	0.12860128	0.018852511	0.000744647	0.00018991731	3.676452e-05	1.5398853e-05	2.450332e-07
s	0.83809614	0.09553333	0.033087716	0.020311087	0.0049878783	0.002699589	0.0015352402	0.003749086
ò	0.8540466	0.069119774	0.029219575	0.0023076646	0.016871141	0.0004942882	0.027921585	1.9344157e-05
z	0.9607661	0.019346142	0.009343964	0.0020615195	0.0017965287	0.0008176357	0.0007198471	0.005148233
i	0.6012566	0.0914263	0.21093816	0.02398718	0.0674413	0.0022652613	0.0015001826	0.0011850457
m	0.002325067	0.8607493	0.12473646	0.008245087	0.002510712	0.0004511825	0.00039534998	0.0005868219
i	0.0034330809	0.094071254	0.7447901	0.023704866	0.057498902	0.0047656787	0.07170658	2.9477571e-05
m	0.0002893151	0.29213104	0.6457913	0.045911063	0.011868827	0.001229109	0.00247296	0.00030636284
i	0.0019527914	0.042136732	0.84288335	0.020953462	0.042239893	0.001822618	0.047989488	2.1596596e-05
l	6.229271e-05	0.07371784	0.78173053	0.121255375	0.01795618	0.0020195942	0.0030234228	0.00023471906
ì	0.007172514	0.022744216	0.7234383	0.04927691	0.11840943	0.002581263	0.07623777	0.00013954242
s	0.0007124803	0.0087314015	0.8571272	0.102576524	0.027128525	0.0010462719	0.0012664987	0.0014110488
i	0.002477147	0.009250708	0.6480338	0.25238204	0.07594603	0.0031993687	0.00420654	0.0045043672
a	1.3682043e-05	0.0016345197	0.031406265	0.91469777	0.039396394	0.007580644	0.0032187395	0.0020520855
t	5.717639e-06	0.0006610571	0.009631033	0.89916325	0.07594454	0.011238866	0.0025178725	0.0008375262
s	0.00056159	0.0012114056	0.0274766	0.11518697	0.8162563	0.0021527987	0.03709318	6.12443e-05
è	0.0047242143	0.0055896197	0.028407907	0.059608508	0.77593976	0.0031340844	0.122571215	2.4678215e-05
t	0.000107716085	0.0054842993	0.09899443	0.13635813	0.73747224	0.0064216293	0.0025756638	0.012585939
ù	0.0012750347	0.0068307826	0.032928925	0.3604437	0.56083345	0.016577296	0.019069964	0.0020408113
o	1.3509274e-05	0.00080244715	0.0055916905	0.050577454	0.89987963	0.03305699	0.0045786533	0.0054996526
m	7.6259125e-06	8.938808e-05	0.0001365919	0.025434442	0.13839279	0.79021376	0.039326597	0.0063988697
e	0.002871459	0.0031559793	0.0028220897	0.013554082	0.5993796	0.20997627	0.16811226	0.00012824903
t	3.248956e-06	8.6523774e-05	4.7969614e-05	0.006661478	0.0535015	0.807537	0.12671421	0.0054480033
i	0.013853421	0.0061004977	0.0042973356	0.0054350826	0.13864557	0.38743007	0.4440739	0.00016411259
n	2.5567554e-06	4.303253e-05	1.8039109e-05	0.0011939856	0.003618138	0.65843767	0.32730842	0.009378138
A	0.008603728	0.003117556	0.002006563	0.0015882395	0.03852439	0.17458294	0.7712237	0.00035295574
n	8.330414e-06	0.00045441874	0.0013774015	0.032233275	0.082693405	0.1825866	0.6568189	0.043827645
n	0.0015820543	0.0010936405	0.0020548084	0.0036177682	0.013131943	0.11461758	0.8324443	0.03145797
a	0.0148382895	0.002869986	0.010285546	0.004204948	0.03918764	0.02651404	0.90019816	0.0019014631
</S>	3.4233333e-05	0.00016475983	7.3817246e-05	0.0008115182	0.0006494694	0.101144634	0.5013164	0.39580506
