 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.96007144	0.038090415	0.000102657395	0.0015974126	0.00010762507	3.0470454e-05	6.462247e-08
à	0.21780448	0.0082134055	0.0038434968	0.7553516	0.011482952	0.000849527	0.0024544995
b	0.05136024	0.06658074	0.010841325	0.8470662	0.010284976	0.0010273482	0.012839159
b	0.05008621	0.9021913	0.023764405	0.00022737717	0.016474219	0.0072273863	2.9191366e-05
i	0.022944465	0.89814985	0.011303881	0.011604038	0.016176242	0.039809402	1.2174857e-05
t	0.02081965	0.948371	0.016331542	0.0095162885	0.0023090933	0.001419183	0.0012332463
o	0.023547992	0.92670614	0.026202427	0.008342005	0.00267594	0.01251333	1.2155413e-05
u	0.007949584	0.22513665	0.0837936	0.6785292	0.0030488754	0.0005118757	0.0010301394
k	0.004494337	0.037251353	0.5435048	0.38619736	0.026192108	0.0011907314	0.0011693425
o	0.023941258	0.16589358	0.53893757	0.011904842	0.053155426	0.20576051	0.0004067689
r	0.0007073943	0.0035761397	0.86347336	0.11896634	0.008726332	0.0034390315	0.0011114747
a	0.04486552	0.1696257	0.3207188	0.011130283	0.18566543	0.26493606	0.0030582193
s	0.00016928896	0.00036164038	0.93328124	0.03377338	0.020788137	0.009145772	0.0024805735
ì	0.049495492	0.12869254	0.17934039	0.03879973	0.36455458	0.23663475	0.0024824757
u	0.0036790008	0.009780642	0.22933705	0.26280838	0.44312075	0.028981945	0.022292212
t	0.00020309443	0.0005645969	0.45367482	0.009224011	0.49859136	0.022456145	0.015285985
è	0.021174112	0.03178629	0.012278208	0.027139993	0.68658096	0.22041598	0.0006244964
l	0.00014533907	0.00029866467	0.019917144	0.05498117	0.86815405	0.047111943	0.009391733
i	0.001467082	0.0029971455	0.013746026	0.00047673847	0.9271598	0.051767047	0.0023861304
à	0.000105324034	0.00013874256	0.02191853	0.00361	0.5822712	0.25690752	0.1350487
s	1.1760608e-05	3.117492e-05	0.03175113	0.012628234	0.44137272	0.48999223	0.024212737
p	0.0019193334	0.0074049667	0.0023950313	0.0003814803	0.48907354	0.49309933	0.005726351
r	0.0026794516	0.029277183	0.00091953884	0.00020802983	0.09416729	0.8717597	0.000988858
o	0.03646246	0.08602137	0.008224143	0.0027645065	0.04980734	0.8163434	0.00037672205
</S>	2.9079216e-05	6.461456e-05	0.003612972	0.00027356204	0.010645397	0.26388928	0.72148514
