 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.90635985	0.08521689	0.0073878276	0.00066512515	0.00011026942	7.8640536e-05	0.00010157003	3.7798374e-05	4.120322e-05	7.772537e-07
t	0.9819661	0.010021484	0.0013938892	0.000525387	0.00021010208	0.0008914028	0.00061138324	0.000393528	0.00033794183	0.0036489107
s	0.7158766	0.24974242	0.023563074	0.0053296215	0.0025685309	0.0008138561	0.0009837057	0.0007299287	0.00023083622	0.00016143206
e	0.53297913	0.33473113	0.071209	0.02320693	0.026081232	0.00017048662	0.004317901	0.003915128	0.0033808497	8.2449205e-06
r	0.10728322	0.8056838	0.07846583	0.005710024	0.0012344831	0.00021916884	0.001134135	5.651355e-05	4.261991e-05	0.00017025252
e	0.015104578	0.5180719	0.35895583	0.06848362	0.0273398	7.30866e-05	0.0026943092	0.0027069603	0.0065526715	1.7265496e-05
k	0.013059067	0.69797164	0.27413785	0.012011906	0.0008748895	0.0004956683	0.0007107167	6.219811e-05	6.678281e-05	0.00060924626
a	0.0095932735	0.3720488	0.4994046	0.0817437	0.02984202	4.09852e-05	0.0014528055	0.0014965943	0.004371719	5.52825e-06
k	0.0012983972	0.2642962	0.682115	0.04759031	0.0023137494	0.00082445325	0.00096232945	7.773314e-05	8.519162e-05	0.00043663828
à	0.0027694036	0.14973462	0.7799891	0.060243316	0.006645666	1.766379e-05	0.00015621984	0.00016714643	0.0002750407	1.8373031e-06
n	0.012746378	0.08100499	0.6321197	0.251419	0.0093083335	0.002081097	0.0048771854	0.0007069382	0.00048878737	0.0052476027
n	0.010153376	0.08413765	0.6875879	0.20105632	0.009334443	0.0021381543	0.0026616459	0.0011477888	0.00025626563	0.0015264277
i	0.019690333	0.11787292	0.5513637	0.255741	0.03600572	0.003004083	0.006871786	0.0038217425	0.004590072	0.0010386358
t	4.0661544e-05	0.0037914685	0.2411487	0.6433914	0.09553778	0.0116680525	0.0031859416	0.00040249905	0.00043317128	0.00040030992
s	0.0010642111	0.009047037	0.23761699	0.5865774	0.15815274	0.00019063665	0.0037221708	0.001600196	0.002023003	5.6182175e-06
ì	0.004923213	0.021072995	0.16000491	0.6489668	0.1277287	6.431738e-05	0.023448303	0.007836974	0.00594796	5.8461615e-06
c	0.00052019366	0.013035631	0.058328923	0.656876	0.15182142	0.005771607	0.10093659	0.0037930475	0.0017588378	0.0071577434
h	0.0028107746	0.038916025	0.3529269	0.5161215	0.07881017	0.001741215	0.006294438	0.0014193219	0.00019454086	0.00076507917
r	0.0023853544	0.02666287	0.06851893	0.36764717	0.504479	0.00017341283	0.021968829	0.004041896	0.0039328933	0.000189756
a	0.0010425138	0.0037162956	0.009325345	0.09855292	0.8469094	0.00018142264	0.031744733	0.004309433	0.0042079715	9.907724e-06
c	8.943943e-06	0.00011342204	0.0005432796	0.0047595063	0.3416344	0.6184124	0.018351877	0.010798507	0.0037181643	0.0016594655
e	0.0016787745	0.0022448082	0.0061753863	0.05041379	0.9065206	0.00044508258	0.02315219	0.0036949334	0.005668853	5.466429e-06
e	6.4890514e-06	0.00017215902	0.0013551213	0.012946984	0.7517945	0.1509949	0.06443991	0.014867242	0.003071513	0.00035128143
n	1.642862e-06	3.4358614e-05	8.140066e-05	0.00037874925	0.060299326	0.89007443	0.025102219	0.02073689	0.0027498403	0.00054106634
ì	0.015154221	0.010544952	0.020608697	0.026528949	0.41700667	0.028251773	0.32885417	0.13722521	0.015693977	0.00013139521
c	1.732989e-05	0.00026898395	0.0011997077	0.0025471007	0.009651528	0.047419645	0.80506104	0.11263905	0.003576186	0.01761942
h	0.0011572912	0.007405848	0.038960315	0.05635859	0.23009013	0.10905141	0.51567656	0.04058184	0.00042344793	0.000294542
e	0.0042202994	0.018830616	0.036771003	0.051826905	0.29668638	0.0013007108	0.51575124	0.061899915	0.012593938	0.00011895487
n	6.877434e-06	4.717399e-05	4.629312e-05	0.00015372346	0.008801991	0.031114744	0.083975166	0.7870056	0.078307174	0.010541242
a	0.0053184633	0.003820402	0.002981189	0.0072422	0.01639227	0.0008027106	0.09252183	0.63375103	0.23710878	6.109266e-05
n	3.5772375e-06	2.2067356e-05	2.412273e-05	3.8023594e-05	0.0007244677	0.040612496	0.0011090632	0.341581	0.5950073	0.020877847
a	0.0042722677	0.004322191	0.0040935967	0.0038889872	0.0055693355	0.0010762694	0.02261334	0.35083485	0.6030066	0.00032257457
t	4.137992e-06	2.164496e-05	2.0687356e-05	2.2812435e-05	0.00021247384	0.023379793	0.00016875038	0.10104516	0.8532011	0.021923501
è	0.0048304047	0.0048235087	0.004499204	0.0036118624	0.0043004155	0.0004426163	0.010058445	0.20883395	0.757574	0.0010256589
t	2.8869936e-05	0.00010830993	0.0004011314	0.0011432	0.0052641565	0.07808252	0.029578742	0.24110492	0.30573988	0.3385483
s	0.0040130373	0.01275394	0.0082295	0.00321551	0.006886051	0.0019009468	0.009294232	0.19293216	0.6606393	0.100135334
i	0.004965616	0.0050943983	0.0038378881	0.010924955	0.013923413	0.0005857667	0.10616064	0.34103194	0.5128267	0.0006486599
</S>	6.207627e-05	0.00010817109	7.6119475e-05	6.833986e-05	0.00042905973	0.00715384	3.9815783e-05	0.011400328	0.7833187	0.19734356
