 	mio	padre	ha	lavorato	sempre	</S>
o	0.94739866	0.051937994	0.00049269147	0.0001638715	6.6952757e-06	6.43502e-08
c	0.80026466	0.17591624	0.011349565	0.0038589917	0.0015203808	0.0070902896
i	0.0922678	0.8447253	0.0071329526	0.01921419	0.036649827	9.958322e-06
ù	0.08858391	0.9087209	0.001100348	0.000823743	0.00072694436	4.4065615e-05
r	0.076149434	0.9108707	0.006583284	0.0024964733	0.00046161003	0.003438562
i	0.15940288	0.71316206	0.056629192	0.04306064	0.024599949	0.0031453492
m	0.04235859	0.20578638	0.6181566	0.07175127	0.047469802	0.014477392
m	0.11057646	0.2670183	0.1533294	0.19143945	0.27754706	8.933459e-05
u	0.081058994	0.7913948	0.081336685	0.0226262	0.023575703	7.582785e-06
è	0.031460937	0.19153279	0.49245074	0.19864184	0.08239793	0.0035158626
p	0.011870448	0.019518811	0.87593037	0.07924631	0.0074053057	0.0060287816
o	0.02467265	0.02060119	0.62448126	0.2621619	0.06281567	0.00526733
l	0.00027133862	0.00037837948	0.69769716	0.22208925	0.06846267	0.011101216
e	0.012601108	0.06537683	0.06537191	0.2968148	0.55965203	0.00018333996
m	0.00021403939	0.00018332996	0.1510628	0.5953528	0.23552488	0.017662158
i	0.0109493965	0.02148405	0.046431623	0.67402166	0.24707118	4.2131833e-05
m	0.00010926924	9.9727695e-05	0.04118327	0.7850189	0.16895449	0.0046343775
m	0.0039038723	0.019644782	0.014089348	0.67567146	0.28666893	2.156951e-05
è	0.0075839343	0.0027076392	0.05981729	0.8612307	0.06864788	1.2611268e-05
n	1.0507149e-05	2.900124e-05	0.00287852	0.9139604	0.08168175	0.0014398366
a	0.0004575847	0.011653669	0.006940399	0.3504089	0.6231535	0.0073859165
p	0.00022219257	0.00026938494	0.0020562352	0.084580414	0.7967604	0.1161114
à	0.007647417	0.02330922	0.0032307573	0.06380148	0.9018073	0.00020380337
n	1.6878153e-05	1.9647105e-05	0.004595696	0.1213173	0.8439167	0.030133722
t	0.00093401247	0.0008932738	0.0011210726	0.027354376	0.9516268	0.018070502
a	0.009720686	0.033426445	0.019042581	0.08577408	0.8501147	0.0019215037
</S>	0.000117186864	0.0002491988	0.00032102954	0.0018797702	0.42235258	0.5750802
