 	è	che	stanno	ancora	svegli	</S>
è	0.9943329	0.0026710639	0.00026132376	0.00022685979	0.0024170068	9.084258e-05
n	0.7285572	0.22715509	0.025439406	0.008978019	0.00092859194	0.008941597
a	0.20069167	0.7626571	0.034020666	0.0014221009	0.0010717933	0.00013665415
s	0.3549617	0.40846974	0.2359119	0.00016708641	0.00028592284	0.0002036263
t	0.015355579	0.5726246	0.40913022	0.0013969637	0.0009884803	0.0005041014
a	0.04974067	0.4116526	0.5255036	0.006693528	0.0016426733	0.004766931
t	0.08523839	0.22256055	0.6901502	0.00080639834	0.0004258161	0.00081852765
ù	0.0074337	0.05810908	0.90333635	0.0024458875	0.009381533	0.01929352
n	0.023474038	0.054612055	0.89526194	0.014294386	0.0036738971	0.008683811
e	0.030000392	0.34804162	0.5412122	0.05111214	0.017442062	0.01219162
a	0.05999069	0.07898272	0.17567684	0.6750205	0.004926346	0.0054028756
n	0.0012754819	0.008599836	0.67218727	0.2927482	0.021109289	0.004079892
k	0.018932939	0.09787791	0.468253	0.27532926	0.022982158	0.11662481
ò	0.021038951	0.039687272	0.3637726	0.32318634	0.056739293	0.19557549
r	0.0064848014	0.014937232	0.13390113	0.53044695	0.26680607	0.047423728
a	0.0041927067	0.038805794	0.14082925	0.47969627	0.2992083	0.03726764
a	0.01904915	0.025053378	0.046714507	0.8320278	0.04430578	0.03284943
t	0.00040141965	0.0041778535	0.14827308	0.18204813	0.6404976	0.02460187
s	0.016081646	0.07047716	0.2154396	0.12472521	0.36068583	0.21259055
ù	0.0022835422	0.009803538	0.046194218	0.05393915	0.69507325	0.19270632
n	0.0014094883	0.0023413806	0.028849386	0.102935515	0.6453831	0.21908106
n	0.004372314	0.04669191	0.087957464	0.11799266	0.37424967	0.368736
i	0.0014753964	0.0036737204	0.01735574	0.096249774	0.41577363	0.46547174
t	0.00051792193	0.0012530102	0.010552521	0.10287273	0.70230794	0.18249592
i	0.0004209467	0.004826079	0.06853399	0.069195874	0.38427445	0.4727486
</S>	0.00035119627	0.0005824555	0.010119802	0.05185229	0.16942783	0.76766646
