 	sicuramente	stanno	ancora	svegli	</S>
s	0.88560796	0.016989518	0.008887944	0.08476603	0.0037485897
i	0.8907761	0.07717065	0.023700232	0.006017758	0.0023351535
k	0.99974257	0.00016009485	2.1506135e-05	5.7345864e-05	1.8537043e-05
u	0.9901556	0.006054119	0.0017907509	0.00060679973	0.0013927362
r	0.9975074	0.002411325	1.6465143e-05	5.235751e-05	1.261615e-05
a	0.9376518	0.046462603	0.002760562	0.008122593	0.005002481
m	0.91914177	0.08056216	7.972545e-05	0.00015821813	5.8041616e-05
è	0.3638099	0.6207942	0.004811863	0.0065744943	0.004009525
n	0.28454646	0.7083233	0.0015141948	0.0013268705	0.004289116
t	0.5186171	0.46991012	0.006346317	0.003961634	0.0011648571
e	0.5027949	0.23058069	0.20466693	0.04784064	0.014116855
s	0.1542795	0.8233091	0.018115733	0.00075342535	0.003542182
t	0.07241865	0.88081676	0.015360405	0.017303232	0.014101126
è	0.40590745	0.4233854	0.10788589	0.029008726	0.033812538
o	0.13171056	0.58339447	0.25205222	0.010094418	0.0227484
n	0.014627256	0.4938259	0.484273	0.0059078904	0.0013658415
e	0.08661121	0.4081583	0.45257837	0.014875505	0.03777652
a	0.0054346845	0.076548494	0.8817159	0.02524922	0.011051676
n	0.03284227	0.3226515	0.3467474	0.28728762	0.010471176
k	0.10594942	0.3620465	0.22281481	0.13615647	0.17303285
ò	0.040790588	0.21675037	0.39866555	0.21373017	0.13006334
r	0.017160805	0.12622239	0.31122914	0.42647088	0.11891686
a	0.02853285	0.1359125	0.3756311	0.38210544	0.07781812
a	0.026628587	0.058984116	0.67067915	0.097038545	0.14666966
t	0.009004629	0.08512556	0.13615227	0.72880596	0.04091159
s	0.03184142	0.1501691	0.082451336	0.46145612	0.27408206
ù	0.009060343	0.033607595	0.04563447	0.67516	0.23653758
n	0.004297344	0.027603015	0.07155108	0.73406166	0.16248691
n	0.030840725	0.08976132	0.102083184	0.3798935	0.3974212
i	0.004541357	0.023029303	0.09595396	0.41213176	0.4643436
t	0.002434829	0.01317277	0.08194353	0.6842794	0.21816951
i	0.010625658	0.058335833	0.06616846	0.38618273	0.4786873
</S>	0.0010604913	0.010566726	0.04252766	0.20196353	0.74388164
