 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.8044518	0.08997796	0.048505537	0.0053891162	0.005345194	0.010127452	0.009873123	0.004600995	0.0048900144	0.0014412336	0.004297649	0.006650057	0.0044498704
ò	0.6994275	0.18705086	0.045818347	0.011222934	0.009349234	0.019835038	0.002269352	0.0014512278	0.002081472	0.0030999247	0.0057107415	0.0044655753	0.00821783
t	0.8301069	0.16866562	0.0005863605	5.5453194e-05	3.5144545e-05	8.965132e-05	0.00012042926	1.8127595e-05	2.7715321e-05	1.8385408e-05	5.082594e-05	0.00016163099	6.386252e-05
t	0.20818354	0.51098114	0.109943435	0.037961118	0.030329963	0.032853454	0.007996005	0.013666332	0.027565436	0.007284436	0.005398434	0.006560302	0.0012764202
e	0.09872093	0.4297465	0.36048105	0.018036203	0.014530492	0.015893193	0.011218566	0.011154655	0.0123073105	0.00793826	0.008561892	0.0036458566	0.0077650645
j	0.22896008	0.7663579	0.004342899	9.666831e-05	4.2052616e-05	3.7301845e-05	4.9572544e-05	7.337692e-06	1.3711109e-05	5.8249657e-06	1.4295639e-05	6.0683302e-05	1.1704114e-05
è	0.12141636	0.8608039	0.009643612	0.0018643327	0.0016612393	0.0016526337	0.0007916888	0.00031238465	0.00091898	0.00014140781	0.00011132227	0.000119253804	0.0005629384
n	0.053007867	0.8604767	0.08537643	0.0004134889	0.00021466818	0.0003188604	0.00010372085	1.0973461e-05	2.5595533e-05	2.184554e-06	3.8175713e-06	2.7603304e-05	1.8175933e-05
o	0.18439396	0.61022013	0.15483557	0.013374106	0.0078112525	0.008863079	0.0021269282	0.006128878	0.005455583	0.002082401	0.0023447964	0.00097369787	0.0013896051
m	0.061691917	0.3904187	0.5404129	0.005843287	0.0009835212	0.00022077763	0.00023841903	3.209091e-05	6.487879e-05	8.547091e-06	2.3100574e-05	4.915454e-05	1.2724688e-05
e	0.0020626113	0.20813312	0.77253646	0.006760978	0.0029011685	0.0057989843	0.0005117639	0.0003057873	0.00056230987	0.00013369099	7.669522e-05	0.000122029705	9.44434e-05
v	0.008926789	0.059000522	0.8982217	0.028719608	0.003152835	0.0016417148	0.00020725094	3.4154804e-05	7.334399e-05	1.8761042e-06	1.0158522e-05	5.4137668e-06	4.5853853e-06
è	0.020280536	0.12925567	0.8073542	0.014025003	0.005490563	0.012798421	0.0010165425	0.002577344	0.0021189575	0.0014375743	0.0011711351	0.0015603307	0.0009137595
