 	la	casa	la	costruiscono	i	muratori	</S>
t	0.98380625	0.001990712	0.0022843669	0.003518119	0.0012764283	0.0056187334	0.0015053432
o	0.93204933	0.033042394	0.0037197676	0.012164169	0.009934788	0.0073970873	0.0016924061
s	0.9724687	0.02680089	0.0002675017	0.0002615436	5.5349854e-05	0.000121753015	2.4491808e-05
p	0.3224284	0.6508042	0.0030596098	0.006304202	0.005266788	0.006013189	0.0061235745
ì	0.42801633	0.38682333	0.088320665	0.09201195	0.0032378354	0.0009796484	0.0006101937
t	0.025246644	0.9405656	0.033066686	0.0008281619	6.33487e-05	0.0001402405	8.941696e-05
i	0.12651166	0.78122836	0.07104701	0.017579341	0.001398831	0.001096897	0.0011379679
t	0.036783386	0.14422855	0.8094488	0.0093183685	0.00016264778	3.821155e-05	1.9990579e-05
o	0.031104717	0.2239177	0.6514923	0.08995637	0.00131704	0.001113312	0.0010985951
f	0.030495575	0.043308046	0.89418757	0.03099656	0.00086093694	8.836822e-05	6.2857755e-05
a	0.008949618	0.10755163	0.4870872	0.38913938	0.002081827	0.0019185521	0.0032717378
b	0.044509593	0.05438709	0.7432873	0.15034215	0.006106792	0.0005205305	0.0008464182
b	0.0061009177	0.025697088	0.14616734	0.7965468	0.0071506696	0.008224023	0.010113212
r	0.05793993	0.23273876	0.09018436	0.23119271	0.22551534	0.109700814	0.05272815
i	0.014215358	0.05303022	0.031214649	0.6794787	0.121694684	0.0439944	0.056372
k	0.073997974	0.08118771	0.4122071	0.20035246	0.21489713	0.007842164	0.00951548
è	0.01277922	0.024534822	0.07292249	0.7909418	0.037999403	0.027085131	0.033737164
o	0.029832313	0.057006728	0.28250572	0.39881358	0.21659325	0.0108042	0.0044442927
n	0.01477867	0.018534593	0.18441805	0.13734366	0.598397	0.028957535	0.017570438
e	0.013831881	0.02994872	0.049268004	0.3543765	0.49526715	0.0448909	0.012416813
i	0.008683589	0.009477131	0.026002653	0.011964705	0.68555117	0.24316032	0.015160365
f	0.0006994103	0.0027899093	0.011166663	0.03869703	0.6587534	0.26716688	0.020726718
a	0.004449572	0.028820122	0.02056809	0.10994142	0.2193539	0.53883	0.07803691
b	0.0063090106	0.0069538876	0.035996728	0.020711279	0.22627121	0.67376643	0.029991403
b	0.0023995005	0.0058650207	0.0051257	0.050532006	0.08122209	0.78964835	0.065207355
r	0.0063568307	0.030420927	0.031152535	0.036270812	0.12898642	0.5171777	0.2496348
i	0.005442528	0.013232065	0.0071075703	0.069312885	0.05621361	0.6777607	0.1709306
k	0.005720359	0.0060556405	0.017259354	0.0067310315	0.09067803	0.7295065	0.14404915
a	0.0065318896	0.011092014	0.011656991	0.07127798	0.035579495	0.68210554	0.18175617
t	0.004827703	0.0051558735	0.017078334	0.010519592	0.100503534	0.7690825	0.092832506
ò	0.014435134	0.06232789	0.021383053	0.09430787	0.12316181	0.47772917	0.20665509
r	0.013802962	0.01500765	0.11994954	0.115011185	0.15364057	0.4996327	0.08295538
i	0.03844541	0.04257968	0.045723516	0.050297566	0.15859401	0.5200621	0.14429773
</S>	0.0057275575	0.005771392	0.010936537	0.010770697	0.21719734	0.40106377	0.34853268
