 	lo	ho	finito	di	fare	</S>
t	0.91548336	0.025368549	0.046055216	0.007855158	0.0025096196	0.0027279747
o	0.9459456	0.0036523922	0.012221538	0.019090114	0.015284422	0.0038059868
s	0.53373003	0.46365398	0.0018075521	0.00045595915	0.00029826316	5.4229633e-05
p	0.57488793	0.32078335	0.030774547	0.015565276	0.015844945	0.042143926
ì	0.07679427	0.21517937	0.60567814	0.019172886	0.060849737	0.022325728
c	0.05286188	0.3797774	0.53935677	0.020624999	0.0035746754	0.0038043333
c	0.028259825	0.35138103	0.6092688	0.00885526	0.0019269319	0.00030812892
e	0.103880346	0.108718656	0.63131416	0.09041731	0.049555413	0.01611422
t	0.06741329	0.19924955	0.23995478	0.41406605	0.054143474	0.02517289
s	0.025823455	0.039444953	0.8038678	0.117643416	0.006980861	0.00623955
a	0.051045544	0.052802544	0.13453421	0.6565452	0.06897424	0.036098175
a	0.0036257105	0.0067700604	0.021052036	0.77228016	0.15483162	0.041440442
t	0.0004556538	0.0006061546	0.0035764952	0.78651464	0.18687704	0.021969996
s	0.002215935	0.0025718182	0.043558046	0.825158	0.089083195	0.037413124
è	0.0013665431	0.0013700919	0.015411216	0.38671136	0.33830255	0.25683817
k	0.0013521019	0.0017101724	0.006600516	0.16746771	0.49683455	0.32603496
à	0.0021848313	0.0027311419	0.055104017	0.48087358	0.30344844	0.15565796
m	0.010071801	0.0120134195	0.015529168	0.07293242	0.68404335	0.20540991
i	0.0023315598	0.0025026049	0.022228451	0.1922051	0.60765934	0.17307293
</S>	0.006921417	0.007362086	0.008601701	0.031251222	0.21340796	0.7324557
