 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.97899204	0.01776292	0.0016431533	0.00024994643	0.00017558159	9.132303e-05	0.00016050819	9.657407e-05	8.556902e-05	0.00061149284	0.00013098812
n	0.30806002	0.66938263	0.01694646	0.0035059091	0.00045801635	0.00030489295	0.0003712727	0.0003263645	6.1945146e-05	0.00024013451	0.00034239015
a	0.30607837	0.64170176	0.025686834	0.009560576	0.0021979888	0.0027217562	0.0049051177	0.0030576368	0.0027346066	0.0005993623	0.00075598934
s	0.30109632	0.39642978	0.26082417	0.041193917	0.00031813586	1.164579e-05	5.0266917e-05	4.305936e-06	2.6572995e-06	5.9186783e-05	9.633876e-06
t	0.020482093	0.6661989	0.28616568	0.017932339	0.0008822579	0.0017114909	0.002709872	0.0017428121	0.0011744488	0.0001777264	0.00082236534
a	0.036532324	0.4476314	0.4536743	0.041475367	0.0011036292	0.0023107727	0.0025909345	0.0040197717	0.0051616295	0.0008556217	0.004644317
s	0.11770894	0.21447852	0.5076471	0.15984869	0.00022616399	1.6566468e-05	2.742664e-05	3.7165457e-06	2.3688572e-06	3.4143457e-05	6.3971656e-06
ù	0.010372186	0.10417097	0.6852567	0.17424737	0.011196963	0.0018696073	0.004165734	0.002729178	0.0005999538	0.0013582718	0.004033027
n	0.074339375	0.075024106	0.096097015	0.7464943	0.0070811384	0.00030443998	0.00058374315	1.11459485e-05	3.825049e-06	4.6751316e-05	1.4184214e-05
a	0.012041103	0.124549076	0.36416668	0.44787017	0.039678805	0.005023179	0.0022619583	0.0017830307	0.0012099438	0.0006968512	0.0007192847
n	0.08466241	0.089973025	0.11627244	0.6782457	0.025243463	0.0041161776	0.0013711996	4.3795717e-05	1.2858736e-05	4.4758595e-05	1.4212489e-05
k	0.0024075331	0.022147477	0.083808996	0.69112957	0.1632706	0.016129464	0.014433735	0.0033984182	0.00034159533	0.001256879	0.0016757586
ò	0.010555537	0.109269306	0.23469828	0.36325994	0.12707435	0.10838968	0.033022102	0.004359275	0.0017215454	0.0007798837	0.006870049
r	0.11587558	0.13046594	0.14868179	0.43623722	0.1124136	0.04728331	0.008151962	0.00038695347	6.53168e-05	0.00023806067	0.00020017721
a	0.0050803763	0.047358774	0.07680277	0.43641692	0.3230593	0.07106163	0.0325865	0.004841076	0.0014925634	0.00068861555	0.00061153295
a	0.046120103	0.047406882	0.04869526	0.13569327	0.08709978	0.60959786	0.021533474	0.002604715	0.00065739284	0.00025569086	0.00033555023
t	0.0023538133	0.0073103365	0.011491443	0.090265594	0.6680449	0.15625913	0.02830453	0.030407036	0.0018169406	0.0024873458	0.0012588461
s	0.0016343321	0.009926253	0.016070025	0.049232133	0.50499314	0.31885624	0.04177713	0.03099607	0.0028144491	0.006823997	0.01687625
ù	0.0020866364	0.02738449	0.045360107	0.061096236	0.4119513	0.20435572	0.11714203	0.082356095	0.004967764	0.026093088	0.017206524
n	0.011995316	0.02329611	0.042787313	0.03341569	0.14477965	0.4630309	0.09127822	0.09993353	0.001320317	0.06623812	0.021924883
n	0.0005728192	0.00832788	0.007638999	0.0307525	0.09678237	0.54146564	0.22105181	0.07552137	0.007513019	0.0075169355	0.0028566571
i	0.0032789214	0.0037353989	0.0036449693	0.033850677	0.071061045	0.5424795	0.13887742	0.1442785	0.009860395	0.036203112	0.01273008
