 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.9611984	0.008434041	0.002793172	0.003975985	0.0028727842	0.0019615917	0.0015864016	0.001919428	0.012413956	0.0028442272
a	0.9662302	0.03238033	0.00018140605	0.00031303498	0.0001674843	0.00043392496	7.105826e-05	0.00010531929	5.630297e-05	6.08428e-05
p	0.3373625	0.6601937	0.000167911	0.0002973472	0.00014136017	0.0005385569	0.0009008116	0.00013201524	0.00011474716	0.00015101019
e	0.10929124	0.8700463	0.0028257514	0.004517933	0.00038753005	0.0062118913	0.0058775665	0.0002818071	0.0004965292	6.348988e-05
s	0.41216815	0.5834424	0.0018389992	0.0013878227	7.4688476e-05	0.00069665274	0.00018676031	0.0001013268	7.681787e-05	2.6391644e-05
a	0.08908497	0.79318357	0.009441749	0.009318018	0.009096106	0.015466645	0.061778486	0.002606662	0.004727813	0.0052959574
m	0.12362258	0.7929267	0.06840038	0.009469545	0.00044725413	0.0048979386	0.00016303828	2.4985759e-05	3.585375e-05	1.183034e-05
m	0.042437248	0.6844497	0.12245963	0.030192992	0.023983104	0.078707896	0.01489533	0.00083562493	0.0014472163	0.00059135794
è	0.17911339	0.32441065	0.236616	0.092451066	0.06667856	0.031795368	0.051742636	0.010643865	0.0013281694	0.0052203583
n	0.074889034	0.63868904	0.23781657	0.009409709	0.008077628	0.0070277234	0.01912384	0.000813231	0.002772783	0.001380425
o	0.14435755	0.4175372	0.26806805	0.05116691	0.021302301	0.011432998	0.082446024	0.0013288464	0.0013280209	0.0010320838
o	0.031253103	0.11274288	0.50131583	0.15003766	0.14048901	0.04324618	0.019731307	0.00060149	0.00018641725	0.00039605147
k	0.0027376611	0.08238198	0.39524132	0.22347169	0.13860604	0.05535196	0.09861036	0.0014825246	0.0015756834	0.0005408004
l	0.009008225	0.10454036	0.04792195	0.10562757	0.5949371	0.049005896	0.075614505	0.002198109	0.0037124234	0.007433916
è	0.0065875454	0.03560171	0.032112285	0.0739345	0.39624915	0.13122997	0.30349597	0.0042592506	0.005813821	0.010715742
o	0.02754046	0.053679314	0.15767287	0.18297952	0.2938393	0.11019331	0.16400841	0.0071141873	0.0013051804	0.0016674713
n	0.00072829775	0.026225066	0.038455408	0.32933727	0.16354766	0.15900663	0.25856328	0.010444417	0.012959876	0.0007320584
e	0.007171183	0.05386733	0.046669357	0.11068489	0.41647136	0.1277408	0.21487825	0.011233861	0.0069105686	0.004372387
o	0.0066924547	0.074575774	0.098562025	0.108703986	0.2233071	0.2772338	0.09292859	0.10841906	0.006720506	0.0028566448
k	0.00057841226	0.014159719	0.0059122858	0.05964072	0.06294858	0.2720154	0.4313036	0.086910576	0.06468478	0.0018459101
l	0.028856434	0.065188035	0.04402004	0.056218024	0.15098329	0.16624783	0.3011292	0.07514043	0.06733978	0.044876896
è	0.0071656792	0.023407307	0.015575533	0.039238647	0.10162598	0.18644083	0.3521657	0.11322823	0.11607107	0.04508102
o	0.009623227	0.036504075	0.048692204	0.04129129	0.044077832	0.11500395	0.19424725	0.4811625	0.023247685	0.006149952
n	0.0014664594	0.014447188	0.011981444	0.033886347	0.022199178	0.12956618	0.19643638	0.4831316	0.10558776	0.0012975103
e	0.0064167813	0.0532735	0.045208663	0.061735146	0.084493324	0.11023404	0.12250786	0.40013525	0.1048918	0.011103737
ò	0.0032221244	0.021508457	0.03569908	0.020545887	0.03788765	0.042777907	0.05070659	0.68371093	0.08207792	0.021863474
l	0.0021617222	0.025189133	0.004745285	0.011614616	0.004226229	0.01601488	0.012878915	0.301722	0.61020803	0.011239234
i	0.0068760663	0.033983193	0.03346984	0.040918596	0.0439461	0.054632623	0.057700902	0.44072366	0.19007857	0.097670436
i	0.003215135	0.008906775	0.018040238	0.0085678985	0.016919808	0.01436534	0.038687475	0.5834283	0.20705587	0.100813165
f	0.0007379504	0.007974688	0.009117795	0.007986984	0.00953214	0.010420211	0.016116347	0.21212694	0.6635989	0.06238798
a	0.0008381354	0.0075194812	0.0042147334	0.008184503	0.013166779	0.022646816	0.035066977	0.11020354	0.7350019	0.063157134
m	0.004027582	0.011809757	0.023595238	0.011045953	0.020257493	0.016710464	0.04771503	0.23622738	0.4355789	0.19303218
i	0.0025003569	0.009703488	0.0072373273	0.009585743	0.010819424	0.014153606	0.028764905	0.07883775	0.71906453	0.11933287
l	0.0037072962	0.03656354	0.04357506	0.034015115	0.04245953	0.040599074	0.029776432	0.045970395	0.46785602	0.2554775
i	0.0030113813	0.006067823	0.004053431	0.005474283	0.008214135	0.01280881	0.03865265	0.038349368	0.7574382	0.12592995
à	0.005789525	0.0134379575	0.026071105	0.012550733	0.020451706	0.017944546	0.0663108	0.16808562	0.47964752	0.18971054
r	0.013077777	0.08977379	0.0736101	0.08443149	0.04431959	0.08830203	0.08944193	0.10467405	0.36075765	0.051611617
i	0.016112844	0.019184614	0.018731367	0.020091683	0.018950345	0.021716205	0.034565993	0.10349603	0.54149497	0.20565599
</S>	0.0032628337	0.005624377	0.010254715	0.0053883707	0.0088293245	0.0070511396	0.034747653	0.124950886	0.23925632	0.5606344
