 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.9204291	0.06990354	0.0030038462	0.0023064697	0.0011089653	0.0013392706	0.0019087854
g	0.98953027	0.008642911	0.00022398427	0.0014181085	2.7191663e-05	9.853067e-05	5.898721e-05
e	0.34761995	0.5463006	0.0045358613	0.09230925	0.005580644	0.0026641733	0.000989507
n	0.51846886	0.4003824	0.0137639465	0.06032631	0.004355156	0.0014883315	0.0012150015
i	0.4392784	0.24828318	0.04624878	0.15203623	0.03938851	0.012908776	0.06185618
t	0.35350657	0.5759399	0.06376987	0.006387911	0.00015003033	0.00017248749	7.333375e-05
ò	0.4485302	0.31588224	0.05841156	0.063189484	0.031935908	0.005775183	0.07627539
r	0.36064172	0.55528706	0.049926803	0.03339613	0.0003099126	0.00022778416	0.00021058264
u	0.18869685	0.35067207	0.27660367	0.1398578	0.03686217	0.0018768037	0.0054307114
e	0.109247126	0.2282001	0.61482924	0.040404335	0.0011065765	0.0047203097	0.0014922671
n	0.22847386	0.19601357	0.082077146	0.26690075	0.13152361	0.04590143	0.049109656
è	0.090360194	0.07151226	0.06739038	0.21469267	0.23199931	0.10785662	0.21618858
n	0.17410819	0.33737165	0.090232395	0.2082812	0.14162274	0.032003775	0.016380092
u	0.04923971	0.047113467	0.11547193	0.25328696	0.49573138	0.027606899	0.011549671
s	0.036651406	0.063086554	0.21956864	0.13660482	0.39507046	0.13411766	0.014900481
s	0.005039082	0.004895434	0.009079201	0.12690017	0.76995605	0.06298023	0.021149881
c	0.01096083	0.013419044	0.013666874	0.038279895	0.81211823	0.07944606	0.032109085
e	0.018813828	0.04545197	0.0485494	0.058277972	0.41086772	0.2826033	0.13543575
r	0.026345665	0.033080228	0.019216135	0.046443418	0.5507655	0.27279353	0.05135549
r	0.017582165	0.016004823	0.028926069	0.020478683	0.7294923	0.12586242	0.061653536
è	0.0069957767	0.0068596415	0.0052637253	0.012796345	0.64261085	0.2044708	0.121002875
t	0.02057777	0.07063846	0.108457066	0.029238118	0.5692051	0.19400272	0.0078807855
s	0.010902226	0.010953985	0.011642	0.041083686	0.68823045	0.17405175	0.06313593
u	0.0060856254	0.02088315	0.03222258	0.021934163	0.2593423	0.31315345	0.34637865
m	0.004819325	0.0064615346	0.042962965	0.006651344	0.052053146	0.7263326	0.16071904
e	0.0023893032	0.002516545	0.0025320314	0.010654462	0.16863005	0.7219645	0.091313064
m	0.0034694548	0.011731733	0.030913575	0.010324609	0.043352082	0.73219675	0.16801174
à	0.002998167	0.0030375335	0.0029957318	0.009994385	0.08892302	0.72540355	0.16664763
i	0.0206905	0.075315155	0.13706397	0.069631174	0.13587318	0.41175416	0.14967185
</S>	0.025674013	0.039248828	0.042056896	0.038256567	0.08481855	0.47173443	0.2982107
