 	le	canzone	si	scrivono	alla	notte	</S>
a	0.9898184	0.0015784597	0.0010139012	0.00029676218	0.00073751196	0.005866088	0.0006890136
t	0.90295136	0.096696705	0.0001476503	2.4731666e-05	9.307979e-05	4.049007e-05	4.5872206e-05
r	0.18594174	0.8078291	0.00094084744	0.0005169716	0.00048674393	0.0007620955	0.0035226138
a	0.35444063	0.6373127	0.0011784636	0.0004817862	0.0014435196	0.001896748	0.003246182
ù	0.33539012	0.65335995	0.011035705	6.804372e-05	3.6579248e-05	8.492861e-05	2.4663483e-05
d	0.018796152	0.9793193	0.0016141725	0.00015247717	2.1090918e-05	7.7333625e-06	8.907173e-05
i	0.14152618	0.8104921	0.0204777	0.024427451	0.0018051215	0.00074194634	0.0005294788
a	0.07278671	0.19798692	0.6847492	0.04375398	0.00057454605	5.0359573e-05	9.8297685e-05
g	0.04833271	0.22445826	0.55713713	0.16359629	0.006097325	8.8506655e-05	0.00028969572
r	0.052142814	0.3527814	0.27272648	0.22368275	0.09299235	0.003093333	0.0025809335
à	0.07251691	0.31238258	0.035735857	0.51129013	0.04964268	0.00603461	0.012397225
f	0.039384995	0.11810565	0.36977005	0.43617186	0.033123888	0.0016939199	0.0017496868
u	0.021338081	0.045093864	0.09178003	0.80175227	0.038100764	0.0012811046	0.0006539724
t	0.051823057	0.05401056	0.08424482	0.2735683	0.52514553	0.003847508	0.0073601943
t	0.0059300945	0.026443215	0.019315116	0.3851414	0.54846483	0.008381693	0.0063236337
e	0.00920812	0.032789383	0.06982608	0.16184174	0.6992117	0.01680535	0.010317573
t	0.036190946	0.039085086	0.026345197	0.08088264	0.73143864	0.030912714	0.05514467
s	0.0021958125	0.01585102	0.0021888763	0.019103782	0.90693015	0.036478028	0.01725227
e	0.0084886355	0.043330215	0.018597601	0.055640224	0.79481906	0.04182713	0.037297104
n	0.015541018	0.019848788	0.0058522723	0.021260487	0.39828444	0.19804418	0.34116882
ì	0.002681141	0.017697312	0.0019767883	0.009153944	0.5223556	0.39680007	0.049335122
t	0.006028899	0.008327334	0.0061331126	0.02128542	0.19245121	0.68215305	0.083620995
t	0.009689577	0.029335763	0.019611929	0.09571946	0.29179442	0.33499372	0.21885511
a	0.0044459472	0.009437813	0.03386576	0.05640233	0.3390285	0.2218877	0.33493197
</S>	0.005800507	0.0073180255	0.0021501693	0.0066484534	0.049689636	0.45346725	0.47492588
