 	non	so	cosa	stai	scrivendo	</S>
e	0.9918698	0.0010019636	0.000558212	0.0030435342	0.0009475663	0.0025789181
n	0.46074623	0.5031677	0.012279922	0.018459877	0.0013569288	0.003989366
e	0.09353745	0.78471494	0.026954865	0.08662845	0.00056713325	0.0075971237
t	0.13125229	0.82012707	0.005747826	0.04184269	0.00051150116	0.00051865313
s	0.157368	0.5029215	0.08804368	0.22236243	0.0011854462	0.028118946
è	0.18134925	0.39992562	0.057663802	0.3182572	0.0059438306	0.036860384
r	0.048137486	0.7827126	0.11506886	0.05297077	0.00022088108	0.0008894511
o	0.04512338	0.54210645	0.31445718	0.096742675	0.0010672729	0.0005030154
e	0.06572452	0.1407196	0.7659855	0.022779707	0.0013564337	0.003434156
s	0.011962202	0.07775796	0.21210307	0.6942319	0.0010530081	0.0028918094
ù	0.01401924	0.045194276	0.14469661	0.7542652	0.004552179	0.037272472
t	0.02310502	0.038415074	0.0930924	0.830877	0.008507972	0.00600255
i	0.01788637	0.019869013	0.15071765	0.79694283	0.012062454	0.002521756
s	0.03615421	0.032258686	0.057501927	0.57110745	0.1862404	0.11673732
t	0.015654277	0.013814698	0.03480076	0.86204225	0.055855617	0.01783245
e	0.04730698	0.01670265	0.051231444	0.74385816	0.10889402	0.03200684
g	0.011026638	0.012515651	0.014963579	0.0548088	0.75497115	0.15171415
r	0.006444438	0.0055874735	0.014264062	0.45014814	0.41803035	0.1055255
à	0.0030077833	0.009628168	0.009098536	0.356165	0.5148178	0.107282765
f	0.026237579	0.025549402	0.037570346	0.06363	0.65479195	0.19222079
i	0.023467312	0.025679933	0.03847064	0.19271743	0.5707147	0.14894992
</S>	0.0062135453	0.0072712945	0.007718798	0.009410961	0.26870492	0.70068043
