 	mia	figlia	vuole	andare	</S>
i	0.9934007	0.0011026363	0.002861867	0.0015677602	0.0010670151
k	0.62050897	0.37899885	0.00010533822	0.0001898748	0.00019696107
i	0.2222738	0.7667506	0.0068925237	0.0003741399	0.0037089782
a	0.65179425	0.34478405	0.00253406	0.0006828836	0.00020472457
t	0.054044917	0.94137746	0.0041540847	3.5884153e-05	0.00038766084
è	0.26733875	0.49469137	0.06485214	0.0114308745	0.16168688
r	0.26051	0.71476597	0.018405234	0.0008874087	0.005431348
a	0.19382957	0.4932941	0.2990168	0.003810302	0.010049182
m	0.4406183	0.44507572	0.09217126	0.01332488	0.008809957
u	0.023294333	0.6763727	0.2720976	0.016898202	0.011337286
i	0.045145523	0.52030724	0.40430745	0.022661876	0.007577912
t	0.012509984	0.34719157	0.6157261	0.019964037	0.00460821
è	0.02640266	0.4467897	0.28049743	0.12457608	0.12173411
l	0.01886646	0.18340218	0.72684115	0.06687935	0.0040108673
i	0.025764663	0.10272143	0.74877423	0.07487526	0.047864463
n	0.022453278	0.04016713	0.169777	0.6800508	0.0875518
a	0.006716698	0.13678126	0.3044569	0.52202505	0.03002014
p	0.007898345	0.015969137	0.035941046	0.8837628	0.056428693
à	0.0038317246	0.06198357	0.05256112	0.7878717	0.093751945
i	0.019620694	0.076221794	0.1615097	0.67027366	0.072374195
</S>	0.0038467653	0.072403945	0.079872236	0.5243574	0.31951973
