 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.97975886	0.0016393466	0.0015348347	0.0006097066	0.0007480119	0.0026077984	0.010701282	0.002400209
è	0.8772921	0.019567009	0.050389685	0.0062469807	0.012965604	0.014495958	0.01515347	0.0038892804
l	0.863144	0.077080704	0.05774581	0.00027554354	0.00042739522	0.00051065	0.0006589221	0.00015693906
o	0.09716223	0.26107952	0.6325872	0.0037675558	0.0028232776	0.0010860789	0.0009907788	0.0005033334
k	0.50140345	0.475672	0.02188457	0.00033997308	0.000103231476	0.00032523458	0.000248916	2.2624066e-05
a	0.054057267	0.39729828	0.5209382	0.011366456	0.009795345	0.0037143189	0.002428397	0.00040173487
i	0.33060434	0.6374253	0.02560411	0.0029249196	0.00094022247	0.0019439704	0.0005248492	3.2284257e-05
M	0.007803991	0.21162906	0.7684662	0.0060897064	0.0042914646	0.0012972739	0.00025940925	0.0001629731
a	0.25088745	0.20432837	0.4982138	0.02497838	0.01284696	0.0008054462	0.00056622515	0.007373385
r	0.10845276	0.6367233	0.19268194	0.054625977	0.0068683494	0.00043686142	0.00016674712	4.4125856e-05
ì	0.10399955	0.39950374	0.14457513	0.12062897	0.043089326	0.10676784	0.07325102	0.008184428
a	0.15405269	0.37200606	0.3093408	0.12822782	0.03498652	0.0010325571	0.0002816724	7.191114e-05
è	0.07790521	0.23960929	0.19452533	0.379985	0.099901766	0.005804994	0.0017705185	0.00049784605
n	0.04419994	0.13250911	0.44563186	0.051971693	0.22450283	0.08583492	0.013355988	0.0019935952
a	0.00473924	0.06712154	0.13490573	0.31771246	0.4443555	0.029380014	0.0012949387	0.00049061986
r	0.09174565	0.1187565	0.16695376	0.07497545	0.47784898	0.05955918	0.003952693	0.0062077786
t	0.0023913032	0.01223352	0.060567796	0.061465774	0.54430175	0.30046934	0.014144632	0.0044258866
i	0.0046996046	0.02687336	0.054195765	0.059799552	0.24712588	0.5734077	0.029889645	0.0040085223
à	0.12828924	0.13376547	0.11043743	0.13263369	0.2422882	0.20677845	0.025294608	0.02051292
v	0.004019575	0.013508211	0.034743067	0.0053487513	0.021655025	0.6756612	0.24225639	0.0028078088
v	0.0016930436	0.01759548	0.054348405	0.043944765	0.17689952	0.5930673	0.108953536	0.0034979526
r	0.0019611623	0.0131936725	0.027555032	0.031892512	0.09153243	0.47595888	0.32716438	0.030741904
i	0.0024701578	0.022277173	0.032020275	0.033236302	0.07252002	0.360277	0.43918774	0.03801135
</S>	0.044173133	0.045525536	0.047917258	0.046799935	0.062226936	0.094149224	0.2971305	0.36207747
