 	che	non	li	aspetiamo	</S>
n	0.9331108	0.059480403	0.006396391	0.00030787176	0.00070453767
a	0.91902316	0.00079162925	0.070886336	0.0018236875	0.007475183
m	0.6726589	0.29760718	0.028372476	0.00034915327	0.0010123043
i	0.4742862	0.19355245	0.26848468	0.003437758	0.06023891
t	0.12659447	0.021621633	0.82537776	0.014089933	0.012316226
u	0.22114311	0.11898979	0.13899678	0.010853771	0.5100165
s	0.19006385	0.13619778	0.580191	0.05706802	0.036479354
m	0.19642624	0.15217127	0.17623353	0.025369465	0.44979948
ì	0.035031278	0.01733182	0.8680371	0.046042588	0.033557206
n	0.005806808	0.004699968	0.8916493	0.060166918	0.03767707
o	0.087417945	0.13174137	0.52781945	0.094407886	0.15861331
m	0.020607285	0.0937345	0.14590593	0.639641	0.100111246
e	0.009842717	0.007627443	0.63053405	0.08822235	0.2637734
</S>	0.018154923	0.043117374	0.03679242	0.14080332	0.761132
