 	che	vende	buon	pane	</S>
k	0.875179	0.058697607	0.0027287065	0.049171384	0.014223253
a	0.9757957	0.004510669	0.00039402852	0.010732129	0.008567443
i	0.91937196	0.07847284	0.00015039332	0.0017879016	0.00021699886
p	0.14718688	0.84780693	7.968419e-05	0.0011658585	0.0037605797
u	0.14835168	0.8277802	0.0011542913	0.0018147355	0.020899154
l	0.4173823	0.54971796	0.018931989	0.010481928	0.0034858077
ì	0.116879925	0.842439	0.001413088	0.011964271	0.027303673
t	0.30961567	0.44542226	0.20341048	0.024226312	0.01732524
s	0.18782768	0.7518958	0.030271968	0.025315702	0.0046889135
o	0.08229959	0.40789294	0.14530383	0.27406332	0.090440355
m	0.1206721	0.08403055	0.14156313	0.33785722	0.31587693
ì	0.016069015	0.085295804	0.006126768	0.8267447	0.065763704
k	0.011806664	0.03664936	0.028836997	0.8100267	0.11268028
a	0.071528636	0.2507715	0.019450404	0.47959656	0.17865284
l	0.012155306	0.008428123	0.031197965	0.4691397	0.47907895
ò	0.001683463	0.009194872	0.0037339143	0.9017918	0.08359598
</S>	0.021915274	0.041559238	0.06929698	0.35391322	0.51331526
