 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.9925627	0.0026936326	0.00043372478	0.00030939217	0.0002604372	0.00044192633	0.0008349145	0.000321073	0.001799548	0.00034267697
a	0.99785113	0.0014848495	0.00015842903	2.3816663e-05	6.194433e-05	0.00016933854	6.570706e-05	3.5874054e-05	0.00011397718	3.4895398e-05
d	0.94833994	0.048241265	0.0015347868	8.864242e-05	0.0002794344	0.0007894809	0.000268893	0.00010183481	0.00026841977	8.720658e-05
e	0.57668436	0.3771471	0.03449329	0.0005947474	0.00090406556	0.004080364	0.0025148692	0.0007071869	0.0027144738	0.00015943428
r	0.6356254	0.20834707	0.15498976	0.00034120702	0.00011961803	0.00020748441	0.00016699833	6.121004e-05	0.000120024495	2.1202255e-05
f	0.13025515	0.77408767	0.043925162	0.0036556718	0.002787461	0.007226911	0.0069760103	0.0049600536	0.012712531	0.013413299
ì	0.40284935	0.08877447	0.46776107	0.02353777	0.0050892276	0.0018227143	0.0011825035	0.0014555443	0.0036695155	0.0038578457
m	0.16518126	0.4086964	0.41361117	0.009443534	0.002405749	0.00024066311	3.4209806e-05	3.2888707e-05	0.00017701235	0.00017713301
m	0.053850107	0.3541972	0.48527583	0.096508354	0.0064250785	0.0019388654	0.00023375863	0.00026224618	0.0012539045	5.4611723e-05
u	0.020510413	0.16847785	0.74372333	0.05566595	0.008061739	0.0021081949	0.0003081075	0.00014384052	0.000839933	0.0001606715
f	0.023196315	0.09182458	0.71080166	0.1596636	0.013810771	0.0005894073	5.057421e-05	2.0945532e-05	2.7243506e-05	1.4932738e-05
è	0.03743123	0.027765768	0.29992938	0.5719571	0.031607836	0.017509658	0.0034212694	0.0022255448	0.0050144033	0.0031378015
t	0.029047888	0.06065597	0.16798313	0.5743707	0.15133798	0.015707774	0.00012354631	0.00015345601	0.00021490877	0.00040468137
i	0.016147804	0.08942707	0.30414274	0.42360818	0.11331132	0.037735708	0.007487507	0.0028766685	0.0042029135	0.001059948
p	0.02894831	0.049456246	0.05420012	0.25208333	0.557275	0.055071123	0.0019642604	0.00031074177	0.00034206072	0.00034884518
ò	0.0013756437	0.0070462245	0.024883032	0.26078084	0.32431337	0.35064816	0.014580793	0.0015692958	0.013010168	0.0017923708
r	0.013340635	0.045905538	0.046127178	0.12551215	0.5415985	0.22378647	0.0025362177	0.00027768424	0.0004826351	0.00043299972
k	0.0066444827	0.015670227	0.034691654	0.3454954	0.43734765	0.13633673	0.016510045	0.0019680231	0.004321912	0.0010138396
e	0.0055288323	0.046522763	0.06442706	0.2774063	0.38221887	0.1117857	0.047320034	0.03445576	0.019625261	0.010709412
t	0.013823886	0.015184053	0.019334069	0.10066066	0.4021871	0.34931934	0.08727919	0.00466024	0.002615129	0.0049364055
e	0.0018212454	0.018193355	0.022474522	0.109947324	0.3989508	0.39644516	0.028270217	0.0041764807	0.012097216	0.007623736
e	0.021252936	0.025854075	0.024740495	0.041855253	0.17455238	0.3676029	0.28119993	0.047268257	0.0045521804	0.0111215925
n	0.0004766423	0.0011299846	0.0012914636	0.005432473	0.082946226	0.5351215	0.32320383	0.03832824	0.01041285	0.0016568241
a	0.0009992665	0.0019705906	0.003169744	0.017016517	0.10909941	0.51715446	0.28622258	0.02329489	0.030524708	0.010547842
s	0.007544457	0.017919954	0.0129901245	0.01526068	0.07420518	0.19084917	0.3819058	0.28139585	0.0068281945	0.011100551
t	0.00043167683	0.0012961901	0.0017045687	0.008172736	0.045946557	0.3684649	0.48666412	0.036280453	0.03207124	0.018967502
u	0.002102169	0.0075596934	0.013080896	0.021357669	0.047412165	0.23165597	0.42004067	0.09951783	0.097422704	0.05985023
d	0.0044487393	0.0033299078	0.004549563	0.006530128	0.020292414	0.07796672	0.478735	0.36221248	0.005862821	0.036072336
i	0.00029104546	0.0023967258	0.002481283	0.005167593	0.020347897	0.15083511	0.6399631	0.12698217	0.032128323	0.01940681
è	0.0029425595	0.011994191	0.012415261	0.01543641	0.060571253	0.05104601	0.15456226	0.54065543	0.05609383	0.094282776
t	0.0034490265	0.013749614	0.011961697	0.009875485	0.018227918	0.08983027	0.612127	0.20122486	0.036190465	0.0033636545
s	0.001995175	0.009892115	0.013409497	0.01895902	0.03985612	0.16516903	0.31620124	0.27939832	0.07641753	0.07870193
i	0.0034461832	0.037312753	0.026268229	0.024259713	0.04650661	0.07092423	0.10269345	0.18097587	0.14586243	0.3617505
j	0.0029223335	0.0025014835	0.003069199	0.0036789963	0.00735358	0.020591665	0.30254683	0.50620925	0.012595819	0.13853084
a	0.0001986327	0.001180855	0.0017882673	0.0028494762	0.0070015	0.047655717	0.26685455	0.5254404	0.078314245	0.068716325
m	0.004910865	0.005628141	0.005425577	0.0055869105	0.009578434	0.020206448	0.10677552	0.56160164	0.0227888	0.25749767
è	0.00010010029	0.0007525647	0.0009409571	0.0013009553	0.0028432987	0.024198553	0.16528915	0.59664124	0.14895922	0.05897398
d	0.0049627516	0.0153075475	0.009722069	0.009307476	0.03020058	0.05816036	0.12346478	0.6149831	0.057647984	0.076243274
i	0.00028875074	0.0011458469	0.0020688588	0.0032796098	0.0066368347	0.030508688	0.07272416	0.4384012	0.3446121	0.100333914
k	0.002450642	0.005885628	0.0038169036	0.0036586192	0.010212609	0.02069151	0.058322974	0.382271	0.06695603	0.44573405
o	0.00031791127	0.0008645838	0.0010623874	0.0014925268	0.0033825976	0.033947527	0.072306246	0.2748756	0.4258357	0.18591493
</S>	0.003275447	0.0050618295	0.004192458	0.0042378763	0.00964815	0.021192271	0.053185254	0.23919286	0.06509899	0.59491485
