 	le	melanzane	vogliono	girate	</S>
i	0.9823794	0.007925094	0.003954775	0.0040828497	0.0016578836
m	0.9988224	0.00066538353	0.00017277006	0.00024819857	9.136621e-05
a	0.93183285	0.050393153	0.016155714	0.00089961814	0.00071854267
r	0.9318992	0.066163585	0.0012291699	0.00063149177	7.6508906e-05
a	0.39700538	0.39996594	0.08380077	0.015098832	0.10412903
n	0.5401361	0.44983518	0.009317218	0.0005828809	0.0001286288
g	0.2194663	0.56042725	0.07339971	0.0148611525	0.13184558
i	0.68528706	0.072228946	0.10584659	0.12006509	0.016572263
à	0.24091169	0.03866672	0.68693	0.020224331	0.01326726
n	0.26599005	0.3875658	0.31907555	0.01496786	0.01240073
e	0.3401441	0.21125911	0.4327466	0.0063789473	0.009471216
i	0.14857939	0.34117675	0.46212676	0.039627958	0.008489219
t	0.0020156978	0.0037173626	0.97272295	0.016449269	0.0050947014
è	0.024192598	0.049693152	0.57546407	0.24003117	0.110619046
l	0.032887537	0.012909333	0.741374	0.20429029	0.008538808
u	0.02598109	0.054343756	0.7836234	0.08427031	0.051781476
n	0.034120783	0.12696612	0.11271976	0.6249282	0.10126515
e	0.00881255	0.007230296	0.3065579	0.61622316	0.06117614
v	0.0046221344	0.028149903	0.011450846	0.88161916	0.07415794
o	0.0054024374	0.0060605286	0.061081354	0.810011	0.11744466
t	0.00622415	0.04634565	0.018567117	0.7459089	0.18295412
i	0.006647978	0.0060027177	0.07504974	0.8205592	0.09174039
m	0.0065110866	0.05379981	0.01703136	0.7775061	0.14515162
m	0.0052546314	0.004652629	0.050472442	0.4669839	0.4726364
è	0.009656771	0.036634564	0.084790304	0.3389171	0.5300012
n	0.01932199	0.06074424	0.17730647	0.6317022	0.110925086
e	0.06349427	0.060059145	0.28390366	0.35425043	0.23829255
</S>	0.00841001	0.031371284	0.010888765	0.29081458	0.65851533
