 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.968731	0.016470578	0.0027905477	0.008413331	0.0012685565	0.00016719247	0.00035650044	0.0007017788	0.0011005419
a	0.9417893	0.02915243	0.009175819	0.0020992837	0.0009667623	0.002286892	0.0074962215	0.003399361	0.0036340023
p	0.65352005	0.34402633	0.0020831306	0.00015922444	0.00013952306	8.1718945e-06	1.887323e-05	2.3195083e-05	2.1472822e-05
e	0.41530764	0.54691833	0.035019316	0.0003854482	0.0014441839	6.3190804e-05	0.00019795199	0.00052139803	0.00014250171
d	0.31096074	0.6387855	0.04938396	0.00044170913	0.00037369234	8.345514e-06	1.7098475e-05	2.1554102e-05	7.3814504e-06
ì	0.22969563	0.60740525	0.15406704	0.0026201159	0.005603986	8.1304606e-05	0.00012015091	0.0002442809	0.00016223088
a	0.06893574	0.5961718	0.32058945	0.009857391	0.004116314	7.9517275e-05	6.6486515e-05	9.377917e-05	8.957487e-05
m	0.06940893	0.50980955	0.3961103	0.021589514	0.0026345807	0.00013380486	0.00018251766	9.159041e-05	3.927453e-05
i	0.17404602	0.3187444	0.36498445	0.10609375	0.02701705	0.0029888987	0.0017476466	0.0010569755	0.0033207405
n	0.19308971	0.35349655	0.16008836	0.10695227	0.18094084	0.0045932406	0.0004978278	0.0002311573	0.000109952285
c	0.11293362	0.1863265	0.23539075	0.03382792	0.022638366	0.1251252	0.037454404	0.045871582	0.20043169
i	0.26458305	0.20353615	0.04902202	0.048775576	0.08838408	0.24295089	0.05747461	0.029096372	0.01617727
à	0.12156627	0.37028047	0.31057498	0.07055708	0.09920099	0.008013495	0.006623364	0.006786499	0.0063967896
e	0.036356237	0.29467326	0.4412137	0.12782714	0.053811092	0.041918892	0.0011240653	0.0010533911	0.0020221928
n	0.054600827	0.116401464	0.15448573	0.16822985	0.14519003	0.32719105	0.022454508	0.0050069084	0.006439688
i	0.021458743	0.026072714	0.0266592	0.022087246	0.03418748	0.8539798	0.008348982	0.002255327	0.0049505956
n	0.026437508	0.04634235	0.21694578	0.24014315	0.09158617	0.31200203	0.04901611	0.010724691	0.0068022427
d	0.0153601775	0.01962161	0.043862022	0.0144876195	0.059496988	0.75165045	0.02369091	0.02377115	0.048059072
ì	0.05406046	0.17527185	0.11880669	0.040155966	0.046125103	0.11085295	0.2719805	0.14037833	0.042368162
n	0.04061271	0.18830243	0.35917008	0.05092226	0.11480623	0.21223795	0.021786131	0.008478048	0.00368406
n	0.013819388	0.011989702	0.021735871	0.00963673	0.065647475	0.78403205	0.08270738	0.0061095627	0.0043218057
u	0.0019502777	0.0033897664	0.01725418	0.022164915	0.01929183	0.24000236	0.54469156	0.09669866	0.05455643
t	0.0024274336	0.003797681	0.014393465	0.018248884	0.0032303492	0.1030365	0.6921311	0.14653336	0.016201278
t	0.0033280936	0.0074620335	0.011857009	0.0024574073	0.0021260548	0.19731283	0.5769197	0.17023322	0.028303644
e	0.008390591	0.016908469	0.021160651	0.016546147	0.010957214	0.07462086	0.66686475	0.13699579	0.04755547
m	0.0026584098	0.003604874	0.011364466	0.018710667	0.0015793642	0.024038391	0.24864976	0.6180608	0.071333215
a	0.0013975039	0.0031057019	0.0044196653	0.0012991227	0.0010603606	0.01349004	0.29090098	0.6345122	0.04981443
n	0.0016680442	0.0029365686	0.016262919	0.017588336	0.0034688408	0.01774194	0.1850628	0.65511525	0.10015523
i	0.00594318	0.012601019	0.015888205	0.0043151807	0.0018207136	0.027040094	0.23725009	0.62558454	0.06955694
c	0.0018249193	0.0025620307	0.013612179	0.019772252	0.0034874862	0.014791468	0.082276724	0.73155534	0.1301177
h	0.0020717422	0.002905624	0.003794087	0.0019368249	0.0016178009	0.008490768	0.041990384	0.5921077	0.34508497
ò	0.0018668975	0.0045643607	0.0064936555	0.001785728	0.0011630658	0.0034320687	0.06652717	0.82216024	0.09200681
t	0.0029067115	0.006275881	0.026369788	0.02944603	0.013263132	0.02569806	0.0545662	0.73415184	0.10732249
t	0.018540546	0.019086188	0.019433843	0.018775837	0.018644044	0.036104526	0.106913164	0.42183515	0.3406667
o	0.011896518	0.029593162	0.04738144	0.045786552	0.042829037	0.03885825	0.08023771	0.45520645	0.24821094
</S>	0.0051733064	0.0070461477	0.037724026	0.059084382	0.014152562	0.041718796	0.050186366	0.34554076	0.4393737
