 	mi	si	gonfiò	il	dito	</S>
m	0.9654367	0.013370892	0.004703767	0.0036102422	0.008733375	0.0041449796
u	0.741384	0.021259606	0.20936224	0.0034854969	0.0059022265	0.018606419
p	0.20717183	0.21614116	0.5716112	0.003887636	0.0007530955	0.00043503306
r	0.06311926	0.30804986	0.6213783	0.0024745588	0.003946072	0.0010319215
ì	0.012187503	0.06280799	0.90359205	0.012665478	0.0052836905	0.0034631714
s	0.080897644	0.047715552	0.7915805	0.07831951	0.0005171415	0.0009696426
t	0.026696153	0.18313499	0.7605378	0.024772035	0.004235847	0.00062323833
i	0.10317041	0.11678659	0.21960326	0.4595554	0.087919116	0.012965194
t	0.011100777	0.08042436	0.20581205	0.6914096	0.0042056004	0.007047584
o	0.003285126	0.0045884596	0.04928922	0.8995102	0.041262157	0.0020648306
d	0.0050800224	0.019008344	0.035467517	0.86125726	0.046396356	0.032790534
à	0.001997117	0.0023643665	0.014411287	0.42102686	0.53260034	0.02760008
t	0.010238881	0.038662247	0.052088097	0.22932291	0.6425414	0.027146447
t	0.011045871	0.01131465	0.017011527	0.16696087	0.77389693	0.019770076
i	0.01352226	0.0065263533	0.0067973547	0.13769521	0.7663908	0.06906798
l	0.0011413614	0.0019030538	0.013236489	0.07721233	0.54349446	0.36301228
o	0.0007516474	0.00077434845	0.007436362	0.036353387	0.90736663	0.0473177
</S>	0.0048454823	0.008263493	0.020558361	0.08962921	0.16508822	0.7116152
