 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.6604725	0.13207902	0.07436847	0.015813112	0.00552205	0.096264966	0.015479932
ò	0.9844002	0.0028393937	0.00050240016	0.0033029423	0.0014620692	0.0067212353	0.0007718161
p	0.7533749	0.24262574	0.0037117456	3.2807995e-05	4.9612914e-05	0.0001737343	3.1630378e-05
u	0.8982631	0.06068841	0.008164081	0.02082741	0.005142894	0.0064374185	0.0004766678
o	0.11787517	0.7977322	0.08361726	0.00033524272	0.00028360437	0.00012537275	3.1326246e-05
G	0.0242195	0.60379255	0.31857222	0.048214998	0.0027524992	0.0022586791	0.00018962851
i	0.1914192	0.011338575	0.016061015	0.21169026	0.020038478	0.5303746	0.019077854
o	0.17250697	0.479071	0.3149169	0.030366873	0.0013986826	0.0013021308	0.00043746384
v	0.041305322	0.01621322	0.038050003	0.63874924	0.094677106	0.098092325	0.07291279
à	0.18294698	0.010567105	0.020348718	0.04022111	0.03616041	0.5564093	0.15334636
n	0.11110432	0.09652153	0.62674135	0.14964516	0.0076824054	0.006814674	0.0014905441
n	0.12657715	0.019308142	0.112104245	0.47065234	0.07584892	0.17349228	0.022016907
i	0.016971989	0.05432968	0.23125201	0.24995475	0.2091604	0.21188684	0.026444294
j	0.023678117	0.012829104	0.099185534	0.5541296	0.17145191	0.11562879	0.02309704
ù	0.002793773	0.0045950026	0.015927946	0.75017583	0.09397041	0.11949008	0.013046929
r	0.008183419	0.011390623	0.037141167	0.32871592	0.46934417	0.13877979	0.0064449394
i	0.0065128678	0.011895384	0.013187781	0.2758371	0.43893597	0.24007596	0.01355494
s	0.018485703	0.010358998	0.009527411	0.048071623	0.3118943	0.4468559	0.15480605
e	0.0012847121	0.0063725966	0.010264559	0.026509132	0.49181262	0.43325227	0.03050412
è	0.009849289	0.00831338	0.008864566	0.014113139	0.108632855	0.5013132	0.34891352
s	0.0021819999	0.0021986773	0.0037868076	0.0069450135	0.068155274	0.90251577	0.0142165255
s	0.0013528848	0.0062612416	0.0071067708	0.015259858	0.23898953	0.6597605	0.07126924
u	0.0037996513	0.0144868	0.02189752	0.010695728	0.18523395	0.5850862	0.17880017
</S>	0.005106127	0.0043313443	0.0048442	0.0081711775	0.030205118	0.29546407	0.65187794
