 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.06967579	0.88005763	0.026597483	0.0035925955	0.0041002347	0.003127988	0.0029528248	0.0055644107	0.0043309894
e	0.8393036	0.13483372	0.009576353	0.008032632	0.0015190999	0.0038230561	0.0016710808	0.00065068074	0.0005896948
t	0.26053897	0.6902592	0.028801555	0.019046439	0.0005174616	0.00052501407	0.00014940456	0.000103037106	5.9037557e-05
i	0.23266575	0.39965808	0.20789206	0.13978751	0.009891341	0.0015314242	0.0016941949	0.001817454	0.0050621275
p	0.07807121	0.8444832	0.06676582	0.010138549	0.00039952595	7.157111e-05	3.0810545e-05	2.4748633e-05	1.4560313e-05
à	0.11947227	0.61413306	0.14560065	0.09658363	0.020924712	0.00064901606	0.00026566422	0.0005752462	0.0017957535
s	0.013716252	0.23834158	0.6553881	0.092098586	0.0004257919	1.6607999e-05	3.9236784e-06	4.8757674e-06	4.2758843e-06
t	0.1058915	0.50784504	0.07455169	0.30601475	0.0028594383	0.00084639824	0.0007121344	0.0006291901	0.00064990297
a	0.062765755	0.38132706	0.19332603	0.23130049	0.051662825	0.027496384	0.025273584	0.013743657	0.013104177
ì	0.0073685166	0.16613275	0.6063403	0.21879932	0.001305401	3.5291534e-05	8.534729e-06	5.4580664e-06	4.5032034e-06
t	0.0046629095	0.037462745	0.25621855	0.63504994	0.06634371	0.00013105637	1.9792726e-05	1.648147e-05	9.4869814e-05
e	0.0803467	0.13727042	0.029958045	0.6165397	0.13179824	0.002601425	0.00075859326	0.00037609146	0.0003507812
l	0.014384645	0.055204622	0.090340644	0.21192631	0.6175839	0.010246894	0.00017425393	4.044956e-05	9.8279175e-05
e	0.049671803	0.09013513	0.027096009	0.5325896	0.27201226	0.024954475	0.0012883346	0.0008314359	0.0014208897
à	0.027092703	0.07816499	0.10092591	0.18736477	0.40066847	0.20378949	0.0007724169	0.00028277136	0.00093847315
l	0.0034193892	0.008486228	0.025609473	0.06438176	0.77488524	0.11787554	0.003859049	0.00060939504	0.0008738218
a	0.056610364	0.02127808	0.0042113415	0.10099638	0.6689074	0.1401844	0.0066943867	0.0006812724	0.0004364389
t	0.027746864	0.05854687	0.066998966	0.071568854	0.18063933	0.5509305	0.032963518	0.0030960683	0.0075090956
o	0.021153646	0.0081123775	0.0017049228	0.012975887	0.08258643	0.7897736	0.07681035	0.0031561672	0.0037266845
n	0.026939528	0.035175122	0.036139596	0.035071224	0.078257926	0.35943967	0.39112356	0.022818899	0.015034428
ì	0.026749762	0.013702945	0.0040823915	0.018882766	0.026972048	0.4058487	0.47559315	0.019579742	0.008588516
c	0.0043171425	0.010737568	0.0133160185	0.013810617	0.1137831	0.18355599	0.5442437	0.11257913	0.0036566854
h	0.014805229	0.003719248	0.000957634	0.0059486744	0.02154347	0.17165796	0.6429576	0.111444935	0.026965182
a	0.0069527463	0.003947893	0.003308077	0.004349615	0.057744186	0.30321813	0.5078762	0.07971402	0.032889128
v	0.0030401128	0.004298927	0.0045721424	0.0043680873	0.0069197365	0.014580346	0.24570525	0.6727222	0.043793254
à	0.0018111131	0.00224231	0.0007294141	0.0027053019	0.0032544495	0.016231688	0.4179729	0.5099239	0.045128986
l	0.0018306973	0.0028901517	0.003014801	0.0031025142	0.030807197	0.037008014	0.10043687	0.79696256	0.023947207
o	0.014879186	0.011211972	0.0023142209	0.012106959	0.016837187	0.049264345	0.21734676	0.5574439	0.1185955
n	0.0033119714	0.0037471047	0.0038025284	0.003788719	0.004882152	0.009770624	0.098087884	0.62502754	0.2475815
t	0.00686661	0.004103787	0.0011622161	0.0048003434	0.014016852	0.04911413	0.11540163	0.56318206	0.24135236
a	0.003230296	0.0029972666	0.0027324462	0.0030764362	0.03678919	0.05952749	0.15137964	0.5641024	0.17616476
</S>	0.0041326084	0.0044085467	0.0044759004	0.004409154	0.0068915673	0.016693193	0.08660656	0.5671196	0.30526286
