 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.95579517	0.022500126	0.0026740048	0.0026034554	0.0015283099	0.010928996	0.003970021
o	0.8079032	0.005811072	0.121567644	0.0280156	0.025899699	0.0068427916	0.0039601866
n	0.91192824	0.07339417	0.0143358605	0.00016276159	7.548457e-05	7.962646e-05	2.4067167e-05
à	0.3045254	0.06073818	0.59503657	0.017655736	0.010493363	0.0021764473	0.009374295
b	0.19946535	0.44687635	0.35289064	0.00070130575	2.3972316e-05	2.8136197e-05	1.4252693e-05
b	0.053995553	0.22124203	0.7171138	0.006529193	0.00077604287	0.00029361687	4.9771457e-05
e	0.040226996	0.5745788	0.2919966	0.09266864	0.00045558767	3.5182362e-05	3.821735e-05
t	0.11635574	0.4475192	0.23620166	0.19865121	0.001080843	7.577334e-05	0.00011569358
o	0.048696894	0.29969114	0.39457333	0.24686608	0.006236677	0.0023376036	0.0015982132
a	0.25984117	0.35225686	0.20824419	0.17633171	0.002364812	0.0008019527	0.00015929474
t	0.0094594695	0.019990522	0.061057325	0.9032455	0.0056332187	0.00035009853	0.0002639447
s	0.010053603	0.021748113	0.32092738	0.58905166	0.042085562	0.008892014	0.007241711
è	0.020226859	0.03595668	0.3358234	0.46218798	0.12426586	0.016661417	0.0048778174
k	0.1252931	0.092166014	0.22171852	0.48512793	0.05051277	0.010014422	0.01516729
o	0.013855701	0.039618425	0.10792708	0.44162786	0.3090039	0.08558903	0.0023780575
r	0.16562751	0.17836444	0.17375208	0.28479514	0.15546888	0.012095254	0.029896682
à	0.0071389237	0.008880637	0.24243632	0.32963184	0.324665	0.066092074	0.02115518
s	0.101329066	0.11048602	0.11849759	0.2721591	0.36736092	0.01569769	0.0144696105
i	0.0022923576	0.013147198	0.017477868	0.09843654	0.5524372	0.30976883	0.0064400327
t	0.050148275	0.052041862	0.05256918	0.06673378	0.5004431	0.08376787	0.19429596
è	0.0006282125	0.0032938167	0.009978077	0.03678868	0.48557657	0.453198	0.010536611
l	0.012958755	0.016237453	0.017344676	0.06600314	0.66619164	0.19576328	0.02550103
i	0.0013098067	0.0047554653	0.016355217	0.030216241	0.39376974	0.51803595	0.03555756
à	0.0136167165	0.014585207	0.014245905	0.023807364	0.1632451	0.15403774	0.61646193
s	0.0049668397	0.008448786	0.0067959777	0.036426075	0.11898574	0.8073722	0.01700431
p	0.0006876937	0.0029192565	0.0018642428	0.008794483	0.067102395	0.90125436	0.01737752
r	0.0005373555	0.0023203841	0.0029783952	0.010583509	0.04290538	0.88355786	0.057117086
o	0.0010736278	0.00538553	0.0062005906	0.012479103	0.057385195	0.88221085	0.035265096
</S>	0.014813222	0.015195248	0.015282256	0.019741919	0.03727347	0.046291772	0.8514021
