 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.8765632	0.08126057	0.028927019	0.0016010328	0.0031468775	0.00061718724	0.0011278905	0.0005633002	0.0006688938	0.00051355246	0.00065501605	0.0008001073	0.002697495	0.00085795036
n	0.4139136	0.5211808	0.044337478	0.0050040297	0.0042153066	0.0028047075	0.004727984	0.0009275974	0.0018200489	0.0004168096	0.00015213808	0.00017470152	0.00014154048	0.00018325646
ì	0.051489897	0.6489491	0.2695934	0.020750934	0.0019021983	0.001280365	0.0009887283	0.0007188107	0.0011344185	0.000804004	0.0004198958	0.0008145135	0.00038936775	0.0007642504
c	0.014453593	0.3177298	0.6171236	0.05019254	0.00023649172	0.00010453857	3.2729644e-05	3.1573105e-05	2.3755389e-05	9.5848e-06	3.0108238e-06	1.5225633e-05	1.558539e-05	2.8022285e-05
h	0.043968827	0.643606	0.28793395	0.021734912	0.0010788398	0.00065924134	0.0002273888	0.000470076	5.5323948e-05	0.0001543711	4.3007512e-05	3.773978e-05	2.0446314e-05	9.8818555e-06
e	0.035352245	0.31787637	0.55087733	0.0882156	0.0033202562	0.0012169954	0.0009684374	0.00076978456	0.00020153596	0.00080756476	8.165162e-05	9.935158e-05	7.864913e-05	0.00013419647
t	0.022835182	0.24540877	0.66357195	0.068034984	3.939554e-05	3.398875e-05	9.662619e-06	6.892437e-06	1.8347117e-05	2.100868e-06	9.508651e-06	7.859116e-06	1.764366e-05	3.7320456e-06
o	0.004639599	0.15606761	0.68896735	0.14510368	0.0017059278	0.00080103707	0.00066126476	0.00049422734	0.000334525	0.00060740183	0.00011940227	0.00017108707	8.02279e-05	0.00024662196
r	0.018530263	0.055050667	0.12251613	0.8019632	0.0017651563	0.000114310584	1.9713976e-05	9.429076e-06	9.996428e-06	1.8222913e-06	4.8980887e-06	4.571817e-06	8.258234e-06	1.5177234e-06
ì	0.005632476	0.04942712	0.42388666	0.50827	0.006746985	0.0017656673	0.0009575641	0.0004563676	0.0006435357	0.0007897754	0.00024877518	0.00037156793	0.00022166471	0.00058183924
s	0.026909418	0.047071785	0.086006954	0.7973942	0.03691008	0.0054786564	8.399789e-05	0.00010897464	6.4004967e-06	4.6336772e-06	2.1804667e-06	2.3644964e-06	9.56992e-06	1.082614e-05
o	0.032513507	0.085209325	0.23531464	0.59889597	0.03192198	0.0052261297	0.002195797	0.0014440304	0.0014847831	0.0013397265	0.002728608	0.0007543558	0.0005385267	0.0004325952
n	0.04358577	0.06340443	0.076045945	0.28134468	0.46891305	0.06599385	0.00032541703	0.00027775078	3.3223747e-05	1.4688244e-05	1.6210919e-05	2.1295138e-05	1.5515741e-05	8.055396e-06
t	0.0019163213	0.021990234	0.05766239	0.46091652	0.41239542	0.034019276	0.0028650402	0.0015111414	0.0013016136	0.0010600699	0.0023381212	0.0006363972	0.0008176132	0.0005698234
a	0.03158645	0.11635581	0.1455838	0.39486858	0.19067664	0.051479295	0.008306741	0.005013636	0.011529122	0.005860799	0.018137578	0.0059471778	0.010320612	0.004333713
t	0.0087365685	0.052328542	0.08112889	0.26896375	0.39286083	0.19069855	0.0037351542	0.0011344108	0.00015870528	8.325171e-05	3.932221e-05	3.446746e-05	3.817602e-05	5.9291022e-05
a	0.0010366165	0.0044926354	0.013429804	0.07603907	0.733885	0.14897247	0.010504189	0.0026842782	0.0018257103	0.0011192875	0.0031596103	0.00055100693	0.0011436973	0.0011565897
s	0.003401139	0.014351846	0.016676359	0.04359614	0.23163624	0.66305566	0.020152353	0.0065842886	0.00029300308	7.870278e-05	7.482784e-05	3.9508934e-05	3.0285963e-05	2.9619057e-05
ì	0.0017746236	0.0033398918	0.006861001	0.028057668	0.58051604	0.2885783	0.039352223	0.015278381	0.006897267	0.0030341651	0.014621898	0.0010392555	0.0042233537	0.0064259563
n	0.0035046767	0.015114681	0.016230267	0.038601547	0.14960632	0.6876876	0.06705179	0.020638114	0.00038496725	0.00052115927	0.00011182557	4.9205104e-05	0.00021637883	0.0002815182
n	0.0027924352	0.009433529	0.01224133	0.053336956	0.46294114	0.40292212	0.041655146	0.0053015854	0.0042080376	0.00136614	0.0016972596	0.0006345599	0.00093296595	0.00053671305
e	0.006932679	0.007980549	0.008463074	0.040999368	0.18466358	0.5461468	0.10477579	0.022029271	0.041631643	0.004930892	0.015502544	0.005230997	0.006845742	0.0038670972
f	0.001646157	0.009777592	0.013862733	0.018188244	0.0843605	0.5254825	0.2551953	0.04239981	0.03567987	0.0055402457	0.001255347	0.0032956877	0.0012102636	0.002105774
a	0.00046512813	0.0012362056	0.0027480628	0.005950206	0.07293558	0.34365398	0.39675438	0.062213045	0.066037446	0.008902673	0.02602966	0.0017373121	0.0069395523	0.004396718
t	0.004026395	0.008005044	0.008374306	0.01020358	0.031488687	0.21685104	0.50130206	0.1433278	0.054216888	0.01938265	0.00095609453	0.0006825149	0.00039138852	0.0007915062
e	0.0022998673	0.0029798169	0.0042327363	0.0077821845	0.05407804	0.27000108	0.34646565	0.061239135	0.086861774	0.026032006	0.06701761	0.007882653	0.043796137	0.019331373
s	0.0010780947	0.0044405176	0.0051137637	0.007719497	0.028048834	0.093009464	0.27394542	0.38072515	0.10320028	0.08987193	0.006172855	0.0028507789	0.0018932787	0.0019301084
m	0.0030340122	0.0036099227	0.004564693	0.009020784	0.03981025	0.17409211	0.33403593	0.07188593	0.13552164	0.038918592	0.085421585	0.010329896	0.06388484	0.02586985
à	0.00036675684	0.0015046203	0.0032443255	0.011587641	0.038909312	0.08463467	0.16720748	0.46306098	0.08325783	0.11139422	0.020576227	0.0062378757	0.0041249543	0.0038930974
n	0.00043779437	0.0031981422	0.0046126605	0.013680773	0.033440795	0.1684274	0.4018374	0.19617906	0.08851488	0.024586596	0.037187487	0.0038573607	0.019383704	0.0046559107
t	0.001625571	0.0051642144	0.0060365046	0.013776653	0.03570716	0.10512452	0.33253333	0.33299538	0.06372039	0.05058782	0.04378389	0.0019731636	0.0030522756	0.0039191176
e	0.002799742	0.0029998987	0.003061382	0.0077895145	0.03126825	0.08238972	0.2269119	0.29652572	0.085213885	0.06417551	0.13431865	0.015201953	0.016914876	0.030428924
ì	0.00040533082	0.0023885437	0.0034005062	0.0037701768	0.00718487	0.034613665	0.18786709	0.15009496	0.34514028	0.12480664	0.06575588	0.051800832	0.0124227	0.010348573
c	0.00056689716	0.0034093591	0.0053480375	0.007363508	0.012269822	0.049590632	0.14148748	0.2143623	0.15543367	0.08596924	0.26073292	0.019795652	0.037423406	0.0062470683
h	3.455089e-05	0.00034626707	0.00083948934	0.0035817816	0.012593626	0.020863526	0.093947195	0.17821993	0.15647185	0.26857626	0.19980407	0.026877452	0.023926979	0.013916982
e	0.0012777975	0.0017839823	0.0019489736	0.010730046	0.02202996	0.04668852	0.18891646	0.24514921	0.12037375	0.14795575	0.15006849	0.018063504	0.024684248	0.020329248
a	0.00029722037	0.0016900757	0.002721452	0.0030375326	0.0054568825	0.013365197	0.06506256	0.09663721	0.354384	0.24845253	0.11267183	0.07150398	0.011188807	0.013530671
n	4.290739e-05	0.00012381276	0.0002824448	0.00072521466	0.0042227213	0.008192116	0.031098766	0.068874925	0.26581514	0.27758133	0.21902905	0.08798543	0.024873467	0.01115263
o	0.00022539991	0.0007684894	0.0017891906	0.00291199	0.010850424	0.013696049	0.043522604	0.056868803	0.18939282	0.1942697	0.43077344	0.0290588	0.019349642	0.0065225014
ì	0.00023281616	0.0013812383	0.002005913	0.00261622	0.007920339	0.016110733	0.031091234	0.05155981	0.09788768	0.3397464	0.111844644	0.2502237	0.059319172	0.028060189
s	0.00026742162	0.0018755955	0.002563585	0.008013538	0.0075591	0.01180446	0.011438053	0.047024034	0.035811026	0.101231724	0.5846384	0.11187333	0.06907451	0.0068251714
o	0.00027268767	0.0017027886	0.0021149614	0.00454843	0.00901677	0.010166393	0.029489025	0.043339137	0.08317556	0.32411352	0.3622706	0.06832419	0.033921514	0.027544478
n	0.00048732499	0.001576043	0.0017360231	0.0021280162	0.0056029307	0.011003215	0.021069903	0.026336621	0.065372765	0.25805277	0.11002818	0.38766515	0.05965438	0.049286574
t	8.1274055e-05	0.001139308	0.0018371267	0.0035925622	0.005424405	0.005875546	0.015578835	0.017702673	0.06428788	0.25592357	0.42304194	0.14485174	0.040780075	0.019882996
a	0.0004577527	0.0017731538	0.0021235954	0.011747967	0.018244397	0.019677028	0.022774365	0.04287806	0.051815137	0.14359838	0.5353448	0.07053068	0.03677086	0.042263832
k	0.00038541463	0.0020079673	0.002500926	0.002633252	0.0034990928	0.005224428	0.008553966	0.008370349	0.049563456	0.08402722	0.09887752	0.580901	0.087128446	0.06632692
a	0.00014573193	0.00035858908	0.0005851462	0.0009177871	0.002527812	0.0029737763	0.009114257	0.0053757904	0.050340574	0.09606602	0.45710757	0.20573859	0.123388484	0.045359954
ì	0.0003769167	0.0015857251	0.0018344279	0.002076168	0.004167203	0.007742013	0.013555373	0.009116416	0.03591802	0.10545252	0.073212154	0.5110906	0.12987766	0.1039948
c	0.00035832357	0.0012823258	0.0014352578	0.005822809	0.0067135906	0.009354066	0.004282421	0.010077615	0.0060459464	0.018593045	0.18547678	0.36673337	0.367484	0.016340384
h	4.825251e-05	0.00065752206	0.0012481039	0.0033526989	0.0080678025	0.008506603	0.017142627	0.011790668	0.031123698	0.13325809	0.26965863	0.30979747	0.14015901	0.065188795
e	0.0006991223	0.00088402163	0.00094894785	0.0049195453	0.009525273	0.010437795	0.013505903	0.020034274	0.044597846	0.14171328	0.4337827	0.13060272	0.08911775	0.09923086
n	0.0002566101	0.0011382836	0.0013351155	0.0014349807	0.0022340731	0.0036381988	0.006169792	0.003163579	0.021136642	0.021755757	0.040243696	0.59655595	0.1781705	0.12276684
a	0.00010171126	0.0010940697	0.00235945	0.004234885	0.0063560675	0.006657079	0.012708627	0.0078036403	0.035902042	0.079179935	0.23997284	0.33565074	0.20158833	0.06639061
v	0.00018314146	0.0009398033	0.001162214	0.0012975694	0.0024250355	0.0043462967	0.0072876965	0.0036248202	0.018468862	0.025741933	0.03600389	0.5407017	0.23948556	0.11833147
r	0.00015289513	0.00038432534	0.0006957653	0.0009837584	0.0018145321	0.0020597542	0.0038780612	0.002187067	0.02447424	0.020340774	0.16059673	0.28147995	0.39621934	0.10473278
è	6.232502e-05	0.00019687765	0.00037856982	0.0010636286	0.0019125552	0.0022304938	0.0033914996	0.0043068416	0.016892992	0.027905919	0.22277275	0.34510985	0.25519362	0.11858202
t	0.0019678613	0.002155202	0.0021689178	0.0026012212	0.0064471685	0.012020706	0.01817418	0.008897871	0.0306001	0.03718914	0.036278304	0.31519055	0.30441803	0.22189067
s	0.00064273947	0.0015229495	0.0018253238	0.0060538556	0.006836696	0.006901852	0.00710299	0.007073042	0.014435443	0.013456633	0.058860023	0.215112	0.4442264	0.21594998
i	0.0010081992	0.0011083715	0.0011441795	0.004004639	0.011571455	0.0134452935	0.013809117	0.012843888	0.01742545	0.026225116	0.100081936	0.31324387	0.2767858	0.20730267
</S>	0.00075835135	0.0011944163	0.0012267086	0.0014539753	0.0034886624	0.006492991	0.010017326	0.0045567523	0.016545624	0.015866576	0.012058338	0.19065565	0.38978666	0.34589797
