 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9939919	0.00151712	0.00045682586	0.00018462828	0.00056235597	0.00023449886	0.00254863	0.0005039984
s	0.8627093	0.07289546	0.007408154	0.0032651292	0.04683285	0.0015848897	0.0027431264	0.0025611129
o	0.25813064	0.6945572	0.010065974	0.00443664	0.0079057915	0.0020914467	0.0032597738	0.019552542
g	0.5104639	0.38117388	0.10391093	0.002316189	0.001777234	8.034507e-05	0.00023618795	4.1325766e-05
g	0.105532475	0.63671404	0.21036653	0.004528668	0.03822983	0.0006335068	0.0033336969	0.00066130096
è	0.15451334	0.085280485	0.50523746	0.10335545	0.11547961	0.01141666	0.014992379	0.009724605
s	0.07217917	0.057038933	0.8123849	0.035145056	0.021999933	0.0004458238	0.00035599567	0.00045017482
t	0.21290551	0.31273693	0.42498022	0.020171693	0.01631186	0.0049307407	0.0043575484	0.0036054412
e	0.08598898	0.16964053	0.43463066	0.19648415	0.027178532	0.042745337	0.028746262	0.014585665
k	0.06212218	0.024245758	0.49964193	0.37905398	0.033623848	0.0010011276	6.1432154e-05	0.00024976768
a	0.0048750336	0.16196273	0.2585564	0.28927243	0.27161324	0.004469614	0.0044643725	0.004786125
m	0.081291735	0.073542446	0.12978494	0.40714753	0.2619293	0.043503962	0.0008465947	0.001953529
b	0.000790441	0.017401556	0.032117464	0.105742715	0.7835549	0.042792425	0.012570088	0.0050304355
ì	0.0020157048	0.035257198	0.03378512	0.05899754	0.68553513	0.13158596	0.009714391	0.043108992
k	0.06670293	0.026207611	0.09128918	0.19590938	0.25870746	0.34851453	0.006425521	0.00624341
e	0.002495314	0.048339907	0.032198988	0.08377454	0.7188465	0.10248958	0.009516223	0.0023390234
a	0.016234728	0.012598456	0.018652074	0.021589542	0.024202412	0.7772324	0.08011841	0.049372
p	0.0012227424	0.0022461722	0.002524853	0.002794736	0.010500895	0.8903279	0.082113415	0.00826932
ò	0.0002950261	0.0057100747	0.0037202064	0.003975872	0.044128202	0.36511344	0.5400615	0.03699572
t	0.008824055	0.009476283	0.011813867	0.011848765	0.010548193	0.20256567	0.6802052	0.064717904
t	0.0016051043	0.025958704	0.018810533	0.019961778	0.07088261	0.32749394	0.40664038	0.12864693
u	0.004519106	0.018225877	0.011442416	0.011827155	0.02050864	0.29022822	0.2885877	0.35466084
</S>	0.0015920592	0.0043044817	0.0036778788	0.0028415474	0.005932533	0.08482122	0.3377119	0.55911833
