 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.9802551	0.0023126146	0.0093649905	0.0028346963	0.0015772886	0.00068148976	0.00037588231	0.0015409052	0.00033000356	0.00072692515
d	0.9973131	0.0017504767	0.00042377092	2.860848e-05	0.00033585838	2.2810886e-05	1.24804665e-05	4.413832e-05	3.6220834e-05	3.2672593e-05
r	0.735906	0.25586095	0.0020011344	0.00027234442	0.0040277718	0.00066927145	5.224858e-05	0.0007123444	0.00029561875	0.00020224901
e	0.67737526	0.26890096	0.030021036	0.0029198397	0.011897351	0.002884346	0.0008608539	0.002264474	0.0003624487	0.0025133411
f	0.16602468	0.78869015	0.041965656	0.0010890999	0.001896432	0.000278879	5.8594733e-06	2.6331985e-05	1.4869657e-05	8.059243e-06
f	0.17641592	0.749848	0.0110942265	0.004409045	0.028127715	0.013026676	0.0018522065	0.0028080924	0.0005128869	0.011905269
ò	0.41066617	0.08352512	0.21296677	0.10714232	0.15119337	0.025766805	0.0017154912	0.0023466933	0.0004783094	0.0041989596
m	0.14925954	0.24659237	0.30266654	0.10589821	0.17124869	0.023040995	0.0006251148	0.00029390637	9.82418e-05	0.00027642818
m	0.07062354	0.34488523	0.3813165	0.046686716	0.09164718	0.06255171	0.0012255857	0.0008876424	9.646162e-05	7.93489e-05
u	0.048051156	0.102676034	0.12916777	0.28106102	0.3558063	0.079848096	0.0028752857	0.00031024104	3.8632275e-05	0.00016544934
e	0.017318819	0.1757105	0.12517528	0.4074314	0.17801288	0.09530945	0.00083977444	0.000113624184	4.915563e-05	3.9097446e-05
m	0.009022112	0.023564544	0.04125726	0.08890623	0.4861422	0.34066346	0.0052212696	0.0045730784	7.151458e-05	0.00057837216
o	0.04270373	0.03356315	0.033136405	0.14680132	0.30413005	0.34260693	0.05250581	0.01475235	0.00021674899	0.029583527
m	0.01614813	0.10469831	0.101851635	0.13546084	0.1269459	0.47959167	0.032854453	0.0020412533	0.00014776125	0.00026010632
a	0.031015633	0.029096613	0.029769653	0.13652797	0.21443872	0.3666962	0.13733561	0.033742316	0.0015075195	0.019869752
i	0.013587995	0.124017	0.11025547	0.10139418	0.05922592	0.5116725	0.07147368	0.007490837	0.00031403083	0.0005683379
g	0.010665443	0.017446127	0.023183625	0.031472955	0.10910071	0.5165372	0.23743492	0.050542284	0.0020009687	0.0016156926
r	0.055286497	0.061034627	0.06444904	0.05146074	0.07729176	0.18964145	0.16491476	0.29195207	0.014711434	0.029257627
a	0.031913437	0.030837128	0.024313124	0.011592079	0.023000736	0.18990807	0.3013443	0.2265753	0.015576737	0.144939
m	0.014969113	0.13383727	0.11709352	0.10587706	0.022922967	0.24560425	0.26343903	0.08428674	0.009767975	0.0022020799
m	0.011483723	0.0075377626	0.009359807	0.006545578	0.023613783	0.11402337	0.20823129	0.5600976	0.041532103	0.017575085
è	0.048365835	0.054051124	0.060635384	0.020015512	0.024190674	0.028449394	0.056705356	0.5953507	0.07587536	0.03636078
n	0.048220556	0.12838458	0.14264844	0.04287198	0.060597595	0.14683855	0.04495225	0.37419945	0.0076787365	0.003607888
a	0.051573273	0.05175795	0.04969424	0.050181147	0.056288097	0.09350993	0.39982563	0.23866373	0.0035597803	0.004946264
a	0.0069141123	0.01791533	0.015045049	0.014084055	0.0075359596	0.01727875	0.1290308	0.44595784	0.34130535	0.004932762
n	0.00084001623	0.005939649	0.007669943	0.0053721527	0.003414852	0.016603697	0.048963655	0.8370455	0.068221934	0.0059286277
g	0.0038442237	0.0027360031	0.0032071345	0.0022121938	0.008856171	0.028655762	0.025544683	0.565185	0.34313095	0.016627863
r	0.002392324	0.016529435	0.020215113	0.015100069	0.011185873	0.02061239	0.012231218	0.6131719	0.14476426	0.14379744
à	0.00817841	0.0074615837	0.007895608	0.006530815	0.010935703	0.016707227	0.017622089	0.48433697	0.28260374	0.15772793
m	0.012302054	0.13524733	0.12175902	0.10435248	0.026590073	0.12311789	0.06778854	0.2612661	0.13942316	0.008153352
m	0.013735502	0.018486805	0.018694878	0.01813567	0.018299343	0.020384232	0.05686779	0.32781354	0.32246593	0.18511629
a	0.0018708858	0.020456007	0.020201672	0.01986386	0.0048411223	0.020154025	0.044621434	0.4081524	0.21617736	0.2436613
</S>	0.0043439134	0.039158776	0.037779372	0.036314003	0.006650505	0.034980703	0.051814575	0.11533859	0.11598807	0.5576315
