 	sono	stato	sempre	poveretti	</S>
ì	0.98476046	0.0076285377	0.0024451255	0.0030544938	0.0021114422
m	0.9609927	0.033559386	0.0011645384	0.0007305309	0.0035529325
e	0.7639383	0.23315786	0.0013548976	0.0009476036	0.0006013133
s	0.8581793	0.1399419	0.0009232162	0.00078357983	0.00017211011
t	0.10243442	0.8903091	0.0022656778	0.0009161746	0.004074655
a	0.20617212	0.75341827	0.02086855	0.007719547	0.011821453
m	0.5700642	0.42612916	0.002955851	0.00043120704	0.00041957598
m	0.030794758	0.9362477	0.013661957	0.0010798519	0.018215748
è	0.228213	0.2232661	0.43783173	0.042249847	0.06843929
n	0.10954967	0.54591376	0.32991037	0.010940754	0.0036853694
a	0.11074759	0.766858	0.1097909	0.009294737	0.0033087893
p	0.091166355	0.09758084	0.7718208	0.03030377	0.009128275
à	0.0039763693	0.100802466	0.82239926	0.025646962	0.047174897
n	0.038948033	0.14938991	0.35798085	0.4465986	0.007082664
t	0.0071696686	0.24502987	0.65978473	0.071902394	0.016113307
a	0.0138782505	0.2654576	0.32393196	0.20770282	0.18902944
t	0.0041122003	0.008010554	0.43087152	0.3659307	0.191075
e	0.00037428725	0.022945771	0.28563046	0.60545987	0.08558965
c	0.002739598	0.008958283	0.11434637	0.7724338	0.101521894
h	0.00032256916	0.014845277	0.092074476	0.6705151	0.22224252
ù	0.0011952061	0.016844649	0.15314062	0.71184605	0.1169735
d	0.0039265417	0.015464277	0.06931606	0.8016473	0.10964581
d	0.0015377416	0.04656467	0.110657826	0.674785	0.16645478
h	0.00065297325	0.020911148	0.12737817	0.6709832	0.18007453
i	0.0045594145	0.077650234	0.20514096	0.43104917	0.28160018
</S>	0.0072653024	0.012411809	0.1882699	0.1761726	0.6158803
