 	avete	cucinato	le	verdure	</S>
i	0.99657863	0.0020980441	0.0005817739	0.000398743	0.00034285185
m	0.9850814	0.01392332	0.0006052457	7.2593924e-05	0.00031750812
a	0.68131626	0.29913056	0.011450401	0.00019454701	0.007908341
r	0.60543776	0.3813508	0.011825253	0.0005743828	0.000811806
è	0.1281238	0.6436759	0.057085454	0.00060221355	0.17051265
t	0.1669422	0.7519556	0.07423084	0.0012070427	0.0056642434
s	0.1605813	0.80348843	0.032579396	0.00052941823	0.0028213998
a	0.11384662	0.16881746	0.6960678	0.0058403607	0.015427782
t	0.04170871	0.034913454	0.90576977	0.004953413	0.012654744
o	0.065072365	0.09300189	0.78778595	0.005939614	0.04820021
l	0.025982035	0.009900068	0.9443617	0.007866697	0.011889488
a	0.017181832	0.011961314	0.8832611	0.029587649	0.058008086
l	0.04594529	0.038054954	0.8271951	0.07578416	0.013020495
à	0.022272058	0.018386167	0.7151039	0.124818385	0.11941954
c	0.045654204	0.26983872	0.26988053	0.40964013	0.0049864464
h	0.047417156	0.04946837	0.6434763	0.071048066	0.18859008
a	0.04282376	0.06346891	0.82260346	0.0081250435	0.0629788
n	0.00820624	0.010711384	0.23153058	0.5360787	0.21347308
a	0.011542247	0.011531528	0.3265049	0.306682	0.3437394
</S>	0.01571198	0.015419341	0.30122527	0.2451954	0.42244804
