 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9865867	0.00933284	0.001660696	0.00021752098	0.00027265452	0.0010894231	0.0002527965	0.00058744644
g	0.89675903	0.07407315	0.024693629	0.0006487668	0.00056393014	0.0012632393	0.00074458524	0.0012536336
r	0.27744547	0.2461724	0.4755397	0.00038071736	0.00012207901	0.00026661344	3.6668123e-05	3.633097e-05
a	0.2578378	0.5068186	0.21229719	0.012125784	0.006251982	0.0024609875	0.0010246964	0.0011829769
t	0.28741723	0.10621543	0.60584974	0.00032052334	5.023106e-05	6.72094e-05	6.492031e-05	1.4696896e-05
s	0.012190532	0.058372416	0.920299	0.00437764	0.0016020943	0.0013040315	0.00027970548	0.0015745404
a	0.04298232	0.2828895	0.5551225	0.09493432	0.008493709	0.006772263	0.002333569	0.0064718714
è	0.10176966	0.02410146	0.8695228	0.0042439844	0.00021826445	8.517829e-05	3.242288e-05	2.6208889e-05
n	0.028346533	0.0051035937	0.942836	0.020991115	0.001513283	0.000663503	0.00020111375	0.00034490382
a	0.025122412	0.15554859	0.5877957	0.19092324	0.03516566	0.0030385547	0.0006805822	0.0017252582
n	0.14085902	0.15750015	0.24570742	0.26229516	0.18916918	0.003601154	0.00041280838	0.0004551408
g	0.0014625781	0.005663032	0.0591903	0.7756235	0.15139875	0.003579904	0.00035477406	0.0027271134
r	0.015580906	0.09846182	0.14799953	0.13950647	0.43289018	0.12830512	0.014689234	0.022566756
à	0.0050477367	0.011778191	0.060055666	0.20652984	0.61993086	0.056683794	0.0017743208	0.03819957
m	0.08514944	0.05069733	0.1942152	0.1911365	0.4148341	0.054445438	0.006900171	0.0026218144
m	0.001836976	0.01950083	0.026083782	0.18934445	0.606653	0.14678533	0.0024510608	0.0073445835
a	0.005218693	0.019617625	0.020743024	0.14707029	0.5501701	0.24598333	0.0014040096	0.0097929295
a	0.015556594	0.02123606	0.03345617	0.052283943	0.28149453	0.56375337	0.02160653	0.010612885
d	0.0023125126	0.009091361	0.024788965	0.018705426	0.08809417	0.81032515	0.03786562	0.008816887
r	0.0009735421	0.007071271	0.023973797	0.019989574	0.08479074	0.7035331	0.09233671	0.0673313
e	0.004202314	0.005906759	0.02461164	0.015596658	0.07901371	0.63580996	0.10938643	0.12547256
f	0.008598262	0.010518332	0.010793074	0.098861985	0.038836554	0.33595696	0.45319322	0.04324153
ù	0.008765174	0.009211115	0.01699354	0.045810472	0.046980377	0.1922257	0.5553678	0.12464582
m	0.017308418	0.0405633	0.033993218	0.08978569	0.16145481	0.29064044	0.32181326	0.044440903
m	0.0038443885	0.029214555	0.03275549	0.04483619	0.06258317	0.19161664	0.45568487	0.17946471
u	0.0027805683	0.026334224	0.024744472	0.046881862	0.06039131	0.26858506	0.37042457	0.19985788
</S>	0.007555993	0.021216512	0.019900693	0.1034006	0.0506879	0.1511497	0.25143358	0.39465502
