 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.96819043	0.013384262	0.006031894	0.002147848	0.0014041945	0.0014058942	0.0052204235	0.0006457311	0.0015694753
s	0.9926052	0.0069935503	0.00015478174	5.420241e-05	5.0832088e-05	4.0303134e-05	2.0921738e-05	6.799925e-05	1.2108433e-05
o	0.85561657	0.12496074	0.0012971591	0.0031747988	0.0016993278	0.0011104733	0.004413877	0.0009297706	0.0067972722
t	0.7471042	0.2504021	0.0019272176	0.00021108429	9.204773e-05	5.8652848e-05	6.2772655e-05	0.00012072648	2.1086831e-05
r	0.3627683	0.6182405	0.0018055987	0.002979528	0.0018888715	0.0024069427	0.0047166366	0.0006510957	0.0045425403
a	0.4918853	0.4909761	0.009385792	0.0017104509	0.000531835	0.000562859	0.0010513475	0.0010931127	0.002803219
ù	0.30570418	0.67117816	0.022030404	0.00085493666	5.8445858e-05	1.5386724e-05	3.705848e-05	0.00010841592	1.3065133e-05
d	0.025798764	0.95789385	0.014933023	0.0009304625	4.1474563e-05	1.3700436e-05	9.010283e-05	0.00021145401	8.712353e-05
i	0.05944001	0.8059026	0.09854048	0.031556334	0.0024422826	0.00096859725	0.000609239	0.00029328736	0.0002472212
è	0.07108926	0.1502282	0.5656825	0.21116024	0.00076844735	0.0001964455	0.00021205717	0.0006345347	2.8234976e-05
n	0.046683814	0.26888928	0.42962977	0.24895565	0.0019214652	0.0006881832	0.0014798688	0.0008033168	0.00094863685
g	0.05910883	0.30317193	0.4091581	0.20587768	0.016404629	0.003609284	0.0014982532	0.00023093876	0.0009403311
r	0.053291705	0.08463158	0.23975919	0.42337763	0.12577045	0.06798403	0.0035852334	0.0001948018	0.001405309
a	0.007884427	0.08391389	0.35865605	0.5117072	0.025245937	0.012017655	0.00035182197	0.0001483284	7.463515e-05
m	0.019299984	0.02203394	0.052717175	0.5046055	0.38664624	0.0127547765	0.0012334705	0.0003252704	0.0003837245
m	0.0029295858	0.044044934	0.045297246	0.53187865	0.29360422	0.077842206	0.0032460976	0.00012909676	0.0010279807
è	0.012196423	0.092129245	0.098215505	0.5176797	0.18086357	0.07024706	0.0129293995	0.0003677607	0.015371425
n	0.015137444	0.026765727	0.045008007	0.52082247	0.33485636	0.05165003	0.0037981484	0.00033757582	0.0016242363
o	0.0032484636	0.031061562	0.039103676	0.2962167	0.5092831	0.11772587	0.0013682257	0.00012231288	0.0018700339
p	0.016487697	0.017366264	0.018352242	0.049748182	0.29197556	0.49928558	0.09950321	0.0016946204	0.005586661
u	0.00095558603	0.020218484	0.0071408274	0.06272986	0.42267337	0.4599056	0.01178821	9.547503e-05	0.014492644
s	0.009584684	0.013457405	0.015865302	0.08528156	0.25774014	0.27273113	0.3235897	0.0025949748	0.0191551
s	0.0016364139	0.019778945	0.0076614455	0.04134999	0.4439591	0.4307959	0.038158577	0.00048699253	0.016172662
è	0.0050477674	0.045053117	0.040030893	0.06260181	0.11450207	0.6245353	0.060599703	0.003795344	0.043833937
n	0.008373357	0.008983241	0.007681194	0.020011067	0.112400405	0.5071615	0.32480812	0.0048472364	0.0057338597
a	0.0010794236	0.015728517	0.009432878	0.03776765	0.3021318	0.56837434	0.04549483	0.0008822273	0.019108359
p	0.0037229874	0.0039331885	0.003914812	0.008611716	0.028336024	0.10589767	0.803321	0.014070185	0.028192429
o	0.0007355504	0.014407394	0.0034441366	0.00912816	0.06893329	0.39996943	0.42414743	0.0033068045	0.07592776
è	0.0030477108	0.003907958	0.0041888203	0.019060737	0.035498656	0.052755613	0.7304579	0.031292025	0.11979053
t	0.0048180865	0.008847011	0.00693	0.031449504	0.027616419	0.088875934	0.8103062	0.016116407	0.0050405143
a	0.0023256717	0.016887318	0.012714571	0.0217963	0.07651545	0.23784386	0.49042317	0.0126140565	0.12887962
d	0.0025503247	0.002836622	0.0028030358	0.008248911	0.01678769	0.035763316	0.69366974	0.10118581	0.13615458
i	0.00048009705	0.00898864	0.0020154922	0.0048046396	0.010094934	0.054782774	0.58108544	0.06766633	0.27008164
k	0.002143824	0.0027849681	0.0028799307	0.013287008	0.021043379	0.027484506	0.45479488	0.13160321	0.34397832
ò	0.0064755403	0.021564407	0.0060907803	0.011722226	0.027452454	0.052248895	0.24250741	0.15011883	0.48181948
m	0.0065663606	0.0074407416	0.007816111	0.025627747	0.048064932	0.07961242	0.33171085	0.15269364	0.3404672
m	0.0018342126	0.01361006	0.012875919	0.015229235	0.021652278	0.07138523	0.22031386	0.18251595	0.4605833
a	0.001455645	0.0030705836	0.0039481632	0.01614275	0.020253906	0.03938922	0.3595579	0.15557063	0.40061122
</S>	0.0021403034	0.0035374975	0.004289755	0.01991413	0.024880575	0.026845401	0.13582182	0.14260809	0.63996243
