 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.9905229	0.004142674	0.0012161258	0.0006934072	0.0011359986	0.0007344812	0.0015543632
i	0.9241974	0.017617907	0.030939505	0.015195689	0.0035526967	0.0040156962	0.004481102
k	0.70554197	0.29370508	0.0005503676	7.766647e-05	5.710057e-05	3.0423678e-05	3.7392936e-05
à	0.19729549	0.77663636	0.010088213	0.0031134973	0.0011514323	0.0017705144	0.009944377
n	0.31866288	0.6787148	0.0024945184	3.480425e-05	3.0043828e-05	4.001115e-05	2.295897e-05
n	0.051731277	0.90101564	0.04302904	0.0015498846	0.0010244527	0.0007383777	0.00091121014
i	0.050306108	0.42103216	0.4868883	0.028287757	0.00643399	0.00070760085	0.0063440823
e	0.291405	0.52445745	0.18102764	0.0027492342	0.00017346464	0.00014282999	4.4264518e-05
A	0.0019193228	0.013524905	0.9708797	0.013430075	0.00018636575	1.65621e-05	4.3193515e-05
n	0.014702855	0.019473564	0.93452454	0.029926648	0.0011090161	6.8685156e-05	0.00019459412
n	0.0069192336	0.13410953	0.6137952	0.21286996	0.029592546	0.0021912137	0.0005222902
a	0.005162797	0.023350675	0.49853137	0.41353956	0.055105753	0.0028840182	0.0014256965
o	0.0049715643	0.005152707	0.07858793	0.8723292	0.03565896	0.0028597661	0.00043993208
s	0.0010639563	0.003975199	0.10076113	0.72692317	0.15698019	0.00876226	0.0015341879
à	0.0027689952	0.008358391	0.15828504	0.452014	0.31862393	0.048861817	0.011087828
m	0.016267715	0.054572124	0.20701484	0.4819475	0.22400025	0.012042683	0.004154988
b	0.0015952182	0.012442315	0.052726362	0.2489824	0.56152004	0.11832838	0.0044052545
a	0.0007284221	0.0049957903	0.08236487	0.24316709	0.5255567	0.12240565	0.020781515
p	0.015242704	0.018544527	0.07176559	0.26818797	0.2793488	0.2662106	0.08069986
o	0.00069438445	0.004479204	0.09159452	0.091406524	0.13859795	0.62638736	0.046840042
r	0.014418109	0.018811606	0.08461029	0.20281662	0.13210927	0.43057948	0.11665454
n	0.0009132411	0.004108923	0.07290647	0.065652676	0.05710283	0.73729664	0.06201924
ò	0.0014703792	0.009038016	0.03119965	0.036684476	0.051211346	0.8336103	0.03678582
</S>	0.022826567	0.030997269	0.11717211	0.23995519	0.080957115	0.13939384	0.368698
