 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.9927965	0.00022772868	0.000759206	0.00035741096	0.00044347552	0.00063330197	0.00090094475	0.0030643179	0.0008172075
n	0.7868305	0.18908547	0.008182627	0.0042882874	0.0056089847	0.0031936972	0.0012122034	0.00042713573	0.0011710452
è	0.19466966	0.5790448	0.20632084	0.0026114217	0.0044228327	0.0036006738	0.0026436122	0.002684969	0.004001174
n	0.414287	0.4357799	0.13489433	0.0050430056	0.009056476	0.00012581491	9.229226e-05	9.227686e-05	0.00062885624
a	0.08749233	0.6901422	0.21384126	0.0026515387	0.0014208468	0.0012992497	0.0012246333	0.0009885377	0.00093935616
m	0.16677706	0.15041985	0.67893064	0.0024515653	0.00094006065	0.00020378262	0.00014323588	0.00010909529	2.4651152e-05
i	0.049714837	0.09279055	0.8056918	0.0410355	0.007671386	0.0012441733	0.0010658961	0.00039073487	0.0003951229
l	0.10744683	0.053312365	0.65697503	0.170012	0.010671545	0.0012610665	0.00023593134	3.815716e-05	4.7168876e-05
ì	0.062347114	0.062560335	0.66234505	0.14517954	0.030356606	0.008931627	0.0043876995	0.008084095	0.015807997
s	0.08264087	0.10546805	0.27829126	0.46445674	0.06867024	0.00022847082	6.755601e-05	6.142258e-05	0.000115536306
i	0.12559463	0.09297887	0.60310954	0.14502949	0.014284728	0.011428722	0.0029731959	0.0029945297	0.00160629
m	0.05219972	0.07642265	0.056189496	0.6318546	0.18050337	0.0024164391	0.00021602995	4.8187332e-05	0.00014942331
b	0.012361995	0.0105721615	0.061198726	0.6560731	0.20694464	0.047690965	0.0034097426	0.0015040752	0.00024462433
r	0.021728117	0.016428368	0.05157297	0.4391363	0.36600792	0.094072714	0.005869426	0.0030380725	0.002146089
ò	0.014621896	0.028005036	0.04475192	0.5610934	0.24220937	0.09882858	0.0051561617	0.0021602318	0.0031733825
s	0.02610254	0.04750902	0.028274976	0.34678495	0.47707543	0.07208765	0.0010152771	0.00014875834	0.001001455
t	0.07258677	0.018594265	0.087677754	0.2067754	0.41147494	0.18244301	0.010346109	0.007233048	0.0028687634
i	0.042228475	0.017406194	0.050151918	0.10194965	0.266031	0.34054375	0.08953065	0.077095896	0.015062449
n	0.023810746	0.029757993	0.023384718	0.13681549	0.28586462	0.4322094	0.04421101	0.004576695	0.019369425
A	0.0075303167	0.0073827407	0.01368827	0.081132844	0.21918227	0.63996184	0.017127218	0.0076196995	0.00637472
n	0.0026780688	0.006737417	0.0063766534	0.04113701	0.08803096	0.70794874	0.1251594	0.015358249	0.006573454
n	0.00816637	0.00691366	0.028080776	0.084526435	0.1622528	0.50579923	0.13022168	0.04048367	0.03355536
a	0.0071961	0.0027542321	0.008549134	0.015551843	0.039838172	0.59775054	0.16519216	0.07008072	0.093087144
à	0.00054484385	0.0012011224	0.0008226343	0.0022325187	0.004585287	0.21288022	0.5811842	0.0800614	0.116487764
t	0.00056639174	0.00035288875	0.000980081	0.0016214648	0.0021619273	0.16171707	0.5411609	0.27825415	0.013185189
s	0.0083959885	0.0047017843	0.012772218	0.033761717	0.050677225	0.24402523	0.3928205	0.12242867	0.13041665
e	0.008715979	0.0038319202	0.0100447815	0.010668704	0.019107511	0.25976726	0.25939575	0.1286687	0.29979935
t	0.00039610724	0.00096105045	0.00065553206	0.0013846474	0.0020878282	0.042217776	0.39745435	0.31995252	0.23489018
ù	0.00085487077	0.0005502508	0.0014874324	0.0043299263	0.008379125	0.074477315	0.2986437	0.47556663	0.13571078
o	0.00036606647	0.0007685202	0.00062193535	0.0012722848	0.001998981	0.033377722	0.17926505	0.6904283	0.09190117
</S>	0.000576947	0.0004917338	0.0008941837	0.0012999184	0.002331229	0.042704824	0.14327587	0.61369467	0.19473058
