 	Marika	è	che	si	sposa	domani	</S>
M	0.74537593	0.0020279693	0.004599199	0.007901437	0.037142362	0.15546077	0.047492456
a	0.81850976	0.013189333	0.03245409	0.08227394	0.022597533	0.0036942854	0.027281024
r	0.9547821	0.017194249	0.023445541	0.003216961	0.00082119735	0.00046026573	7.951359e-05
ì	0.55299604	0.19938968	0.20080745	0.021353746	0.023476288	0.001568011	0.0004087806
k	0.121955484	0.26396325	0.5458246	0.05160919	0.016035583	0.0004819674	0.00012993588
a	0.3366745	0.08701556	0.49158856	0.0069204643	0.07360401	0.0038405063	0.00035643377
è	0.018277273	0.42563185	0.5003516	0.037808556	0.017566433	0.00028925252	7.499793e-05
n	0.050795823	0.14907095	0.5399271	0.032212175	0.21896084	0.0071405154	0.0018925797
a	0.07626737	0.11778575	0.4739979	0.0867507	0.23962635	0.0046419157	0.0009300682
r	0.021534104	0.1783611	0.20517385	0.1619426	0.4233584	0.00480768	0.004822246
m	0.0076387194	0.023332495	0.19178993	0.05832061	0.67715466	0.035247296	0.0065163258
a	0.0074892687	0.044686776	0.07842959	0.23405463	0.60038644	0.020082014	0.014871345
s	0.007086322	0.016688883	0.036543284	0.08231521	0.8134762	0.035051085	0.008838945
t	0.012032496	0.019184	0.19186267	0.037861858	0.46457985	0.25367844	0.02080071
ì	0.0039042896	0.0050559556	0.0427246	0.024942746	0.24935965	0.65247357	0.021539161
à	0.020474924	0.08166252	0.10917537	0.24374664	0.2599151	0.22351755	0.06150794
v	0.007171706	0.004399611	0.017226463	0.008475022	0.06783436	0.88806343	0.0068293735
v	0.013107026	0.010902513	0.06725149	0.05085607	0.123803355	0.711924	0.022155518
r	0.0059966734	0.0049652737	0.025978485	0.030716555	0.077658325	0.7697224	0.08496229
i	0.012657784	0.008676703	0.03036438	0.02939132	0.05697744	0.7937793	0.06815302
</S>	0.013933025	0.02612043	0.02868173	0.044423368	0.038431875	0.056061715	0.79234785
