 	voglio	un	forno	che	vende	rustici	</S>
t	0.97919536	0.0029038754	0.0046007857	0.0006722931	0.0018929698	0.009105747	0.0016291246
è	0.9616113	0.0056215837	0.0127720805	0.0064767245	0.006372966	0.004908744	0.0022366212
l	0.9214848	0.07630787	0.0016293179	0.00023634074	3.8622395e-05	0.00021202366	9.104547e-05
o	0.51917136	0.30167973	0.16724254	0.004698466	0.0030734183	0.0013976259	0.0027369459
è	0.37302953	0.6074685	0.019268855	7.868808e-05	2.35472e-05	0.000114957555	1.5939047e-05
n	0.09927203	0.7138221	0.1857896	0.0005079087	0.00015341098	0.00012585423	0.00032907384
a	0.0511444	0.5852046	0.3588617	0.0017857791	0.0013762639	0.00082620303	0.0008010485
f	0.13392156	0.3555971	0.50700504	0.0030335402	8.9541594e-05	0.00029333154	5.9910206e-05
ù	0.015925016	0.10719471	0.8615892	0.010029331	0.0024972276	0.0010656437	0.0016988161
r	0.10020724	0.19232045	0.6570411	0.04166834	0.0039018285	0.0024531598	0.002407916
n	0.028697858	0.13170438	0.74913186	0.060991425	0.02690444	0.001550589	0.0010194
o	0.022910655	0.040467255	0.2292922	0.51159805	0.16549353	0.02131653	0.0089218365
k	0.049416643	0.052905515	0.0676912	0.775982	0.043278478	0.0054929806	0.0052330475
a	0.004066553	0.017697252	0.121306375	0.5123245	0.3078872	0.026038133	0.0106800115
p	0.029925957	0.035683367	0.054660153	0.50104076	0.34626314	0.021170648	0.011255917
u	0.0027011163	0.006799461	0.027920019	0.31299058	0.5711132	0.06317449	0.015301083
l	0.019834407	0.032646317	0.10055528	0.23692259	0.49518195	0.0846843	0.030175218
ì	0.0064036907	0.008079733	0.024774505	0.10930365	0.72871655	0.08912226	0.033599667
r	0.027576199	0.04744941	0.15495893	0.28583667	0.3893522	0.08509487	0.009731744
ù	0.00485836	0.018886395	0.025065038	0.17142011	0.675504	0.08992121	0.014344855
s	0.027753921	0.036588825	0.11034658	0.21968524	0.2584251	0.33399802	0.013202337
t	0.0016326687	0.013808003	0.022970308	0.10050949	0.4162565	0.3713974	0.073425606
i	0.0027381822	0.0040850188	0.017093949	0.12189138	0.29221132	0.25149518	0.31048498
k	0.005257581	0.00515184	0.008157651	0.030893387	0.067445755	0.32832983	0.5547639
u	0.00022618443	0.0016980058	0.0073510334	0.019973326	0.09514357	0.67330205	0.20230587
</S>	0.0051559685	0.0054362714	0.010014563	0.03585133	0.04690798	0.3649124	0.5317215
