 	tutto	il	cibo	vuole	girato	</S>
ò	0.7902306	0.07699917	0.042167164	0.04165671	0.032288767	0.016657714
l	0.9934189	0.0058504404	0.0003934625	3.9291765e-05	0.00013945771	0.0001584963
o	0.914106	0.074123956	0.0076659364	0.002631302	0.00073046813	0.00074239494
o	0.263551	0.72696745	0.008985234	0.00017344764	0.0002907886	3.225415e-05
m	0.015878107	0.92774826	0.054674163	0.001572324	8.3824736e-05	4.3355063e-05
a	0.039210495	0.5190673	0.4024731	0.033003747	0.00054800045	0.005697401
r	0.07059511	0.37235355	0.54996794	0.0060783806	0.00064348854	0.00036151145
ì	0.03804927	0.17745194	0.6420383	0.04124381	0.012127857	0.089088716
o	0.1567927	0.20667028	0.56595457	0.059369944	0.006993656	0.004218919
t	0.021115128	0.114342384	0.4890382	0.3574003	0.011038495	0.0070656002
è	0.013407128	0.086075045	0.3541663	0.51119226	0.02109772	0.014061498
l	0.012983686	0.06009076	0.12596905	0.7298308	0.067074396	0.0040513086
i	0.014945585	0.03128505	0.11625475	0.75363404	0.053192534	0.030687999
v	0.015664682	0.017639315	0.019038917	0.19989498	0.6756636	0.072098464
o	0.0014459388	0.004165819	0.0076313033	0.4905556	0.43260807	0.06359324
t	0.008477007	0.012347938	0.015526884	0.10285922	0.7344877	0.12630115
i	0.0023607179	0.0072851274	0.015506189	0.15459713	0.7748063	0.04544453
m	0.0052013453	0.0076673143	0.010134102	0.048537444	0.82037514	0.108084716
m	0.0034219278	0.007803487	0.009685086	0.06501931	0.5106364	0.4034338
è	0.0040502045	0.058309514	0.04842681	0.074223265	0.45824394	0.35674626
n	0.009711538	0.069530666	0.09298214	0.12333998	0.641389	0.063046716
o	0.047495216	0.06422443	0.06929889	0.19344008	0.40142807	0.2241133
</S>	0.013764446	0.014643907	0.015451549	0.02876333	0.36863953	0.5587372
