 	il	morto	si	piange	</S>
o	0.9703763	0.011075894	0.0063612703	0.010768809	0.001417795
a	0.926323	0.07030443	0.00059010694	0.0017173607	0.001065054
p	0.27493137	0.709737	0.0011399225	0.0104411915	0.0037504516
e	0.11160785	0.7879801	0.007251248	0.08405162	0.009109182
t	0.5364993	0.41892093	0.01039195	0.02741119	0.0067766462
a	0.14600241	0.57911533	0.012565047	0.13651931	0.12579791
m	0.2066947	0.7102393	0.048318543	0.030176606	0.0045708064
m	0.05581504	0.76383525	0.025249863	0.13621461	0.018885277
è	0.117478974	0.3939083	0.27049935	0.15616377	0.06194957
n	0.10507419	0.7374175	0.066942185	0.058218356	0.032347724
o	0.15156418	0.36317188	0.24289669	0.21469715	0.027670156
i	0.10349031	0.35384142	0.2835603	0.23947626	0.019631675
k	0.0044905436	0.24447493	0.15293844	0.58515894	0.012937187
l	0.017440401	0.16189128	0.025371373	0.6047699	0.19052707
è	0.0058423467	0.074567445	0.014358873	0.5895831	0.31564826
e	0.07252751	0.19690146	0.20672362	0.3744555	0.14939196
t	0.0021096338	0.08652592	0.05567186	0.766291	0.0894015
e	0.007280521	0.11073638	0.021838881	0.4344223	0.42572188
</S>	0.0022013672	0.10774658	0.015142582	0.08474319	0.7901663
