 	il	muro	vuole	uno	specchio	</S>
o	0.96819246	0.020294266	0.002633866	0.0031911174	0.0027141676	0.002974298
t	0.9882361	0.011483758	0.00019167615	1.3125209e-05	1.4624743e-05	6.0774917e-05
ì	0.3658379	0.5801446	0.043884873	0.0012129167	0.0011746915	0.007745016
c	0.062871836	0.9251346	0.011900212	2.799517e-05	2.8147602e-05	3.7141905e-05
h	0.1009297	0.620657	0.27731147	0.0007096123	0.00021321925	0.00017894851
o	0.06572709	0.3508652	0.57837653	0.0038712318	0.0002475688	0.0009123478
t	0.115178235	0.7855874	0.09877386	0.00030374125	0.00011131328	4.5456243e-05
è	0.016612483	0.20638523	0.77428377	0.0010061677	0.00065416377	0.0010582245
l	0.04612989	0.17337395	0.77302647	0.0064620753	0.000392089	0.00061551767
i	0.049883183	0.10820305	0.8267786	0.0115309255	0.002371079	0.0012332852
n	0.23340371	0.26626232	0.12427885	0.35865584	0.00915658	0.008242672
a	0.02875307	0.114533834	0.5783193	0.2498702	0.022422746	0.006100837
n	0.033577207	0.039238572	0.020458842	0.8516877	0.048077054	0.0069606155
g	0.0078268	0.036875878	0.09840376	0.72690356	0.11778512	0.012204873
h	0.022786494	0.029765802	0.018242477	0.5403301	0.1115841	0.277291
i	0.009130531	0.036420517	0.025964031	0.4291483	0.4442313	0.055105336
a	0.0137109365	0.018195078	0.038049087	0.60766166	0.2837495	0.038633734
l	0.00335367	0.011608906	0.03155734	0.2637227	0.674787	0.0149704665
ì	0.013490889	0.029258315	0.043254483	0.11611022	0.6545441	0.14334197
</S>	0.09121869	0.10685558	0.48277324	0.15303588	0.097108975	0.06900757
