 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9958831	0.0011504454	0.00025714905	0.00016248344	0.00017785511	0.0020533928	0.0003155997
p	0.13561472	0.8605593	0.0021275678	0.0008265864	0.00028799527	4.5779987e-05	0.00053815916
e	0.15910493	0.8264934	0.008039206	0.0028712894	0.002331216	0.0010130334	0.00014688661
r	0.2952002	0.66965735	0.03455758	0.0003843793	0.00010178289	7.077761e-05	2.7909797e-05
i	0.025309574	0.9418665	0.025771528	0.0034627744	0.0016574621	0.0011294935	0.0008026253
k	0.20709777	0.2508274	0.53743476	0.0043046344	0.00024917483	6.819354e-05	1.8113467e-05
o	0.022171097	0.5546459	0.39137158	0.019527972	0.004525884	0.0041674837	0.0035901363
l	0.10826114	0.10911098	0.72466516	0.05704887	0.0007822126	9.6901385e-05	3.4645716e-05
ò	0.02311144	0.13641165	0.75249153	0.061487656	0.013345929	0.0059748935	0.0071768807
s	0.06428972	0.06556963	0.27856407	0.5878999	0.0032846257	0.00011883494	0.00027310514
o	0.0066662026	0.025721582	0.5950944	0.35753265	0.010706836	0.0031923656	0.0010860597
n	0.07214746	0.07440837	0.171574	0.656411	0.023532556	0.0004713364	0.0014554026
a	0.00072163827	0.009861171	0.084718734	0.8596491	0.040858235	0.002708005	0.0014831399
n	0.056876205	0.06275199	0.08796649	0.55518115	0.22606845	0.003206444	0.007949353
a	0.00044893558	0.012068991	0.030970575	0.8052089	0.13752618	0.008514508	0.0052617947
r	0.037256792	0.042608585	0.05639117	0.26472217	0.56197536	0.014722852	0.022323089
è	0.00094543025	0.013712731	0.015102603	0.34014013	0.56324595	0.046307467	0.020545758
t	0.023959905	0.024471276	0.032524362	0.159992	0.7127284	0.04153555	0.004788554
s	0.0018494824	0.0066069807	0.027526615	0.20735525	0.6916187	0.037419703	0.027623285
i	0.0038783576	0.004074114	0.009247697	0.07372409	0.49101084	0.18928103	0.22878382
à	0.00436968	0.01042433	0.009367865	0.023481358	0.28060263	0.36026904	0.31148514
t	0.0005661849	0.001986755	0.0034509506	0.009792189	0.08202172	0.87843573	0.02374644
s	0.00088735094	0.0047999714	0.026792921	0.088887714	0.24852665	0.40623876	0.2238666
e	0.002487736	0.0029582153	0.013399907	0.084945366	0.27280474	0.2833917	0.3400123
n	0.0011145234	0.004418518	0.0032769975	0.008519016	0.048023995	0.60113084	0.33351615
ì	0.00019960925	0.0026522651	0.0069711083	0.039257873	0.07866547	0.7056111	0.16664259
t	0.0011272582	0.0029940982	0.0031005854	0.013025245	0.037903067	0.8394046	0.10244521
t	0.0008828357	0.004057156	0.019659352	0.058112834	0.076409556	0.612468	0.22841026
a	0.0016604308	0.0018728626	0.006922653	0.036149394	0.12600794	0.52053094	0.3068558
</S>	0.0018067418	0.0061529623	0.00484747	0.010930088	0.034093462	0.3942808	0.5478885
