 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.9523088	0.02013063	0.016154917	0.002270436	0.0005429264	0.004093679	0.001522995	0.0003847231	0.00047862035	9.721921e-05	0.00050432095	0.0007759926	0.00032699294	0.00040783102
p	0.6825876	0.31334794	0.003076562	0.00069660455	2.878649e-05	6.301667e-05	3.8806636e-05	1.1890451e-05	1.6844178e-05	5.0049903e-06	3.9820065e-05	2.9056539e-05	2.8336926e-05	2.9708854e-05
e	0.39290237	0.5652405	0.020688543	0.01749584	6.427832e-05	8.030263e-05	0.0013048962	2.493148e-05	0.0005416097	4.5769566e-06	0.0010772583	0.00029685377	0.00021652368	6.143684e-05
t	0.34459487	0.5482916	0.091494046	0.015327004	3.656504e-05	2.462681e-05	0.00018270426	6.929967e-06	9.1777565e-06	3.997411e-06	1.204362e-05	7.5157036e-06	4.286646e-06	4.602919e-06
ì	0.4679705	0.34726718	0.018028243	0.083064325	0.0034210149	0.0017319855	0.0531382	0.0029179507	0.0041000023	0.00066892157	0.00472738	0.0034827958	0.0013833451	0.008098206
a	0.07520821	0.6136438	0.18310858	0.12647913	0.0005204836	0.0002907323	0.0007052211	1.1938111e-05	5.918931e-06	5.6679337e-06	5.377727e-06	3.0534163e-06	4.547213e-06	7.3282513e-06
e	0.07983945	0.5231266	0.28427234	0.10993224	0.00042507017	0.0002619813	0.002056706	4.9753235e-06	1.2759866e-05	1.7800002e-06	4.261787e-05	1.4557779e-05	3.9014462e-06	4.9346468e-06
s	0.15995295	0.3832444	0.105164476	0.33082628	0.0067535653	0.0060662567	0.0062097013	6.194107e-05	0.00034654987	3.7366683e-06	0.0012002954	9.685052e-05	4.8528935e-05	2.4412588e-05
ò	0.12283611	0.25662357	0.042966567	0.41106877	0.046680205	0.025209956	0.07329185	0.0056611965	0.0017182204	0.0008312778	0.0027065452	0.0009772029	0.0006710484	0.008757572
z	0.03354428	0.18528894	0.08178607	0.6168089	0.062056907	0.0065687206	0.0136189535	0.00013995185	2.985433e-05	3.036753e-05	5.4068074e-05	3.9624197e-06	1.1758123e-05	5.7238507e-05
u	0.1371107	0.08923515	0.07500429	0.32200536	0.22486717	0.030131837	0.11239274	0.003230647	0.0015448446	0.001199424	0.0013170571	0.0010016155	0.00027875492	0.0006804243
