 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9916762	0.0016468831	0.0006649886	0.0014151526	0.0014326337	0.0006836156	0.0010198898	0.0014606627
n	0.96930724	0.025934767	0.0011555627	0.00025693062	0.0007561844	0.0020062132	0.000257874	0.00032527972
k	0.51309484	0.46287218	0.014747591	0.0012259355	0.0014045142	0.0032247254	0.0011772416	0.0022529436
ò	0.43010682	0.5280488	0.03129689	0.00090287894	0.0025405984	0.0011110972	0.0017543182	0.0042386353
r	0.25008073	0.73947144	0.010054464	0.00011627239	0.00014350768	9.43833e-05	2.0196192e-05	1.900076e-05
a	0.31774607	0.62310135	0.050981417	0.0034642483	0.0008540751	0.002169501	0.0012452373	0.00043807927
s	0.085062616	0.5056075	0.40232563	0.0057855155	0.00059631193	0.0005834533	2.7187567e-05	1.1813193e-05
t	0.03991445	0.757314	0.18989585	0.0049940916	0.00058691547	0.004380939	0.0013367686	0.00157698
e	0.19707637	0.30840594	0.44493374	0.028793372	0.001956638	0.0118320305	0.0031979855	0.003803882
m	0.041530214	0.22929059	0.6020817	0.12473382	0.0012048387	0.0009867713	5.2613046e-05	0.00011939535
a	0.027885113	0.13178295	0.6996167	0.11324478	0.004667693	0.012754776	0.0036156406	0.0064323456
r	0.08047154	0.18025997	0.29526114	0.41453445	0.020671798	0.00825304	0.00035274643	0.00019527419
è	0.053148	0.07978934	0.33883792	0.2974559	0.048913173	0.03244978	0.027626695	0.121779196
o	0.048202775	0.09295101	0.33712032	0.48250633	0.017643243	0.01966955	0.0010765637	0.00083026645
c	0.02625562	0.045186948	0.16079628	0.6702923	0.042640332	0.05003304	0.0028009694	0.001994531
e	0.02495377	0.08099775	0.08943197	0.32208052	0.29504177	0.16030279	0.01110885	0.016082527
e	0.041106947	0.07398902	0.17094359	0.43564105	0.18108724	0.077928096	0.012612758	0.0066912924
n	0.011982495	0.032838535	0.035271972	0.11698866	0.13092275	0.50032294	0.16873069	0.0029419255
ì	0.030985039	0.06593727	0.09139682	0.12882382	0.0731474	0.20204768	0.31552315	0.09213889
n	0.04171932	0.06582688	0.1398463	0.11935368	0.013914241	0.28807387	0.32597575	0.0052899453
e	0.017978247	0.01816562	0.043155488	0.038141076	0.071792625	0.6806144	0.12068153	0.009471002
p	0.004254907	0.0047098566	0.008565266	0.019812997	0.042228017	0.031681497	0.85255045	0.036197033
r	0.0010996034	0.0029435374	0.002279884	0.0029423095	0.005288478	0.11942435	0.8190303	0.046991535
ò	0.0025668254	0.008055535	0.0047601103	0.0073153717	0.0071974224	0.10871718	0.7709882	0.09039925
n	0.0073787225	0.008456303	0.019666232	0.043027487	0.061829485	0.020492375	0.7511031	0.08804632
t	0.013839529	0.014047583	0.016907135	0.01509175	0.022392055	0.096871786	0.5436979	0.27715227
o	0.0098173665	0.013946457	0.025663266	0.025820892	0.024425274	0.061462954	0.5924234	0.24644046
</S>	0.006617307	0.0071562943	0.010945964	0.022754703	0.07778206	0.011095121	0.31501657	0.548632
