 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.9815446	0.0021539424	0.0010559347	0.0034034085	0.0013516725	0.008699615	0.0017907758
i	0.9421871	0.0488937	0.007800073	0.00044451424	0.00022058492	0.0003772903	7.665757e-05
ù	0.79295826	0.16558403	0.040290397	0.0005391118	0.00018975331	0.00035604424	8.246459e-05
m	0.29689473	0.6570069	0.044375498	0.0009886611	0.00015149474	0.0001231256	0.0004595838
è	0.11079162	0.60286003	0.2533665	0.0281276	0.004368211	0.00029595266	0.00019006564
s	0.06498151	0.7600441	0.15937437	0.015133631	5.257737e-05	0.00016441298	0.00024939404
a	0.024642877	0.06004483	0.6735705	0.23495902	0.00407166	0.001149438	0.0015617074
è	0.13093665	0.24089517	0.3614483	0.26589742	0.0006303093	0.00010965561	8.262388e-05
n	0.020187484	0.10562128	0.08264827	0.78615826	0.004181078	0.00028806605	0.00091548247
a	0.0057090255	0.02734409	0.26683426	0.69420487	0.004251395	0.0008791218	0.00077724044
v	0.08508982	0.105492316	0.11079235	0.65423536	0.042252928	0.00043963973	0.0016975983
à	0.0016794839	0.0048793172	0.014430713	0.9460807	0.026376216	0.001127556	0.005425969
l	0.0258644	0.06317956	0.067287095	0.5880231	0.24903594	0.0035990907	0.0030107656
i	0.003987085	0.011973987	0.06480494	0.76804906	0.14390534	0.004222856	0.0030566426
è	0.0460141	0.048765045	0.049058087	0.066017844	0.7582969	0.013217267	0.01863071
n	0.0088992445	0.01813196	0.01653414	0.12225927	0.78667456	0.044928033	0.0025728687
a	0.0019313274	0.003153022	0.018491909	0.21858102	0.72595483	0.021114038	0.01077379
t	0.022515817	0.023622943	0.023216316	0.054841492	0.5928787	0.24321651	0.03970825
a	0.0012746284	0.0021776492	0.00735821	0.09363241	0.59876764	0.26164028	0.03514918
p	0.010420467	0.010605017	0.01038866	0.040623177	0.19780545	0.63125235	0.098904885
p	0.0004550787	0.0011929881	0.0023632308	0.023106728	0.105872065	0.8036667	0.06334323
è	0.0038459073	0.0062483456	0.005650776	0.083697215	0.16657603	0.20523544	0.52874625
t	0.006098273	0.0063124956	0.0065579815	0.042566303	0.094776444	0.8231441	0.020544438
o	0.0015703422	0.001955556	0.010556309	0.08566509	0.1413573	0.48998123	0.26891416
</S>	0.0034989736	0.0035256934	0.0034678562	0.0071558175	0.040795382	0.4217554	0.51980084
