 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9956026	0.00092523673	0.0005446011	0.0017997412	0.0003391703	0.00023379296	0.0004000968	0.00015467427
n	0.9228126	0.05546712	0.003396787	0.0009953433	0.009373336	0.004392125	0.0015763314	0.0019863797
a	0.3981038	0.5556772	0.019345922	0.0061213006	0.00601185	0.0056006177	0.0052061533	0.0039332057
v	0.1280399	0.8261603	0.04079364	0.0007024729	0.003220339	0.00047459363	0.0003682303	0.00024053836
o	0.10364547	0.7004345	0.10603255	0.014942933	0.051839296	0.01710927	0.004201152	0.0017948373
r	0.08231998	0.2897228	0.6067773	0.008712825	0.005833882	0.0035384619	0.002525051	0.00056970963
à	0.050091535	0.18719135	0.24011008	0.12805353	0.12555942	0.0711847	0.059658963	0.13815044
s	0.07336772	0.16051242	0.6953849	0.007448462	0.040741522	0.014459019	0.005460242	0.0026257632
o	0.039499074	0.21908593	0.6196696	0.102576785	0.011002174	0.0031683794	0.0017877205	0.0032102917
o	0.05499955	0.07705031	0.8160603	0.029034594	0.0060874955	0.012555036	0.0028201293	0.0013926072
t	0.0037286223	0.038104456	0.8357467	0.066296324	0.028425135	0.02066945	0.006307205	0.0007220847
s	0.0053946823	0.01918411	0.2265426	0.69164044	0.026013227	0.012237565	0.008754893	0.0102324765
o	0.0036919862	0.011128602	0.055014357	0.74162066	0.10337378	0.03705411	0.017313335	0.030803053
m	0.008974172	0.012952975	0.11958655	0.0928715	0.15697807	0.42024964	0.11684227	0.07154478
ì	0.0028115518	0.0056101996	0.04298852	0.8002697	0.093680665	0.01940914	0.012879597	0.02235061
k	0.010943066	0.027732475	0.06177996	0.07740907	0.2334631	0.4077248	0.13975477	0.041192744
u	0.006462449	0.015251377	0.039724898	0.48288023	0.18058749	0.13146755	0.07770178	0.06592422
à	0.01717888	0.020582963	0.025328146	0.044365942	0.14265887	0.34796664	0.15952188	0.24239668
i	0.0055815126	0.021848809	0.027310561	0.04672028	0.30559078	0.3358146	0.23543222	0.021701252
k	0.0008328426	0.008230347	0.010960763	0.04233304	0.20794426	0.39989448	0.2519341	0.077870205
u	0.0008310856	0.003375552	0.007969435	0.08931466	0.20362449	0.27241752	0.27371064	0.14875667
à	0.007392127	0.010047426	0.010909665	0.008309564	0.026729995	0.21528548	0.3778738	0.34345192
i	0.0032162145	0.01692728	0.01806598	0.012006757	0.04872142	0.17826033	0.6541144	0.06868762
m	0.0009963308	0.009402941	0.01054191	0.01562938	0.054223668	0.17022054	0.56171656	0.17726865
è	0.00086299394	0.0067428644	0.011303647	0.019198922	0.05312883	0.20636472	0.55470055	0.14769751
r	0.013451218	0.061664503	0.06250363	0.034468465	0.11363698	0.20751019	0.45440313	0.05236185
i	0.009611783	0.01765718	0.01883743	0.03125489	0.060894683	0.12950583	0.54868054	0.18355766
</S>	0.016057644	0.017305892	0.01745499	0.016452745	0.020839246	0.05422116	0.09203747	0.76563084
