 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.064814694	0.86386496	0.024251372	0.018398	0.014757128	0.0033050128	0.0025625902	0.00184346	0.0036867354	0.0025160492
i	0.83399653	0.12971866	0.01642709	0.009952487	0.0032791225	0.001390795	0.003812992	0.00064869935	0.0002748203	0.0004989021
i	0.21703693	0.74708503	0.019695532	0.01395039	0.0015964631	9.835795e-05	0.00031278701	9.475235e-05	9.4848365e-05	3.4934914e-05
p	0.20587002	0.7005752	0.025402095	0.05896092	0.008515228	0.00010129919	0.00031768504	8.805577e-05	7.795538e-05	9.1610505e-05
à	0.094262145	0.732603	0.13246281	0.035550356	0.003696932	0.0006341559	0.0002060487	0.00013632802	0.0002118125	0.00023641474
s	0.016016416	0.26351044	0.44540632	0.27363813	0.0013753999	3.0733223e-05	6.7292926e-06	4.859202e-06	6.554016e-06	4.364001e-06
t	0.19043519	0.5516259	0.1909853	0.040794093	0.020454768	0.0016757498	0.0014030647	0.0009582324	0.00078117114	0.00088658906
a	0.07056674	0.32090977	0.24721763	0.13020985	0.14781706	0.01953771	0.025090331	0.016481824	0.010817136	0.011351926
ì	0.00465976	0.13243888	0.39896694	0.46019506	0.003674918	4.8490852e-05	7.5440307e-06	3.3625925e-06	3.2982332e-06	1.7873928e-06
c	0.0028509216	0.02973107	0.3307024	0.3996929	0.23584126	0.001116158	8.774829e-06	5.0123654e-06	5.2019996e-06	4.631162e-05
h	0.038731676	0.1289444	0.07933338	0.44529426	0.30028293	0.006507167	0.00056283455	0.00012855214	0.0001193062	9.54944e-05
e	0.027534595	0.067607366	0.14884758	0.3266009	0.37282467	0.032149144	0.015180475	0.004424241	0.0023682541	0.0024627922
t	0.006830384	0.024069697	0.21923245	0.45389482	0.28147838	0.014097832	0.00029601072	2.6181675e-05	1.7782846e-05	5.6437013e-05
e	0.024036258	0.021084204	0.0148581285	0.13809675	0.7664702	0.032484792	0.0014928079	0.0005487964	0.00041452257	0.0005135086
l	0.014356853	0.044066064	0.065158926	0.097534865	0.44682822	0.31524518	0.016466275	5.178401e-05	4.785147e-05	0.00024409873
ì	0.020545205	0.025846133	0.029242089	0.062287204	0.8108141	0.041017402	0.00614022	0.00059938815	0.000812197	0.0026960422
s	0.0042122086	0.0065920097	0.03381029	0.04572032	0.57639384	0.28700718	0.044273134	0.0004043955	0.00072243705	0.0008640998
o	0.030250737	0.012263875	0.0036983427	0.034303848	0.51365066	0.3682172	0.034379564	0.0017457618	0.00079638354	0.00069362944
n	0.011845446	0.027439732	0.03166048	0.033338513	0.08532887	0.37584063	0.42836046	0.0026546936	0.00075421063	0.0027769182
t	0.01206773	0.0058314768	0.0017207105	0.010504329	0.1712139	0.37571606	0.4120343	0.0044374135	0.002434726	0.004039398
a	0.00971434	0.008452075	0.0061474172	0.013828442	0.15534405	0.5478162	0.22489777	0.016835999	0.008019927	0.008943795
à	0.01001723	0.019435005	0.022088557	0.018406214	0.052787207	0.1344344	0.64322746	0.061849583	0.021543372	0.016211025
l	0.0023630403	0.007360808	0.00875685	0.008147723	0.06925006	0.3776769	0.35775685	0.1330523	0.032038603	0.0035968667
a	0.02739957	0.007454106	0.0019893926	0.008851134	0.06945799	0.26648474	0.53915244	0.044716075	0.022387583	0.012106948
t	0.016512195	0.022377731	0.023008788	0.02316879	0.02712118	0.06518071	0.42549592	0.28166232	0.07639898	0.039073426
o	0.011049575	0.0053902753	0.0014050341	0.0066404347	0.024826659	0.044131093	0.3442816	0.42164856	0.12077198	0.019854736
ì	0.005397998	0.006134937	0.0062201335	0.006028225	0.007342908	0.0239463	0.07713683	0.4511773	0.35681912	0.0597962
c	0.0015725119	0.0029358151	0.0029374058	0.0034863236	0.018273808	0.040257636	0.035546836	0.4040005	0.48676136	0.0042277733
h	0.010728406	0.0029298163	0.0009035298	0.004277638	0.022738367	0.030332593	0.08493329	0.38840514	0.3758915	0.078859694
a	0.0053545386	0.0034715128	0.0031554631	0.004106557	0.029156879	0.0681784	0.20341861	0.2908043	0.25572523	0.13662851
v	0.001522889	0.0028844175	0.0032413667	0.0023043442	0.003175361	0.005841561	0.015328683	0.20286374	0.67729867	0.08553894
à	0.00044054192	0.00064261403	0.0003862233	0.0006771733	0.0038339756	0.0021915028	0.0106477495	0.20198503	0.65967834	0.11951687
l	0.0016636197	0.0028047357	0.0029095616	0.0029007802	0.0076269605	0.033363804	0.038841393	0.104121	0.7536594	0.0521087
o	0.0075683645	0.006182341	0.0013745246	0.008663245	0.0120404195	0.0123657575	0.03287112	0.1511763	0.5892948	0.17846318
n	0.004282875	0.004805395	0.0048545823	0.0048024603	0.004913261	0.0067820433	0.012833003	0.19673385	0.46051395	0.2994786
t	0.0036563822	0.0025686147	0.0009635916	0.0045326753	0.012717103	0.012992367	0.046226732	0.117490366	0.5424201	0.25643212
a	0.0024584704	0.0023907288	0.002240901	0.002639528	0.013897643	0.031835772	0.05510465	0.10254126	0.5895703	0.19732076
</S>	0.0031345526	0.0035654835	0.003663931	0.0033004025	0.0037525934	0.0067544715	0.014819582	0.14619495	0.50829196	0.30652204
