 	se	vieni	a	casa	ogni	sabato	</S>
a	0.9664592	0.0027795746	0.0045298846	0.0059771417	0.0073310332	0.002783369	0.010139877
n	0.8659724	0.05362708	0.034485478	0.04001792	0.004376802	6.941355e-05	0.0014509481
è	0.13091683	0.50712156	0.2721736	0.061740488	0.023357533	0.00018854109	0.0045014448
r	0.059476446	0.25792742	0.27711797	0.38767982	0.016417772	0.00012103993	0.0012594344
t	0.093929596	0.54660165	0.28540835	0.07213919	0.00085627404	0.0006202068	0.00044478467
i	0.10512417	0.09831045	0.4840313	0.29452273	0.011209815	0.002057689	0.004743862
è	0.020424783	0.16816148	0.59144133	0.20755684	0.012228509	0.000100981386	8.608514e-05
s	0.007232553	0.017638732	0.085964315	0.86760765	0.019781183	0.0005823459	0.0011931153
s	0.025010554	0.02348829	0.15677625	0.77303094	0.016742606	0.0045267986	0.00042441572
u	0.036225583	0.024600876	0.053590663	0.19181365	0.5647558	0.122386724	0.006626616
k	0.017879175	0.037517447	0.06724831	0.30050224	0.5408138	0.031821907	0.004217163
u	0.0041957693	0.0054293973	0.010390084	0.5009436	0.38752973	0.083100274	0.008411084
à	0.019540299	0.022657879	0.02545556	0.035956345	0.81198925	0.07601448	0.008386145
i	0.0027569642	0.002779573	0.003699921	0.03985123	0.71236616	0.23248838	0.0060577597
s	0.0049061133	0.0022530316	0.0035051578	0.022665242	0.6928597	0.2462637	0.027547048
à	0.0058309385	0.006349241	0.007672869	0.03938523	0.2720407	0.6585405	0.010180515
m	0.015016708	0.019179305	0.021518879	0.0438933	0.6403537	0.21764773	0.042390466
b	0.006659937	0.0030899188	0.004776203	0.015471928	0.18632157	0.74496526	0.038715232
a	0.000823092	0.0006407063	0.0007990096	0.006841367	0.15654656	0.76618654	0.06816275
</S>	0.013076025	0.0144159375	0.014367351	0.016037367	0.16673703	0.20982935	0.5655369
