 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9642838	0.0155826295	0.004377562	0.0035619482	0.0020753294	0.0022110061	0.00046119746	0.0017615157	0.0010846119	0.0024085413	0.002191807
r	0.99362814	0.003742655	0.0018681044	0.00033230975	9.785609e-05	5.5524095e-05	5.8752503e-05	3.0859785e-05	5.2806878e-05	4.14514e-05	9.153206e-05
t	0.94986916	0.029659513	0.005793272	0.0031474126	0.003739189	0.0035466421	0.00066457817	0.0023034178	0.0005377768	0.00052742835	0.00021157599
e	0.68812037	0.25127923	0.032130625	0.007911471	0.0056440043	0.004352253	0.0018480739	0.003779697	0.0019095624	0.001252634	0.001771984
n	0.18962722	0.79912335	0.010424168	0.0004253658	8.378854e-05	7.029971e-05	8.27761e-06	1.8927949e-05	6.644326e-05	0.00012548149	2.668406e-05
a	0.5467498	0.36649764	0.03797546	0.0065182387	0.0112742605	0.010565039	0.003050754	0.009188206	0.0023108588	0.0024332139	0.0034366215
i	0.023872524	0.88447475	0.090624854	0.00095667946	2.8084603e-05	1.39583135e-05	8.4464546e-07	4.0529685e-06	8.362262e-06	1.2978086e-05	2.8747197e-06
v	0.010663711	0.7942642	0.19112465	0.003744173	0.00010896206	4.0260024e-05	2.7982637e-06	1.734332e-05	1.36800545e-05	1.4974506e-05	5.2442233e-06
ò	0.06854812	0.4051725	0.5068712	0.013206458	0.002162347	0.0009147933	0.0002996857	0.0005289918	0.00044788426	0.0005710325	0.0012769266
s	0.022881852	0.135528	0.6845284	0.15640542	0.00059240166	4.514366e-05	1.7679127e-06	2.205009e-06	5.6727176e-06	5.5440473e-06	3.5868563e-06
t	0.17167462	0.345724	0.3996476	0.04555489	0.014161418	0.00826424	0.004041532	0.004175797	0.0020602369	0.0031927046	0.0015029337
e	0.07860718	0.18602006	0.46470308	0.16561753	0.04729476	0.013254357	0.009538518	0.01109491	0.0068493746	0.010530602	0.006489699
s	0.027614532	0.114792615	0.4426219	0.39380702	0.020375995	0.00069671025	1.7114415e-05	1.2299501e-05	2.5577756e-05	1.6142185e-05	2.0124806e-05
t	0.022163305	0.08963702	0.4565364	0.37367347	0.041551415	0.0066715367	0.0020420481	0.0023960557	0.0015054325	0.0025271056	0.0012962148
u	0.080453865	0.16039723	0.29302374	0.4015771	0.030081445	0.0057905843	0.0062357206	0.005980899	0.0054106787	0.008028219	0.0030205667
d	0.021123476	0.05128749	0.16197702	0.6487659	0.10974774	0.0067494283	0.00013993711	4.0074992e-05	6.2609295e-05	4.700305e-05	5.9298152e-05
i	0.009381688	0.0316936	0.13870591	0.5770985	0.21806376	0.019977754	0.0005927577	0.0011002878	0.00044880007	0.0015754575	0.0013615438
è	0.009802988	0.019171832	0.05737957	0.5695275	0.31337324	0.030099822	0.00051382766	4.6286317e-05	1.9916346e-05	2.1994902e-05	4.3016476e-05
o	0.011339604	0.02110341	0.058077764	0.5613106	0.29562587	0.0499623	0.00032681058	0.0002952068	0.00020127783	0.0014565884	0.00030062944
n	0.002176546	0.006351426	0.021042908	0.19001773	0.49830407	0.24110661	0.037526116	0.0019850505	0.0002152235	0.00061492383	0.0006594795
a	0.017820122	0.025901567	0.041094128	0.19113016	0.57000095	0.12910262	0.019148123	0.00208424	0.00096141023	0.0018493516	0.0009072918
n	0.01035552	0.014143601	0.017467882	0.06736579	0.39629525	0.43304253	0.053866025	0.003811599	0.0012800456	0.0009574411	0.0014144107
a	0.0020108377	0.00539329	0.010689647	0.035956167	0.40222654	0.41895172	0.089887224	0.012466665	0.0036510872	0.013033524	0.005733393
m	0.008686277	0.01213269	0.017424684	0.03822566	0.23708767	0.41041124	0.24560007	0.021202024	0.003955915	0.0027190691	0.002554663
à	0.003838157	0.00674891	0.008356779	0.027090102	0.20663568	0.36889556	0.24953488	0.061240226	0.014070888	0.039874595	0.013714234
s	0.009983371	0.013084076	0.024139699	0.04932002	0.24573213	0.55785966	0.041722964	0.050631985	0.0027441678	0.0037834537	0.0009984899
o	0.013517911	0.020192845	0.026016645	0.039490603	0.21957701	0.36765024	0.23547797	0.05515242	0.005894643	0.008458929	0.008570835
n	0.0068137078	0.0074925665	0.008272889	0.0110617215	0.035823375	0.092510976	0.59479266	0.18540262	0.042204674	0.004930115	0.010694772
a	0.002899485	0.0073873643	0.010163477	0.011904792	0.06943536	0.18403322	0.42624855	0.23233275	0.020902475	0.021717595	0.012974879
d	0.004971731	0.005743665	0.00679475	0.008819525	0.027893918	0.057136998	0.42675892	0.27627575	0.15486816	0.01620708	0.014529572
i	0.0009414575	0.0023659323	0.0030311053	0.0035516461	0.013910779	0.039817356	0.19638978	0.40997028	0.20796204	0.10208307	0.01997655
v	0.0040991637	0.006282857	0.012435554	0.02032084	0.052348927	0.06394717	0.27154613	0.18089548	0.28703272	0.06400784	0.037083305
