 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.95398	0.007509096	0.0092415	0.0025109707	0.0109976595	0.003808981	0.0070848186	0.004866915
t	0.4497227	0.54767984	0.0009811269	0.00069346506	9.117621e-05	0.00022791477	0.00029172865	0.000312035
e	0.2669778	0.7233235	0.004066125	0.0018368836	0.0018903485	0.0011966174	0.00058243045	0.00012625298
l	0.79512066	0.19542216	0.008767874	0.00013235924	0.00032618913	6.485928e-05	0.00013042593	3.5524194e-05
a	0.08952448	0.7758693	0.12326856	0.00482005	0.003624476	0.0014486819	0.0009817189	0.00046273586
e	0.8916318	0.09577467	0.008292084	0.0016235581	0.0022826272	0.00012586967	0.00021785776	5.1606337e-05
M	0.017254634	0.73674446	0.23463014	0.006743448	0.004302506	7.047631e-05	0.00018148046	7.28416e-05
a	0.16176	0.41702205	0.40922844	0.0061017405	0.0014381086	7.5857875e-05	0.0007750061	0.0035988067
r	0.16848095	0.7431998	0.06883075	0.015089371	0.004088909	3.864044e-05	0.00015275057	0.000118774304
ì	0.11034066	0.35866526	0.35418987	0.09314061	0.061972287	0.0035522	0.012034525	0.0061046337
a	0.29459384	0.5390779	0.043302916	0.115740106	0.005856969	0.00019741367	0.0007223637	0.000508545
à	0.19260961	0.5127891	0.019918846	0.22696985	0.03821228	0.004179134	0.0034501688	0.0018710003
v	0.03266676	0.25896573	0.20168673	0.13868926	0.36645424	0.0003924733	0.0005983162	0.000546544
v	0.006070726	0.14465608	0.13162267	0.44226018	0.2736763	0.000728386	0.000582729	0.00040296058
r	0.0078818165	0.10228145	0.06777515	0.36030906	0.44876337	0.008042424	0.0033861755	0.0015604665
i	0.007991581	0.088704295	0.06151187	0.37034082	0.4552591	0.009285174	0.0050035994	0.0019035863
n	0.06714967	0.06923298	0.030906545	0.17644712	0.22372805	0.27698842	0.106490366	0.049056847
a	0.0016640017	0.03577548	0.020594787	0.12743968	0.78980106	0.011392625	0.006030191	0.0073022395
r	0.030348495	0.030498184	0.012412037	0.03544265	0.021927135	0.57462853	0.24794087	0.046802126
t	0.00061389426	0.036372337	0.04483825	0.072774336	0.6318026	0.12453161	0.0655388	0.02352817
i	0.0076135816	0.040840212	0.034092568	0.14227788	0.4157364	0.19333038	0.085084684	0.08102427
s	0.006307235	0.006175231	0.0020923933	0.0049435403	0.002118796	0.39142156	0.48253086	0.104410365
e	0.001380917	0.04110566	0.028958896	0.043156564	0.17447282	0.34843174	0.31410915	0.048384342
m	0.0024648304	0.0029059534	0.0016781534	0.0049115405	0.001777099	0.24563403	0.6388113	0.10181709
è	0.0006110001	0.01978327	0.01780246	0.017337551	0.07394197	0.2672363	0.5088896	0.09439784
n	0.008206726	0.014219029	0.011165727	0.044941664	0.03965692	0.21253829	0.5994866	0.069785096
a	0.0018986391	0.040678278	0.024993911	0.034010492	0.07921854	0.11523479	0.4587343	0.24523105
</S>	0.0030030187	0.003308862	0.0025836092	0.005031842	0.0028614928	0.112146415	0.5665535	0.30451128
