 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.99547845	0.0006973848	0.0003146953	0.00082044885	0.0022312452	0.00045766504
s	0.54627943	0.3324094	0.10911743	0.0073754787	0.001137597	0.0036806492
o	0.12481	0.83016497	0.042589348	0.001263854	0.0009665315	0.00020516447
s	0.16629669	0.57085246	0.26230115	0.0004568666	6.383064e-05	2.8926606e-05
e	0.009000801	0.23593403	0.7500114	0.0028538748	0.0012959194	0.00090402487
è	0.14402069	0.28869966	0.5632164	0.0038293304	0.00016716537	6.6820416e-05
m	0.046498705	0.10192166	0.8091839	0.0398572	0.0017259395	0.00081260694
b	0.0049181543	0.024207605	0.8492207	0.118690364	0.0020452656	0.0009179751
i	0.011117131	0.038463343	0.49388877	0.41813332	0.03136785	0.0070295427
à	0.10355651	0.11444825	0.14095086	0.62140876	0.013761006	0.0058746384
t	0.03394947	0.045455236	0.0549506	0.81620795	0.04576463	0.0036720491
t	0.0052238465	0.008618813	0.110199034	0.84114903	0.03201985	0.0027894743
i	0.017607309	0.018290248	0.05205996	0.6196202	0.22518422	0.06723802
f	0.026657833	0.044086277	0.043371867	0.33825153	0.46631575	0.08131674
i	0.00026384153	0.0023461394	0.018397039	0.5786753	0.3563992	0.043918468
n	0.023960168	0.024826039	0.02473516	0.031547233	0.6794856	0.2154458
è	0.00025768837	0.0013682131	0.011078172	0.3646403	0.59388477	0.028770853
s	0.014147301	0.014630362	0.016671404	0.067679465	0.8661349	0.020736601
t	0.0015442112	0.0019094012	0.011516577	0.23839954	0.5492833	0.19734694
r	0.003025279	0.0031088463	0.004600937	0.124471165	0.43188062	0.43291318
a	0.00025503736	0.0011929367	0.0030621334	0.17113157	0.4537725	0.37058583
</S>	0.00975007	0.010483902	0.010378486	0.0081631895	0.36925346	0.5919709
