 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.9042278	0.057391547	0.027671888	0.002696894	0.0010941334	0.0010928069	0.0006559049	0.0007334505	0.0013123467	0.0019863807	0.0011367989
n	0.6251379	0.34294102	0.02040401	0.003446096	0.0049347416	0.0015977917	0.00056493684	0.00045580114	0.0001685114	0.00013427521	0.00021495245
ì	0.051899835	0.5535762	0.34522575	0.030264303	0.014073431	0.00058342883	0.0006400246	0.0011707824	0.0009780317	0.00041267526	0.0011755457
c	0.018453311	0.36185846	0.5563483	0.060468346	0.0026105463	0.0001015587	2.1760789e-05	1.6416257e-05	1.781813e-05	1.8631315e-05	8.487173e-05
h	0.038561337	0.62004983	0.31538028	0.02318676	0.0016937514	0.0006951252	0.00023064222	8.12328e-05	5.5776734e-05	3.5010835e-05	3.0193894e-05
e	0.029372588	0.25171053	0.63842833	0.07490797	0.004136684	0.00060014235	0.00042624844	0.00012100448	6.0011113e-05	6.119934e-05	0.00017523265
n	0.027536364	0.30464235	0.49646792	0.1697459	0.0014665762	3.5950245e-05	1.2082695e-05	2.280408e-05	3.2342312e-05	2.9244015e-05	8.4518615e-06
d	0.0075364243	0.13754635	0.45688042	0.38250813	0.01146151	0.0009190179	0.0010120518	0.00047345535	0.0005873836	0.00036643233	0.00070872327
ì	0.016325332	0.14747928	0.37730697	0.412601	0.042887747	0.002259053	0.00043006247	0.00038748092	0.00014103041	4.5020326e-05	0.00013705612
s	0.01747849	0.058098037	0.06862858	0.7563578	0.09899237	0.00029502233	1.773433e-05	7.5472244e-06	2.1609236e-05	3.2833836e-05	6.995546e-05
o	0.029990852	0.08394795	0.23003729	0.6049357	0.043966908	0.003150328	0.0012123632	0.0010775314	0.00080378156	0.00040486673	0.00047240348
n	0.029100014	0.05090382	0.05748307	0.28614008	0.5599924	0.016180247	0.00010334823	4.372231e-05	2.1472646e-05	1.5174982e-05	1.6723201e-05
t	0.0023246757	0.021407401	0.03697595	0.53723794	0.38868386	0.009154897	0.0011718341	0.0009255488	0.0007921377	0.0006018334	0.00072389125
a	0.030324878	0.14165545	0.20322315	0.36880946	0.17672451	0.04004896	0.00995758	0.009057774	0.007993906	0.007877629	0.0043267617
